measure_id;trip_id;line_code;pattern_long_name;point_first;point_last;point_first_seq_no;point_last_seq_no;event_no;regulation_kilometres
484981385195970692;;18;00180001;1311970;1086418;0;64;;18.891
484981385196077478;901683;83;00831001;1510369;1013720;66;67;;-.134
484981385196092386;;83;00831001;1136107;1013720;0;67;;24.002
484981385195971445;2763944;83;00831001;1136088;1013720;28;67;;16.852
484981385196077478;2759080;83;00831001;1510369;1510369;66;66;;0
484981385195971414;2765005;83;00831001;1136107;1393032;0;27;;6.862
484981385194792770;2029250;83;00831001;1136088;1013720;28;67;;16.852
484981385196092195;2756910;83;00830001;1013514;1136107;0;66;;23.816
484981385196092135;2756908;83;083A1001;1136107;1013720;0;68;;23.997
484981385196092135;2756907;83;00830001;1013514;1136107;0;66;;23.816
484981385195649490;2756688;83;00831001;1136107;1510369;0;66;;23.868
484981385195894581;2750189;122;01220001;1001398;1051660;0;19;;5.982
484981385195893974;2754160;122;01220001;1001407;1001399;21;49;;7.993
484981385195894186;2753908;122;01221001;1311893;1001401;30;51;;6.686
484981385195970647;2762729;122;01220001;1001398;1001415;0;10;;3.386
484981385195260205;2760444;123;01230001;1001405;1378;0;18;;4.479
484981385194981242;2760442;123;01231001;1001394;1001404;0;46;;13.176
484981385194542236;988669;25;025A1002;1193060;1247139;0;39;;-19.83
484981385196091424;2415504;25;025B0002;1229340;7588;0;5;;1.419
484981385196091424;2415502;25;025B1002;1086440;1247139;0;39;;20.841
484981385196091424;2415500;25;025B0002;1229340;1086416;0;40;;21.811
484981385194542111;914562;25;025A0002;1229340;1193118;0;40;;-19.647
484981385194792346;915343;25;025A1002;1193060;1247139;0;39;;-19.83
484981385195158665;2417266;25;025A0002;1229340;7588;0;5;;1.419
484981385194542373;989811;25;025B1002;1193064;1247139;5;39;;-18.823
484981385195158845;2417463;25;025B0002;1229340;7588;0;5;;1.419
484981385194542211;941378;25;025B1002;1229362;1247139;9;39;1735033944;-16.723
484981385194542185;968532;25;025B1002;1193062;1247139;12;39;1735033944;-15.764
484981385195794054;2284931;25;025A1002;1193060;1247139;0;39;;19.83
484981385195260285;2419732;25;025B0002;1229340;7588;0;5;;1.419
484981385195260285;2419730;25;025B1002;1086440;1247139;0;39;;20.841
484981385195260285;2419728;25;025B0002;1229340;1086416;0;40;;21.811
484981385195260285;2419726;25;025B1002;1211664;1247139;35;39;;1.521
484981385195649542;996427;25;025A1002;1193060;1247139;0;39;1732984689;-19.83
484981385195649516;962357;25;025A0002;1247116;1193118;6;40;;-17.58
484981385195158785;2421532;25;025A0002;1229340;7588;0;5;;1.419
484981385195713142;2779108;25;025A0002;1229340;1193118;0;40;;19.647
484981385194542151;2428647;25;025A0002;1229340;1193118;0;40;;19.647
484981385195158725;2428651;25;025B0002;1229340;7588;0;5;;1.419
484981385195794104;2422062;25;025A0002;1229340;1193118;0;40;;19.647
484981385195794104;2290977;25;025A1002;1193060;1247139;0;39;;19.83
484981385195794104;2422059;25;025A0002;1229340;1193118;0;40;;19.647
484981385194981125;2424269;25;025A1002;2281405;1247139;34;39;;1.981
484981385194542346;949059;25;025A1002;1193060;1247139;0;39;;-19.83
484981385194792374;2298561;25;025A1002;1193060;1086459;0;25;;10.202
484981385194981154;2424271;25;025A0002;1229340;1193118;0;40;;19.647
484981385195953977;2295516;26;00661002;1211659;1086460;44;47;;1.048
484981385195260847;2295513;26;00261002;1229360;1229374;0;25;;9.93
484981385195159152;1719375;26;00660001;1229340;1229312;0;58;;27.944
484981385195558944;1744036;26;00260001;1229340;1051612;0;4;;1.349
484981385195558944;2293836;26;00661002;1211664;1229374;49;52;;1.28
484981385194864739;2289513;26;00661002;2281405;1229374;48;52;;1.74
484981385195953977;912523;26;00661002;1211659;2281405;44;48;;-1.556
484981385195971491;2291209;26;00661002;2281405;1229374;48;52;;1.74
484981385195397888;2297466;26;00661002;1229377;1086460;0;47;;24.1
484981385195397943;1750456;26;00660001;1229340;1229359;0;5;;1.582
484981385195397888;1750456;26;00660001;1690997;1229312;6;58;;26.089
484981385195794222;2759483;27;00271001;1051594;1051443;0;24;;8.717
484981385196212328;;27;00270004;1013614;1051531;0;90;;28.617
484981385194864995;910978;27;00271001;1051594;1013655;0;47;1733274276;-16.7
484981385194865050;2761781;27;00271001;1051594;1051443;0;24;;8.717
484981385194716724;2761779;27;00270004;1003894;1051531;32;90;;19.33
484981385194542912;2761779;27;00270004;1013614;668;0;31;;8.987
484981385196181303;988365;27;077A1001;311001;1051438;61;67;;-2.02
484981385194791939;948542;27;00270004;1030210;1051531;40;90;1733274193;-16.891
484981385194716816;2762862;27;077A1001;1051540;2360;0;16;;6.817
484981385196181303;2750809;27;077A1001;311001;1051539;61;66;;1.806
484981385194865111;2743411;130;01300002;1013664;1013484;0;37;;10.308
484981385195559713;2738714;130;01300002;1013664;1003878;0;7;;1.842
484981385196092257;2738889;130;01301002;1733;1013759;21;37;;4.405
484981385196092050;2738889;130;01301002;1013539;1013474;0;20;;5.584
484981385195559594;2739064;130;01301002;1013539;1733;0;21;;5.847
484981385195559511;913304;130;01300002;1013664;1013484;0;37;1733416440;-10.308
484981385195559511;989466;130;01301002;1013539;1013759;0;37;1733416396;-10.252
484981385195532946;989559;27B;027B0001;1626;1013720;38;43;;-4.372
484981385195971032;908551;27B;027B0001;1003865;1013720;3;43;1732975338;-15.62
484981385195793553;999718;27B;027B0001;1013613;1013709;0;36;1732975338;-11.017
484981385195649156;915682;27B;027B1007;1013514;1051611;0;45;1732975333;-16.841
484981385196361651;1746998;27B;027B0001;1003850;1510369;41;42;;2.803
484981385196361651;970535;27B;027B0001;1003850;1013720;41;43;;-2.937
484981385195532946;1720441;27B;027B0001;1626;1510369;38;42;;4.238
484981385194716872;2334606;27B;027B1012;1005733;405001;0;6;;1.25
484981385195397218;2518195;14;00140002;1003786;1257998;0;75;;21.153
484981385195397218;2518194;14;00141002;1257921;1003786;0;72;;21.513
484981385194542883;2421416;14;00140002;1046;1257998;53;75;;5.794
484981385195260611;945788;65B;00651003;1051635;2237085;0;76;1735679628;-31.64
484981385195260611;900576;65B;00650003;1393035;1051436;1;73;1735679554;-30.387
484981385195260669;2348091;65B;00651003;1051635;1051614;0;48;;21.998
484981385194791964;2781790;42D;042D0001;2336586;1013606;0;31;;21.785
484981385194791914;2781784;42D;042D1001;1013455;2336586;0;30;;21.979
484981385195894157;2791356;7;00070006;1311978;2786719;0;55;;21.604
484981385195076880;960984;7;007A1001;1045900;1311978;63;64;;-1.262
484981385194864599;936788;7;00070006;1311978;2786719;0;55;1733442765;-21.604
484981385195713020;999466;7;00071005;2786719;1311978;0;57;1733442905;-20.211
484981385195076880;2800756;7;007A1001;1045900;1045900;63;63;;0
484981385194542096;2800753;7;00071005;2786719;1211653;0;2;;.768
484981385195712867;1730589;75;00750001;1211618;1257986;56;77;;6.548
484981385195260546;1751917;75;00750001;1211618;1257986;56;77;;6.548
484981385195893943;1730408;75;00750001;1211618;1257986;56;77;;6.548
484981385195559042;1730405;75;00750001;1211618;1257986;56;77;;6.548
484981385195970692;1717804;75;00750002;1211618;1257986;65;86;;6.548
484981385194716116;1717792;75;00750002;1211589;1257986;66;86;;6.139
484981385195649129;1750972;75;00750001;2873;1257986;46;77;;9.631
484981385194980367;2428981;140;01401003;1051633;1065034;25;46;;8.211
484981385194792551;2421138;140;01401003;1013533;1065034;0;46;;15.449
484981385194792076;2421136;140;01400003;1065019;1013467;11;43;;9.974
484981385194455082;916540;142;01420003;1013443;1312095;13;52;1733328875;-27.373
484981385194455107;991634;142;01420003;1013443;1312095;13;52;1733304962;-27.373
484981385195713232;1944786;1;00011001;1086388;1086517;0;6;;1.659
484981385195558981;1944784;1;00010001;1003788;1086469;0;41;;11.959
484981385195793683;2776210;1;00010001;1003788;1086469;0;41;;11.959
484981385195970774;1938340;1;00010001;1001407;1086469;22;41;;5.513
484981385195971093;1940041;1;00010001;1003788;1051660;0;20;;5.442
484981385195893855;997301;1;00011002;1086388;1051464;0;21;;-6.267
