id;pattern_code;line_id;pattern_id;direction;short_name;long_name;valid_from;valid_until;total_distance
277710;25:5;1247273;1247309;Inbound;25:5;025X1001;24/01/2011;01/01/2036;4185
886243;238:15;236;1444742;Inbound;238:15;02381001;30/11/2011;01/01/2036;11102
886306;238:26;236;1444743;Outbound;238:26;02390002;30/11/2011;01/01/2036;17149
886372;238:42;236;1193374;Outbound;238:42;02700001;30/11/2011;01/01/2036;10429
886390;238:44;236;1444745;Inbound;238:44;02701001;30/11/2011;01/01/2036;11078
898471;68:30;68;1193399;Inbound;68:30;00691002;30/11/2011;01/01/2036;19756
898688;68:57;68;1455043;Outbound;68:57;068A0001;30/11/2011;01/01/2036;6158
898712;68:58;68;1455044;Inbound;68:58;068A1001;30/11/2011;01/01/2036;5850
898952;68:66;68;1455051;Inbound;68:66;00681005;30/11/2011;01/01/2036;21946
911524;238:11;236;1247284;Outbound;238:11;02380001;15/01/2012;01/01/2036;9848
911547;238:12;236;1247285;Outbound;238:12;02380002;15/01/2012;01/01/2036;7256
912142;51:47;51;1193393;Inbound;51:47;051D1001;15/01/2012;01/01/2036;23013
1195132;84:29;185;1909322;Outbound;84:29;00840004;11/05/2014;01/01/2036;18533
1195407;84:50;185;1393103;Outbound;84:50;01850001;11/05/2014;01/01/2036;12245
1195428;84:52;185;1393105;Outbound;84:52;01850003;11/05/2014;01/01/2036;7747
1195407;84:53;185;1393106;Outbound;84:53;01850004;11/05/2014;01/01/2036;12245
1195444;84:54;185;1393107;Outbound;84:54;01850005;11/05/2014;01/01/2036;14359
1195444;84:55;185;1393108;Outbound;84:55;01850006;11/05/2014;01/01/2036;14359
1158816;14:50;14;1423353;Outbound;14:50;01610001;09/03/2014;01/01/2036;10073
1158845;14:51;14;1423354;Inbound;14:51;01611001;09/03/2014;01/01/2036;10079
1158877;14:52;14;1423355;Inbound;14:52;01611002;09/03/2014;01/01/2036;5921
1167905;332:56;1136253;1136259;Outbound;332:56;033B0001;09/03/2014;01/01/2036;12012
1167928;332:57;1136253;1136260;Outbound;332:57;033B0002;09/03/2014;01/01/2036;3970
1177321;76:29;76;1852102;Inbound;76:29;076A1001;09/03/2014;01/01/2036;23386
1177396;76:37;76;1852104;Inbound;76:37;00761001;09/03/2014;01/01/2036;15610
1177432;79:10;79;1691017;Outbound;79:10;00790001;09/03/2014;01/01/2036;10300
1177497;79:27;79;1691019;Outbound;79:27;079A0001;09/03/2014;01/01/2036;10590
1170229;40:64;40;1551457;Outbound;40:64;040B0002;09/03/2014;01/01/2036;10332
1163002;84:51;185;1393104;Outbound;84:51;01850002;09/03/2014;01/01/2036;2328
1155883;102:10;102;1118458;Inbound;102:10;01021002;09/03/2014;01/01/2036;12887
1171867;44:60;44;1330004;Outbound;44:60;044B0001;09/03/2014;01/01/2036;11591
1171897;44:61;44;1330005;Inbound;44:61;044B1001;09/03/2014;01/01/2036;11713
1172467;46:137;1260309;2080139;Outbound;46:137;00470003;09/03/2014;01/01/2036;10295
1164917;27:18;27;1874147;Inbound;27:18;00271002;09/03/2014;01/01/2036;12094
1173046;46:73;1260309;2080153;Outbound;46:73;046A0002;09/03/2014;01/01/2036;4067
1165271;238:12;270;1712608;Outbound;238:12;02380002;09/03/2014;01/01/2036;7458
1222351;42:84;42;2313191;Outbound;42:84;00430003;01/01/1970;01/01/2036;17765
1234203;84:57;185;1393110;Inbound;84:57;01851002;21/09/2014;01/01/2036;2090
1234236;84:61;185;1393115;Inbound;84:61;01851006;21/09/2014;01/01/2036;7556
1227941;142:8;142;2336590;Outbound;142:8;01420002;01/01/1970;01/01/2036;5652
1274291;56:31;1468596;1468630;Outbound;56:31;056A0001;18/01/2015;01/01/2036;18787
1275106;67:4;67;1229519;Outbound;67:4;00670001;18/01/2015;01/01/2036;29203
1270339;66:24;26;1489388;Outbound;66:24;00260001;18/01/2015;01/01/2036;10775
1270396;66:34;26;1489390;Outbound;66:34;066A0001;18/01/2015;01/01/2036;20662
1270492;66:55;26;1489392;Outbound;66:55;066B0001;18/01/2015;01/01/2036;21903
1292914;331:23;1011746;1030780;Outbound;331:23;033A0002;01/03/2015;01/01/2036;23809
1279590;27:20;27;2431205;Outbound;27:20;00270005;01/01/1970;01/01/2036;11727
1279701;27:29;27;1468610;Outbound;27:29;077A0001;01/02/2015;01/01/2036;24026
1280990;42:85;42;2313192;Outbound;42:85;00430004;01/02/2015;01/01/2036;18384
1295910;331:22;1011746;1030779;Outbound;331:22;033A0001;29/03/2015;01/01/2036;29574
1310667;332:59;1136253;1136262;Inbound;332:59;033B1002;10/05/2015;01/01/2036;6155
1156336;114:5;114;1312537;Outbound;114:5;01140001;26/04/2015;01/01/2036;10003
1279353;27:12;27;1468601;Outbound;27:12;00270003;12/07/2015;01/01/2036;18047
1328601;18:3;18;1312577;Outbound;18:3;00180001;05/07/2015;01/01/2036;18891
1328811;44:33;44;1885255;Inbound;44:33;00441002;05/07/2015;01/01/2036;13950
1323852;114:6;114;1312538;Inbound;114:6;01141001;28/06/2015;01/01/2036;9573
1346844;1:39;1;1933919;Outbound;1:39;00010003;13/09/2015;01/01/2036;6446
1348504;40:18;40;1551450;Outbound;40:18;00400002;13/09/2015;01/01/2036;10269
1348540;40:19;40;1551451;Outbound;40:19;00400003;13/09/2015;01/01/2036;10217
1346406;53:19;53;2313195;Inbound;53:19;00531002;06/09/2015;01/01/2036;7231
1357453;65:65;1712588;2237086;Outbound;65:65;065B0001;18/10/2015;01/01/2036;20084
1357513;65:72;1712588;2237088;Outbound;65:72;00650001;18/10/2015;01/01/2036;39985
1357597;65:73;1712588;2237089;Outbound;65:73;00650002;18/10/2015;01/01/2036;45771
1357683;65:74;1712588;2237090;Outbound;65:74;00650003;18/10/2015;01/01/2036;31165
1362283;150:5;150;1376327;Outbound;150:5;01500001;25/10/2015;01/01/2036;10433
1363686;46:135;1260309;2080137;Inbound;46:135;00471002;25/10/2015;01/01/2036;18581
1363741;46:136;1260309;2080138;Inbound;46:136;00471001;25/10/2015;01/01/2036;17642
1375957;42:88;42;2631030;Inbound;42:88;00431005;01/01/1970;01/01/2036;17473
1376009;42:89;42;2631031;Inbound;42:89;00431006;01/01/1970;01/01/2036;17758
1387565;116:1;116;1414854;Outbound;116:1;01160001;31/01/2016;01/01/2036;17265
1382419;40:26;40;1949079;Inbound;40:26;00401003;04/01/2016;01/01/2036;10882
1382612;68:41;69;2237094;Outbound;68:41;00690001;04/01/2016;01/01/2036;23275
1388717;150:6;150;1376328;Inbound;150:6;01501001;31/01/2016;01/01/2036;10192
1388756;150:7;150;2042527;Inbound;150:7;01501002;31/01/2016;01/01/2036;10071
1382694;68:67;69;2237096;Outbound;68:67;00680001;04/01/2016;01/01/2036;28931
1382771;68:68;69;2237097;Outbound;68:68;00680002;04/01/2016;01/01/2036;27140
1382844;68:69;69;2237098;Outbound;68:69;00680003;04/01/2016;01/01/2036;23855
1382916;68:70;69;2237099;Outbound;68:70;00680004;04/01/2016;01/01/2036;25646
1382992;68:75;69;2237104;Outbound;68:75;068A0001;04/01/2016;01/01/2036;6698
1389112;27:17;27;1874146;Inbound;27:17;00271001;31/01/2016;01/01/2036;28794
1389337;27:9;27;1468612;Inbound;27:9;00271003;31/01/2016;01/01/2036;16700
1392179;68:76;69;2237105;Inbound;68:76;068A1001;31/01/2016;01/01/2036;5885
1403389;238:11;270;1712607;Outbound;238:11;02380001;13/03/2016;01/01/2036;10043
1397521;140:16;140;2098084;Outbound;140:16;01400002;21/02/2016;01/01/2036;10713
1397549;140:19;140;2408077;Outbound;140:19;01400003;21/02/2016;01/01/2036;15279
1397521;140:20;140;2408078;Outbound;140:20;01400004;21/02/2016;01/01/2036;10713
1418651;79:11;79;1691018;Inbound;79:11;00791001;22/05/2016;01/01/2036;11024
1418683;79:28;79;1691020;Inbound;79:28;079A1001;22/05/2016;01/01/2036;11292
1422941;123:36;123;1909312;Inbound;123:36;01231001;29/05/2016;01/01/2036;13176
1423029;14:106;14;2513043;Outbound;14:106;00610001;29/05/2016;01/01/2036;14404
1423078;14:107;14;2513044;Outbound;14:107;00610002;29/05/2016;01/01/2036;18546
1357408;49:27;49;1675458;Outbound;49:27;00490001;05/06/2016;01/01/2036;15965
1391062;49:28;49;1675459;Inbound;49:28;00491001;05/06/2016;01/01/2036;16711
1391110;49:29;49;1675460;Inbound;49:29;00491002;05/06/2016;01/01/2036;19748
1382566;54:11;1260308;1675461;Outbound;54:11;054A0001;05/06/2016;01/01/2036;17258
1391218;54:12;1260308;1675462;Inbound;54:12;054A1001;05/06/2016;01/01/2036;17836
1415469;123:37;123;1909313;Inbound;123:37;01231002;22/05/2016;01/01/2036;4280
1416357;66:26;26;2281414;Inbound;66:26;00261002;22/05/2016;01/01/2036;9930
1427016;18:4;18;1312578;Inbound;18:4;00181001;19/06/2016;01/01/2036;17826
1427078;18:5;18;1312579;Inbound;18:5;00181002;19/06/2016;01/01/2036;14301
1427129;66:11;26;1489386;Outbound;66:11;00660001;19/06/2016;01/01/2036;27944
1427189;66:16;26;2716250;Outbound;66:16;00660002;01/01/1970;01/01/2036;26362
1418197;51:47;1551443;1551502;Inbound;51:47;051D1001;22/05/2016;01/01/2036;23664
1418248;51:63;1551443;1969177;Inbound;51:63;051X1001;22/05/2016;01/01/2036;22667
1293610;21;0;21;;21;01181001;04/09/2016;01/01/2036;300
1293610;21;16;21;;21;01181001;04/09/2016;01/01/2036;300
1293610;21;33;21;;21;01181001;04/09/2016;01/01/2036;300
1293610;21;41;21;;21;01181001;04/09/2016;01/01/2036;300
1293610;21;43;21;;21;01181001;04/09/2016;01/01/2036;300
1293610;21;142;21;;21;01181001;04/09/2016;01/01/2036;300
1293610;21;1011746;21;;21;01181001;04/09/2016;01/01/2036;300
1398914;145:58;145;2380150;Outbound;145:58;084X0003;28/08/2016;01/01/2036;35201
1347928;16:27;16;1885246;Outbound;16:27;016C0003;28/08/2016;01/01/2036;6179
430013;18;0;18;;18;01181001;04/09/2016;01/01/2036;9214
430013;18;41;18;;18;01181001;04/09/2016;01/01/2036;9214
430013;18;43;18;;18;01181001;04/09/2016;01/01/2036;9214
430013;18;83;18;;18;01181001;04/09/2016;01/01/2036;9214
430013;18;142;18;;18;01181001;04/09/2016;01/01/2036;9214
1432577;145:28;145;1988430;Inbound;145:28;01841001;10/07/2016;01/01/2036;26851
1432623;145:29;145;1988431;Outbound;145:29;01840001;10/07/2016;01/01/2036;21510
1432959;171:11;1014394;1193360;Outbound;171:11;017A0001;10/07/2016;01/01/2036;25831
1433021;171:12;1014394;1193361;Outbound;171:12;017A0002;10/07/2016;01/01/2036;24582
1293601;1;0;1;;1;01181001;04/09/2016;01/01/2036;3350
1293601;1;1;1;;1;01181001;04/09/2016;01/01/2036;3350
1293601;1;33;1;;1;01181001;04/09/2016;01/01/2036;3350
1301421;10;0;10;;10;01181001;04/09/2016;01/01/2036;12550
1301421;10;41;10;;10;01181001;04/09/2016;01/01/2036;12550
1301421;10;83;10;;10;01181001;04/09/2016;01/01/2036;12550
1301421;10;130;10;;10;01181001;04/09/2016;01/01/2036;12550
1370415;46:65;1260309;2080145;Inbound;46:65;046A1003;28/08/2016;01/01/2036;5184
1432959;171:15;1014394;1909316;Outbound;171:15;017A0004;10/07/2016;01/01/2036;25831
1433021;171:16;1014394;1909317;Outbound;171:16;017A0005;10/07/2016;01/01/2036;24582
1433260;84:32;185;1909325;Inbound;84:32;00841004;10/07/2016;01/01/2036;18670
1122965;12;0;12;;12;01181001;04/09/2016;01/01/2036;16900
1122965;12;15;12;;12;01181001;04/09/2016;01/01/2036;16900
1122965;12;41;12;;12;01181001;04/09/2016;01/01/2036;16900
1122965;12;49;12;;12;01181001;04/09/2016;01/01/2036;16900
1122965;12;65;12;;12;01181001;04/09/2016;01/01/2036;16900
1122965;12;83;12;;12;01181001;04/09/2016;01/01/2036;16900
1122965;12;130;12;;12;01181001;04/09/2016;01/01/2036;16900
194205;15;0;15;;15;01181001;04/09/2016;01/01/2036;782
194205;15;15;15;;15;01181001;04/09/2016;01/01/2036;782
194205;15;41;15;;15;01181001;04/09/2016;01/01/2036;782
194205;15;83;15;;15;01181001;04/09/2016;01/01/2036;782
1433438;272:26;1005939;1118484;Outbound;272:26;027B0004;10/07/2016;01/01/2036;9257
1433470;272:27;1005939;1118485;Outbound;272:27;027B0005;10/07/2016;01/01/2036;10623
1433502;272:34;1005939;2313174;Inbound;272:34;027B1007;10/07/2016;01/01/2036;16841
1433549;272:35;1005939;2313175;Inbound;272:35;027B1008;10/07/2016;01/01/2036;15461
1433594;272:36;1005939;2313176;Inbound;272:36;027B1009;10/07/2016;01/01/2036;11064
1433634;272:37;1005939;2313177;Inbound;272:37;027B1010;10/07/2016;01/01/2036;9699
1433669;272:38;1005939;2313178;Inbound;272:38;027B1011;10/07/2016;01/01/2036;12532
1433711;272:39;1005939;2313179;Inbound;272:39;027B1012;10/07/2016;01/01/2036;8320
1301427;23;0;23;;23;01181001;04/09/2016;01/01/2036;12451
1301427;23;16;23;;23;01181001;04/09/2016;01/01/2036;12451
1301427;23;33;23;;23;01181001;04/09/2016;01/01/2036;12451
1301427;23;41;23;;23;01181001;04/09/2016;01/01/2036;12451
1301427;23;43;23;;23;01181001;04/09/2016;01/01/2036;12451
1301427;23;142;23;;23;01181001;04/09/2016;01/01/2036;12451
1301427;23;1011746;23;;23;01181001;04/09/2016;01/01/2036;12451
430016;2;0;2;;2;01181001;04/09/2016;01/01/2036;802
430016;2;1;2;;2;01181001;04/09/2016;01/01/2036;802
430016;2;1011746;2;;2;01181001;04/09/2016;01/01/2036;802
1438544;20;0;20;;20;01181001;04/09/2016;01/01/2036;1702
1438544;20;16;20;;20;01181001;04/09/2016;01/01/2036;1702
1438544;20;33;20;;20;01181001;04/09/2016;01/01/2036;1702
1438544;20;41;20;;20;01181001;04/09/2016;01/01/2036;1702
158579;17;0;17;;17;01181001;04/09/2016;01/01/2036;4827
158579;17;16;17;;17;01181001;04/09/2016;01/01/2036;4827
158579;17;41;17;;17;01181001;04/09/2016;01/01/2036;4827
158579;17;83;17;;17;01181001;04/09/2016;01/01/2036;4827
1438547;22;0;22;;22;01181001;04/09/2016;01/01/2036;17601
1438547;22;16;22;;22;01181001;04/09/2016;01/01/2036;17601
1438547;22;33;22;;22;01181001;04/09/2016;01/01/2036;17601
1438547;22;41;22;;22;01181001;04/09/2016;01/01/2036;17601
1438547;22;1011746;22;;22;01181001;04/09/2016;01/01/2036;17601
194121;11;0;11;;11;01181001;04/09/2016;01/01/2036;11900
194121;11;15;11;;11;01181001;04/09/2016;01/01/2036;11900
194121;11;41;11;;11;01181001;04/09/2016;01/01/2036;11900
194121;11;83;11;;11;01181001;04/09/2016;01/01/2036;11900
194121;11;130;11;;11;01181001;04/09/2016;01/01/2036;11900
63466;14;0;14;;14;01181001;04/09/2016;01/01/2036;11780
63466;14;15;14;;14;01181001;04/09/2016;01/01/2036;11780
63466;14;41;14;;14;01181001;04/09/2016;01/01/2036;11780
63466;14;49;14;;14;01181001;04/09/2016;01/01/2036;11780
63466;14;65;14;;14;01181001;04/09/2016;01/01/2036;11780
158417;25;0;25;;25;01181001;04/09/2016;01/01/2036;4827
158417;25;16;25;;25;01181001;04/09/2016;01/01/2036;4827
158417;25;33;25;;25;01181001;04/09/2016;01/01/2036;4827
158417;25;41;25;;25;01181001;04/09/2016;01/01/2036;4827
158417;25;102;25;;25;01181001;04/09/2016;01/01/2036;4827
158417;25;1011746;25;;25;01181001;04/09/2016;01/01/2036;4827
158420;26;0;26;;26;01181001;04/09/2016;01/01/2036;4827
158420;26;16;26;;26;01181001;04/09/2016;01/01/2036;4827
158420;26;33;26;;26;01181001;04/09/2016;01/01/2036;4827
1123007;19;0;19;;19;01181001;04/09/2016;01/01/2036;18100
1123007;19;16;19;;19;01181001;04/09/2016;01/01/2036;18100
1123007;19;41;19;;19;01181001;04/09/2016;01/01/2036;18100
1123007;19;83;19;;19;01181001;04/09/2016;01/01/2036;18100
158420;26;41;26;;26;01181001;04/09/2016;01/01/2036;4827
158420;26;43;26;;26;01181001;04/09/2016;01/01/2036;4827
158420;26;102;26;;26;01181001;04/09/2016;01/01/2036;4827
158420;26;142;26;;26;01181001;04/09/2016;01/01/2036;4827
1069644;13;0;13;;13;01181001;04/09/2016;01/01/2036;11705
1069644;13;15;13;;13;01181001;04/09/2016;01/01/2036;11705
1069644;13;41;13;;13;01181001;04/09/2016;01/01/2036;11705
1069644;13;83;13;;13;01181001;04/09/2016;01/01/2036;11705
194235;16;0;16;;16;01181001;04/09/2016;01/01/2036;19591
194235;16;15;16;;16;01181001;04/09/2016;01/01/2036;19591
194235;16;41;16;;16;01181001;04/09/2016;01/01/2036;19591
194235;16;83;16;;16;01181001;04/09/2016;01/01/2036;19591
1293613;24;0;24;;24;01181001;04/09/2016;01/01/2036;950
1293613;24;16;24;;24;01181001;04/09/2016;01/01/2036;950
1293613;24;33;24;;24;01181001;04/09/2016;01/01/2036;950
1293613;24;41;24;;24;01181001;04/09/2016;01/01/2036;950
1293613;24;1011746;24;;24;01181001;04/09/2016;01/01/2036;950
1443410;27:61;27;2646313;Inbound;27:61;077X1002;24/07/2016;01/01/2036;28354
1443475;272:23;1005939;1118481;Outbound;272:23;027B0001;24/07/2016;01/01/2036;16770
1443520;272:25;1005939;1118483;Outbound;272:25;027B0003;24/07/2016;01/01/2036;11017
1443558;272:40;1005939;2716251;Outbound;272:40;027B0002;24/07/2016;01/01/2036;15503
1447516;130:10;130;2313169;Outbound;130:10;01300002;07/08/2016;01/01/2036;10308
1291488;130:11;130;2313170;Inbound;130:11;01301002;07/08/2016;01/01/2036;10252
1447555;145:56;145;2218345;Outbound;145:56;084X0001;07/08/2016;01/01/2036;42692
1447593;145:57;145;2218346;Outbound;145:57;084X0002;07/08/2016;01/01/2036;39410
1447632;15:10;15;1653773;Outbound;15:10;00150002;07/08/2016;01/01/2036;11022
1447669;15:16;15;1030725;Outbound;15:16;00150003;07/08/2016;01/01/2036;22563
1408766;151:15;151;1871805;Outbound;151:15;01510001;07/08/2016;01/01/2036;19324
1408818;151:16;151;1871806;Outbound;151:16;01510002;07/08/2016;01/01/2036;19324
1447742;27:19;27;2431204;Outbound;27:19;00270004;07/08/2016;01/01/2036;28617
1447882;271:5;1468594;2313172;Inbound;271:5;027A1003;07/08/2016;01/01/2036;10758
1447882;271:6;1468594;2313173;Inbound;271:6;027A1004;07/08/2016;01/01/2036;10758
1438583;1:40;1;1933920;Inbound;1:40;00011001;19/07/2016;01/01/2036;12082
1438627;1:41;1;1933921;Inbound;1:41;00011002;19/07/2016;01/01/2036;6267
1454399;16:21;16;1885240;Outbound;16:21;00160002;04/09/2016;01/01/2036;18069
227256;59;114;59;;59;01181001;04/09/2016;01/01/2036;17600
227256;59;123;59;;59;01181001;04/09/2016;01/01/2036;17600
227256;59;130;59;;59;01181001;04/09/2016;01/01/2036;17600
227256;59;142;59;;59;01181001;04/09/2016;01/01/2036;17600
227256;59;1003922;59;;59;01181001;04/09/2016;01/01/2036;17600
227256;59;1005939;59;;59;01181001;04/09/2016;01/01/2036;17600
227256;59;1011746;59;;59;01181001;04/09/2016;01/01/2036;17600
227256;59;1014394;59;;59;01181001;04/09/2016;01/01/2036;17600
227256;59;1014396;59;;59;01181001;04/09/2016;01/01/2036;17600
227256;59;1086740;59;;59;01181001;04/09/2016;01/01/2036;17600
227256;59;1468594;59;;59;01181001;04/09/2016;01/01/2036;17600
1243382;62;0;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;16;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;17;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;18;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;25;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;27;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;31;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;32;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;33;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;42;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;43;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;49;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;53;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;75;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;102;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;114;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;130;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;1003922;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;1011746;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;1014394;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;1014396;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;1468594;62;;62;01181001;04/09/2016;01/01/2036;300
1243382;62;1551443;62;;62;01181001;04/09/2016;01/01/2036;300
1454524;16:23;16;1885242;Outbound;16:23;00160004;04/09/2016;01/01/2036;17976
323693;56;0;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;4;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;13;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;16;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;17;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;18;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;25;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;31;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;32;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;33;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;41;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;42;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;43;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;49;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;51;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;53;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;83;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;114;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;123;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;1005939;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;1011746;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;1014394;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;1086740;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;1136253;56;;56;01181001;04/09/2016;01/01/2036;110
323693;56;1260309;56;;56;01181001;04/09/2016;01/01/2036;110
1455121;84:56;185;1393109;Inbound;84:56;01851001;04/09/2016;01/01/2036;8787
1455121;84:58;185;1393111;Inbound;84:58;01851003;04/09/2016;01/01/2036;8787
1455140;84:59;185;1393112;Inbound;84:59;01851004;04/09/2016;01/01/2036;10853
1455140;84:60;185;1393114;Inbound;84:60;01851005;04/09/2016;01/01/2036;10853
1455140;84:62;185;1393116;Inbound;84:62;01851007;04/09/2016;01/01/2036;10853
1455165;84:63;185;1393117;Inbound;84:63;01851008;04/09/2016;01/01/2036;7916
1455262;220:15;220;2203851;Inbound;220:15;02201002;04/09/2016;01/01/2036;30468
1099921;53;0;53;;53;01181001;04/09/2016;01/01/2036;1746
1099921;53;16;53;;53;01181001;04/09/2016;01/01/2036;1746
1455511;25:5;25;1312596;Inbound;25:5;025X1001;04/09/2016;01/01/2036;21545
1455554;25:9;25;2260977;Inbound;25:9;025X1003;04/09/2016;01/01/2036;23606
1455599;66:100;26;1489385;Inbound;66:100;066X1005;04/09/2016;01/01/2036;24343
1455641;66:101;26;1712606;Inbound;66:101;066X1003;04/09/2016;01/01/2036;25405
1455685;66:13;26;2281413;Inbound;66:13;00661002;04/09/2016;01/01/2036;26348
1455739;66:14;26;2494770;Inbound;66:14;00661003;04/09/2016;01/01/2036;20898
63457;5;0;5;;5;01181001;04/09/2016;01/01/2036;200
1099921;53;17;53;;53;01181001;04/09/2016;01/01/2036;1746
1099921;53;18;53;;53;01181001;04/09/2016;01/01/2036;1746
1099921;53;25;53;;53;01181001;04/09/2016;01/01/2036;1746
1099921;53;32;53;;53;01181001;04/09/2016;01/01/2036;1746
1099921;53;33;53;;53;01181001;04/09/2016;01/01/2036;1746
1099921;53;51;53;;53;01181001;04/09/2016;01/01/2036;1746
1099921;53;53;53;;53;01181001;04/09/2016;01/01/2036;1746
1099921;53;123;53;;53;01181001;04/09/2016;01/01/2036;1746
1099921;53;130;53;;53;01181001;04/09/2016;01/01/2036;1746
1099921;53;151;53;;53;01181001;04/09/2016;01/01/2036;1746
1099921;53;1011746;53;;53;01181001;04/09/2016;01/01/2036;1746
1099921;53;1014394;53;;53;01181001;04/09/2016;01/01/2036;1746
1099921;53;1086740;53;;53;01181001;04/09/2016;01/01/2036;1746
1099921;53;1136253;53;;53;01181001;04/09/2016;01/01/2036;1746
1099921;53;1551443;53;;53;01181001;04/09/2016;01/01/2036;1746
1455788;66:36;26;2281415;Inbound;66:36;066A1002;04/09/2016;01/01/2036;19148
1455835;66:57;26;2281416;Inbound;66:57;066B1002;04/09/2016;01/01/2036;20468
1455882;66:96;26;1489398;Inbound;66:96;066X1001;04/09/2016;01/01/2036;31544
1455932;66:97;26;1489399;Inbound;66:97;066X1002;04/09/2016;01/01/2036;33184
1455984;66:99;26;1489401;Inbound;66:99;066X1004;04/09/2016;01/01/2036;25664
1456027;238:10;270;2363906;Inbound;238:10;02361002;04/09/2016;01/01/2036;13891
1456087;33:16;33;1065164;Outbound;33:16;00330001;04/09/2016;01/01/2036;42018
1456185;33:17;33;1065165;Outbound;33:17;00330002;04/09/2016;01/01/2036;36253
63457;5;1;5;;5;01181001;04/09/2016;01/01/2036;200
63457;5;33;5;;5;01181001;04/09/2016;01/01/2036;200
63457;5;41;5;;5;01181001;04/09/2016;01/01/2036;200
63457;5;130;5;;5;01181001;04/09/2016;01/01/2036;200
63457;5;1011746;5;;5;01181001;04/09/2016;01/01/2036;200
323648;50;0;50;;50;01181001;04/09/2016;01/01/2036;72
323648;50;16;50;;50;01181001;04/09/2016;01/01/2036;72
323648;50;17;50;;50;01181001;04/09/2016;01/01/2036;72
323648;50;18;50;;50;01181001;04/09/2016;01/01/2036;72
323648;50;25;50;;50;01181001;04/09/2016;01/01/2036;72
323648;50;32;50;;50;01181001;04/09/2016;01/01/2036;72
323648;50;33;50;;50;01181001;04/09/2016;01/01/2036;72
323648;50;41;50;;50;01181001;04/09/2016;01/01/2036;72
323648;50;75;50;;50;01181001;04/09/2016;01/01/2036;72
323648;50;102;50;;50;01181001;04/09/2016;01/01/2036;72
323648;50;1011746;50;;50;01181001;04/09/2016;01/01/2036;72
323648;50;1136253;50;;50;01181001;04/09/2016;01/01/2036;72
1243379;61;0;61;;61;01181001;04/09/2016;01/01/2036;20050
1243379;61;15;61;;61;01181001;04/09/2016;01/01/2036;20050
1243379;61;16;61;;61;01181001;04/09/2016;01/01/2036;20050
1243379;61;17;61;;61;01181001;04/09/2016;01/01/2036;20050
1243379;61;18;61;;61;01181001;04/09/2016;01/01/2036;20050
1243379;61;25;61;;61;01181001;04/09/2016;01/01/2036;20050
1243379;61;26;61;;61;01181001;04/09/2016;01/01/2036;20050
1243379;61;31;61;;61;01181001;04/09/2016;01/01/2036;20050
1243379;61;32;61;;61;01181001;04/09/2016;01/01/2036;20050
1243379;61;33;61;;61;01181001;04/09/2016;01/01/2036;20050
1243379;61;41;61;;61;01181001;04/09/2016;01/01/2036;20050
429989;7;0;7;;7;01181001;04/09/2016;01/01/2036;1213
429989;7;1;7;;7;01181001;04/09/2016;01/01/2036;1213
