id;pattern_code;line_id;pattern_id;direction;short_name;long_name;valid_from;valid_until;total_distance
430139;191;74;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;75;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;76;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;77;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;79;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;83;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;102;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;103;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;111;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;114;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;116;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;145;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;151;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;210;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;236;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;1003922;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;1005939;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;1011746;191;;191;01181001;13/11/2016;01/01/2036;2084
1471102;220:12;220;1510453;Inbound;220:12;02201001;13/10/2016;01/01/2036;30128
1471270;25:269;25;2281410;Inbound;25:269;00251002;13/10/2016;01/01/2036;16693
1471312;25:270;25;2281411;Inbound;25:270;025A1002;13/10/2016;01/01/2036;19830
1471353;25:271;25;2281412;Inbound;25:271;025B1002;13/10/2016;01/01/2036;20841
1471478;25:275;25;2624408;Inbound;25:275;025D1001;13/10/2016;01/01/2036;18228
1471510;25:276;25;2771050;Inbound;25:276;025B1003;01/01/1970;01/01/2036;16723
430001;103;7;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;14;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;15;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;16;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;17;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;18;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;25;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;26;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;27;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;31;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;32;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;38;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;42;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;43;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;44;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;53;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;59;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;67;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;76;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;102;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;114;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;120;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;122;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;150;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;270;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;1003922;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;1005939;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;1014394;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;1014395;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;1260309;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;1330001;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;1468596;103;;103;01181001;13/11/2016;01/01/2036;24264
430001;103;1551443;103;;103;01181001;13/11/2016;01/01/2036;24264
210189;104;0;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;1;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;15;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;16;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;18;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;25;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;26;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;27;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;31;104;;104;01181001;13/11/2016;01/01/2036;14800
323690;121;25;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;27;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;33;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;37;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;38;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;39;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;40;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;41;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;42;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;44;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;49;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;51;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;53;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;63;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;74;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;75;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;79;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;102;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;111;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;114;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;118;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;128;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;151;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;185;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;220;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;270;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;1014394;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;1136253;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;1260309;121;;121;01181001;13/11/2016;01/01/2036;9155
323690;121;1551443;121;;121;01181001;13/11/2016;01/01/2036;9155
1093903;122;0;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;4;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;7;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;14;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;15;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;16;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;25;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;27;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;32;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;33;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;37;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;38;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;39;122;;122;01181001;13/11/2016;01/01/2036;3668
1243361;140;25;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;26;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;27;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;33;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;38;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;40;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;43;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;45;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;49;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;53;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;65;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;67;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;74;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;76;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;102;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;120;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;145;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;210;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;220;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;270;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;1003922;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;1011746;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;1014394;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;1014395;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;1260308;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;1468596;140;;140;01181001;13/11/2016;01/01/2036;17590
1243361;140;1551443;140;;140;01181001;13/11/2016;01/01/2036;17590
1243364;141;0;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;7;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;15;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;16;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;25;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;26;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;27;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;33;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;38;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;40;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;41;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;43;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;49;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;53;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;65;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;67;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;74;141;;141;01181001;13/11/2016;01/01/2036;17550
158573;159;1;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;7;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;13;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;14;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;25;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;26;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;27;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;31;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;32;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;33;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;38;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;40;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;41;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;44;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;45;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;49;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;53;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;65;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;74;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;79;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;102;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;111;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;114;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;120;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;122;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;123;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;128;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;130;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;140;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;145;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;150;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;270;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;1014394;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;1014395;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;1014396;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;1260308;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;1260309;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;1468596;159;;159;01181001;13/11/2016;01/01/2036;9655
158573;159;1551443;159;;159;01181001;13/11/2016;01/01/2036;9655
1123064;160;0;160;;160;01181001;13/11/2016;01/01/2036;14150
1123064;160;1;160;;160;01181001;13/11/2016;01/01/2036;14150
1123064;160;13;160;;160;01181001;13/11/2016;01/01/2036;14150
323459;175;27;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;33;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;38;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;39;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;40;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;43;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;49;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;50;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;65;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;67;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;69;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;74;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;75;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;76;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;77;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;83;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;116;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;122;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;140;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;150;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;151;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;236;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;270;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;1005939;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;1468594;175;;175;01181001;13/11/2016;01/01/2036;15100
323459;175;1551443;175;;175;01181001;13/11/2016;01/01/2036;15100
1123241;176;0;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;13;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;15;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;17;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;18;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;25;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;26;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;27;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;33;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;38;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;39;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;40;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;49;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;65;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;67;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;69;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;74;176;;176;01181001;13/11/2016;01/01/2036;7340
1123241;176;75;176;;176;01181001;13/11/2016;01/01/2036;7340
430139;191;1086740;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;1136253;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;1260308;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;1260309;191;;191;01181001;13/11/2016;01/01/2036;2084
430139;191;1468594;191;;191;01181001;13/11/2016;01/01/2036;2084
430136;192;0;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;1;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;4;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;7;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;9;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;13;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;16;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;17;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;25;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;26;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;27;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;33;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;40;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;49;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;59;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;63;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;67;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;69;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;74;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;75;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;76;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;79;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;83;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;102;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;114;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;116;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;145;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;150;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;151;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;220;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;236;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;1005939;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;1136253;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;1260308;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;1260309;192;;192;01181001;13/11/2016;01/01/2036;0
430136;192;1330001;192;;192;01181001;13/11/2016;01/01/2036;0
1471575;25:7;25;1312598;Outbound;25:7;025X0001;13/10/2016;01/01/2036;23123
1471624;66:92;26;1489394;Outbound;66:92;066X0001;13/10/2016;01/01/2036;34936
1471686;66:93;26;1489395;Outbound;66:93;066X0002;13/10/2016;01/01/2036;27260
1471739;66:94;26;1489396;Outbound;66:94;066X0004;13/10/2016;01/01/2036;27231
1471776;66:95;26;1489397;Outbound;66:95;066X0003;13/10/2016;01/01/2036;26019
1471825;238:15;270;1712609;Inbound;238:15;02381001;13/10/2016;01/01/2036;10010
1471851;238:28;270;2389315;Inbound;238:28;02391002;13/10/2016;01/01/2036;19228
1471882;238:42;270;1712613;Outbound;238:42;02700001;13/10/2016;01/01/2036;10450
1471900;238:44;270;1712614;Inbound;238:44;02701001;13/10/2016;01/01/2036;11041
1471919;238:9;270;2363907;Outbound;238:9;02360002;13/10/2016;01/01/2036;14095
1471945;29:14;1014396;2460387;Outbound;29:14;029A0002;13/10/2016;01/01/2036;12400
1471990;29:15;1014396;2460388;Inbound;29:15;029A1002;13/10/2016;01/01/2036;12491
1472037;31:15;31;2042534;Outbound;31:15;00310004;13/10/2016;01/01/2036;17022
210189;104;32;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;40;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;41;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;43;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;53;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;59;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;67;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;75;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;76;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;102;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;114;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;120;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;122;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;130;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;150;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;210;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;220;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;270;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;1003922;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;1005939;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;1014394;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;1014395;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;1468596;104;;104;01181001;13/11/2016;01/01/2036;14800
210189;104;1551443;104;;104;01181001;13/11/2016;01/01/2036;14800
783248;105;0;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;1;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;7;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;15;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;16;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;18;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;25;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;26;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;27;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;31;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;32;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;40;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;41;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;42;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;43;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;53;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;59;105;;105;01181001;13/11/2016;01/01/2036;6800
783248;105;67;105;;105;01181001;13/11/2016;01/01/2036;6800
1093903;122;40;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;41;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;42;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;43;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;44;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;49;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;51;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;53;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;59;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;63;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;67;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;74;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;75;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;79;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;102;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;111;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;114;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;128;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;150;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;185;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;220;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;270;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;1005939;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;1011746;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;1014394;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;1136253;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;1260309;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;1330001;122;;122;01181001;13/11/2016;01/01/2036;3668
1093903;122;1551443;122;;122;01181001;13/11/2016;01/01/2036;3668
429995;123;0;123;;123;01181001;13/11/2016;01/01/2036;528
429995;123;4;123;;123;01181001;13/11/2016;01/01/2036;528
429995;123;7;123;;123;01181001;13/11/2016;01/01/2036;528
429995;123;25;123;;123;01181001;13/11/2016;01/01/2036;528
429995;123;26;123;;123;01181001;13/11/2016;01/01/2036;528
429995;123;33;123;;123;01181001;13/11/2016;01/01/2036;528
429995;123;38;123;;123;01181001;13/11/2016;01/01/2036;528
429995;123;39;123;;123;01181001;13/11/2016;01/01/2036;528
429995;123;40;123;;123;01181001;13/11/2016;01/01/2036;528
429995;123;42;123;;123;01181001;13/11/2016;01/01/2036;528
429995;123;53;123;;123;01181001;13/11/2016;01/01/2036;528
1243364;141;75;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;76;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;102;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;120;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;130;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;142;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;145;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;210;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;270;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;1003922;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;1011746;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;1014394;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;1014395;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;1260308;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;1468596;141;;141;01181001;13/11/2016;01/01/2036;17550
1243364;141;1551443;141;;141;01181001;13/11/2016;01/01/2036;17550
178340;142;0;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;7;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;15;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;25;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;26;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;27;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;33;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;37;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;38;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;39;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;49;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;65;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;67;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;74;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;75;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;76;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;102;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;114;142;;142;01181001;13/11/2016;01/01/2036;5950
178340;142;120;142;;142;01181001;13/11/2016;01/01/2036;5950
