depot;vehicle_id;vehicle_short_name;opd_date
CF;1000110;33416;06/01/2017
HN;1000111;33418;06/01/2017
SL;1000113;33420;06/01/2017
SL;1000115;33422;06/01/2017
SL;1000116;33424;06/01/2017
SL;1000117;33426;06/01/2017
SL;1000118;33428;06/01/2017
PO;1000120;33430;06/01/2017
PO;1000122;33432;06/01/2017
PO;1000124;33434;06/01/2017
PO;1000126;33436;06/01/2017
PO;1000128;33438;06/01/2017
PO;1000130;33440;06/01/2017
PO;1000132;33442;06/01/2017
PO;1000134;33444;06/01/2017
PO;1000135;33446;06/01/2017
HN;1000136;33448;06/01/2017
PO;1000138;33450;06/01/2017
HN;1000140;33452;06/01/2017
HN;1000142;33454;06/01/2017
HN;1000144;33456;06/01/2017
HN;1000146;33458;06/01/2017
RD;1000148;33460;06/01/2017
SL;1000150;33462;06/01/2017
D1;1000152;33464;06/01/2017
D1;1000154;33466;06/01/2017
D1;1000156;33468;06/01/2017
RD;1000158;33470;06/01/2017
RD;1000160;33472;06/01/2017
RD;1000162;33474;06/01/2017
RD;1000164;33476;06/01/2017
RD;1000166;33478;06/01/2017
RD;1000168;33480;06/01/2017
PO;1000170;40002;06/01/2017
RD;1000171;33482;06/01/2017
PO;1000173;40004;06/01/2017
RD;1000174;33484;06/01/2017
PO;1000176;40006;06/01/2017
RD;1000177;33486;06/01/2017
PO;1000180;40008;06/01/2017
RD;1000181;33488;06/01/2017
PO;1000183;40010;06/01/2017
RD;1000184;33490;06/01/2017
HN;1000186;40012;06/01/2017
RD;1000187;33492;06/01/2017
HN;1000189;40014;06/01/2017
RD;1000190;33494;06/01/2017
PO;1000193;33496;06/01/2017
HN;1000195;40018;06/01/2017
HN;1000198;40020;06/01/2017
HN;1000201;40022;06/01/2017
HN;1000202;33502;06/01/2017
HN;1000204;40024;06/01/2017
HN;1000205;33504;06/01/2017
HN;1000208;33506;06/01/2017
HN;1000211;33508;06/01/2017
SL;1000213;40030;06/01/2017
HN;1000340;38072;06/01/2017
HN;1000343;38074;06/01/2017
CF;1000345;38076;06/01/2017
CF;1000348;38078;06/01/2017
CF;1000351;38080;06/01/2017
CF;1000354;38082;06/01/2017
CF;1000357;38084;06/01/2017
CF;1000360;38086;06/01/2017
CF;1000363;38088;06/01/2017
D1;1000366;38090;06/01/2017
D1;1000369;38092;06/01/2017
D1;1000372;38094;06/01/2017
D1;1000375;38096;06/01/2017
D1;1000377;38098;06/01/2017
D1;1000379;38100;06/01/2017
PO;1000381;24246;06/01/2017
PO;1000382;33212;06/01/2017
PO;1000389;33224;06/01/2017
HN;1000415;33274;06/01/2017
HN;1000417;33278;06/01/2017
HN;1000418;33280;06/01/2017
CF;1000420;33284;06/01/2017
CF;1000421;33286;06/01/2017
