point_id;point_code;short_name;long_name;stop_id;point_role;gps_longitude;gps_latitude;valid_from;valid_until
1311870;UKMCKA02;02879;Kilmacud Rd Marsham Court;8550;ST;-6.210555;53.284672;27/05/2012;01/01/2036
1165348;DNWYAV03;02156;New Nangor Road Dunawley;2690;ST;-6.402378;53.325392;27/05/2012;01/01/2036
477;00477;00477;Merrion Road Estate Avenue;100477;S;-6.206946;53.316859;27/05/2012;01/01/2036
4440;04440;04440;Brookfield Rd Brookview Grove;104440;S;-6.407021;53.286419;27/05/2012;01/01/2036
1013709;CLCKFO02;00972;Oscar Traynor Rd Woodlawn;2155;ST;-6.234904;53.396993;27/05/2012;01/01/2036
1013710;CLCKLN01;00992;Coolock Lane Oak Park;2150;ST;-6.241192;53.398151;27/05/2012;01/01/2036
3164;03164;03164;Stradbrook Rd Temple Hill;103164;S;-6.169877;53.295596;27/05/2012;01/01/2036
7135;07135;07135;Rathbeale Road Lispopple;107135;S;-6.288105;53.482813;27/05/2012;01/01/2036
480;00480;00480;Merrion Road Ailesbury Road;100480;S;-6.216276;53.320845;27/05/2012;01/01/2036
1005667;WTLORD02;00755;Waterloo Road Wellington Lane;8650;ST;-6.245121;53.328821;27/05/2012;01/01/2036
3807;03807;03807;Skerries Road Derham Park;103807;S;-6.170795;53.605019;27/05/2012;01/01/2036
2523;02523;02523;Firhouse Rd Dodder Lawn;102523;S;-6.34875;53.277076;27/05/2012;01/01/2036
1311871;STBGHM01;04122;Enniskerry Rd Ski Slope;7590;ST;-6.18182;53.223351;27/05/2012;01/01/2036
7375;07375;07375;Sandyford Rd M50 Bridge;107375;S;-6.228578;53.272831;27/05/2012;01/01/2036
1229316;RIVRFT01;03994;Captain's Hill River Forest;7000;ST;-6.49294;53.372432;27/05/2012;01/01/2036
1874119;BEAURD01;00242;Beaumont Road Shantalla Road;8786;ST;-6.231992;53.38565;27/05/2012;01/01/2036
1013587;BDLVIL03;00928;Baldoyle Strand Road;310;ST;-6.126777;53.397793;27/05/2012;01/01/2036
1136107;STNYAV01;02492;Stannaway Ave Stannaway Court;7680;ST;-6.307868;53.316299;27/05/2012;01/01/2036
4699;04699;04699;Barryscourt Rd Stardust Memorial Pk;104699;S;-6.208532;53.397537;27/05/2012;01/01/2036
835;00835;00835;Whitworth Road St. Brigid's Road;100835;S;-6.263196;53.362604;27/05/2012;01/01/2036
1487;01487;01487;Griffith Avenue Charlemont;101487;S;-6.236658;53.371821;27/05/2012;01/01/2036
1193094;CDKNGS02;02112;New Road Clondalkin Main St;1780;ST;-6.393354;53.320668;27/05/2012;01/01/2036
7386;07386;07386;Foxborough Rd Ballyowen Road;107386;S;-6.427293;53.339991;27/05/2012;01/01/2036
2774;02774;02774;Walkinstown Ave Roundabout;102774;S;-6.334972;53.318254;27/05/2012;01/01/2036
3005;03005;03005;Ballycullen Ave Carriglea Ave;103005;S;-6.342011;53.278525;27/05/2012;01/01/2036
3533;03533;03533;Blackglen Rd Blackglen Court;103533;S;-6.234291;53.265465;27/05/2012;01/01/2036
1051525;SGRTRD02;02576;Blessington Rd Citywest Road;10320;ST;-6.418251;53.275342;27/05/2012;01/01/2036
2257;02257;02257;West Road Strangford Road East;102257;S;-6.238187;53.356382;27/05/2012;01/01/2036
286002;286002;00360;Pigeon House Rd E.S.B. Centre;2860;S;-6.205062;53.341372;27/05/2012;01/01/2036
1311826;APPWAY04;00904;Appian Way Winton Road;140;ST;-6.248827;53.327411;27/05/2012;01/01/2036
1136108;ROCKHS02;01551;St. Margaret's Road Recreational Centre;7080;ST;-6.304642;53.409697;27/05/2012;01/01/2036
1179020;MKAVRG02;07226;Monkstown Ave Richmond Grove;5531;ST;-6.154089;53.288444;27/05/2012;01/01/2036
3016;03016;03016;Goatstown Rd Willowfield Avenue;103016;S;-6.233176;53.29643;27/05/2012;01/01/2036
2260;02260;02260;Church Road Kilane Road;102260;S;-6.235024;53.351779;27/05/2012;01/01/2036
1151760;CONCOL04;07012;Con Colbert Rd Memorial Road;2822;ST;-6.315352;53.342956;27/05/2012;01/01/2036
2796;02796;02796;Pembroke Road Baggot Street;102796;S;-6.240696;53.332733;27/05/2012;01/01/2036
305002;305002;00979;Seamus Ennis Rd Credit Union;3050;S;-6.297091;53.389953;27/05/2012;01/01/2036
4831;04831;04831;St. Catherine's Rd Albert Road;104831;S;-6.118952;53.279761;27/05/2012;01/01/2036
6239;06239;06239;Balbutcher Lane Dolmen Court;106239;S;-6.271135;53.398053;27/05/2012;01/01/2036
1051526;CRCHPL02;04020;Blessington Rd Cleevaun;9840;ST;-6.51276;53.190794;27/05/2012;01/01/2036
1086415;IRSHRD02;00390;Tritonville Road Church Avenue;3850;ST;-6.222285;53.337571;27/05/2012;01/01/2036
1257922;MRPHRD03;07416;Murphystown Way Mount Eagle Park;5670;ST;-6.211407;53.268971;27/05/2012;01/01/2036
1229318;LCANHL02;03366;Lucan Road Lucan Heights;4890;ST;-6.441385;53.358168;27/05/2012;01/01/2036
4842;04842;04842;Suffolk Street Grafton Street;104842;S;-6.259819;53.343375;27/05/2012;01/01/2036
2914;02914;02914;Orwell Road Stratford;102914;S;-6.273777;53.310954;27/05/2012;01/01/2036
1393024;TRFGRD01;04221;Trafalgar Road La Touche Place;3475;ST;-6.063418;53.146831;27/05/2012;01/01/2036
1013591;RICHHL02;01018;Rathmines Road Richmond Hill;6910;ST;-6.26464;53.327567;27/05/2012;01/01/2036
3566;03566;03566;Town Parks Rd Selskar Court;103566;S;-6.125057;53.578066;27/05/2012;01/01/2036
1003790;RFRMRD01;01334;Rathfarnham Rd Dodder Bridge;6870;ST;-6.283446;53.304844;27/05/2012;01/01/2036
5176;05176;05176;Rush Road Cemetery;105176;S;-6.119218;53.517851;27/05/2012;01/01/2036
3248;03248;03248;Sallynoggin Road Rochestown Ave;103248;S;-6.148335;53.274746;27/05/2012;01/01/2036
1229347;STLWAV02;03008;Celbridge Rd Railpark;7730;ST;-6.586471;53.373997;27/05/2012;01/01/2036
36;00036;00036;St. Pappin's Road Maolbuille Road;100036;S;-6.267872;53.386123;27/05/2012;01/01/2036
564;00564;00564;Thormanby Road Casana View;100564;S;-6.056621;53.378338;27/05/2012;01/01/2036
1710747;KRDJPE01;04872;Killininny Rd Parklands;385;ST;-6.342324;53.275574;27/05/2012;01/01/2036
4535;04535;04535;St. John's Lawn St. John's Green;104535;S;-6.407991;53.315643;27/05/2012;01/01/2036
1051629;CBSLST02;02388;Clanbrassil St St. Kevin's Parade;1730;ST;-6.274378;53.33446;27/05/2012;01/01/2036
1258098;ERT04;01013;Earlsfort Tce Leeson St;2780;ST;-6.257537;53.33548;27/05/2012;01/01/2036
3251;03251;03251;Johnstown Rd Rochestown Ave;103251;S;-6.143306;53.270426;27/05/2012;01/01/2036
116001;116001;04153;Main Street Bray Quinsborough Road;1160;S;-6.109492;53.204911;27/05/2012;01/01/2036
1323;01323;01323;Grange Road Barton Drive;101323;S;-6.282668;53.289079;27/05/2012;01/01/2036
1851;01851;01851;Castleknock Rd Navan Road;101851;S;-6.372125;53.384625;27/05/2012;01/01/2036
1329929;CKINCH01;04203;Bray Road Crinken Church;2230;ST;-6.120581;53.219889;27/05/2012;01/01/2036
1229348;MAYOSC01;03982;Maynooth Road Leinster Park;10270;ST;-6.585515;53.382113;27/05/2012;01/01/2036
1859;01859;01859;Hartstown Rd Willow Wood;101859;S;-6.415558;53.391028;27/05/2012;01/01/2036
1005690;CLNIND01;01176;Clonshaugh Industrial Estate;821;ST;-6.221864;53.399352;27/05/2012;01/01/2036
575;00575;00575;Howth St. Lawrence Road;100575;S;-6.065403;53.38598;27/05/2012;01/01/2036
1423317;BALYBW02;07446;Ballyboden Way Templeroan Lodge;9235;ST;-6.307141;53.281141;27/05/2012;01/01/2036
2610;02610;02610;Avonmore Road Bolbrook;102610;S;-6.340975;53.287452;27/05/2012;01/01/2036
4546;04546;04546;Plunkett Avenue Finglas Road;104546;S;-6.30757;53.398447;27/05/2012;01/01/2036
1045910;CKSTAR01;02380;Cork Street Ardee St;9270;ST;-6.280158;53.338509;27/05/2012;01/01/2036
916001;916001;02944;Ballyboden Rd Edenbrook Court;9160;S;-6.290267;53.29004;27/05/2012;01/01/2036
1862;01862;01862;Huntstown Way Castlewood;101862;S;-6.414996;53.398663;27/05/2012;01/01/2036
7233;07233;07233;Carpenterstown Rd Bramley Park;107233;S;-6.388984;53.373294;27/05/2012;01/01/2036
3798;03798;03798;Strand Street Little Strand Street;103798;S;-6.106999;53.580356;27/05/2012;01/01/2036
58;00058;00058;Cabra Road Charleville Road;100058;S;-6.281186;53.360937;27/05/2012;01/01/2036
586;00586;00586;Dublin Rd St. Fintan's School;100586;S;-6.116818;53.388835;27/05/2012;01/01/2036
3905;03905;03905;Dublin Rd Newtown Road;103905;S;-6.537833;53.33789;27/05/2012;01/01/2036
1258099;STEPBN03;03474;Enniskerry Rd Stepaside Lane;7770;ST;-6.213048;53.252526;27/05/2012;01/01/2036
1013632;OSCRWE02;00999;Oscar Traynor Rd Funeral Home;6370;ST;-6.205962;53.392239;27/05/2012;01/01/2036
1345;01345;01345;Harold's Cross Rd Le Vere Terrace;101345;S;-6.276229;53.328785;27/05/2012;01/01/2036
1013633;CLGRGL02;06316;Clongriffin Grange Lodge Avenue;1742;ST;-6.157331;53.402906;27/05/2012;01/01/2036
1258100;LMRDKA02;02031;Mounttown Rd Mounttown Park;4820;ST;-6.145693;53.286113;27/05/2012;01/01/2036
69;00069;00069;Carnlough Road Ventry Park;100069;S;-6.30332;53.371383;27/05/2012;01/01/2036
1013634;GFLDRD02;01782;Gracefield Road Brookwood Grove;3380;ST;-6.198165;53.382388;27/05/2012;01/01/2036
597;00597;00597;Howth Road Maywood;100597;S;-6.16469;53.380014;27/05/2012;01/01/2036
4560;04560;04560;Johnstown Rd St. Patrick's Crescent;104560;S;-6.477508;53.279488;27/05/2012;01/01/2036
2632;02632;02632;Greenhills Rd Bancroft;102632;S;-6.357727;53.289115;27/05/2012;01/01/2036
1884;01884;01884;Coolmine Estate Fire Station;101884;S;-6.395994;53.385482;27/05/2012;01/01/2036
1051631;SANBKS01;04067;Blessington Rd Arduan;9780;ST;-6.470601;53.219874;27/05/2012;01/01/2036
1311982;PMTWKR04;02203;Kennelsfort Rd Palmerstown Avenue;6430;ST;-6.376135;53.3532;27/05/2012;01/01/2036
3927;03927;03927;Big Lane Chestnut Grove;103927;S;-6.539794;53.34273;27/05/2012;01/01/2036
2115;02115;02115;Ninth Lock Road Thornfield Square;102115;S;-6.3952;53.3257;27/05/2012;01/01/2036
1051632;BLYKAN02;07270;Ballyknockan Rd Valleymount Road;10070;ST;-6.491846;53.107182;27/05/2012;01/01/2036
3268;03268;03268;Westminster Road Plunkett Avenue;103268;S;-6.178709;53.267751;27/05/2012;01/01/2036
1001471;PNELST03;04513;Parnell Street Cumberland Street;6480;ST;-6.257776;53.353933;27/05/2012;01/01/2036
1086533;FHLRON02;02680;Fonthill Rd Newlands Road;3145;ST;-6.407982;53.338766;27/05/2012;01/01/2036
1211577;NAVNHE01;04765;Littlepace Rd Huntstown Wood;3830;ST;-6.414374;53.403528;27/05/2012;01/01/2036
4555;04555;04555;Grange Castle Nangor Rd Entrance;104555;S;-6.439396;53.325026;27/05/2012;01/01/2036
1343;01343;01343;Harold's Cross Rd Shamrock Villas;101343;S;-6.279359;53.32266;27/05/2012;01/01/2036
1086534;BFRTGA01;02696;Ballyfermot Rd Drumfinn Road;490;ST;-6.358788;53.342687;27/05/2012;01/01/2036
1871;01871;01871;Huntstown Way Briarwood;101871;S;-6.40228;53.399647;27/05/2012;01/01/2036
3279;03279;03279;Glenamuck Rd Cromlech Close;103279;S;-6.195587;53.239704;27/05/2012;01/01/2036
7242;07242;07242;Ballycoolin Rd Industrial Estate;107242;S;-6.350066;53.398331;27/05/2012;01/01/2036
1879;01879;01879;Hartstown Rd Blakestown Cross;101879;S;-6.409415;53.391154;27/05/2012;01/01/2036
595;00595;00595;Howth Road Berehaven;100595;S;-6.159227;53.380596;27/05/2012;01/01/2036
3914;03914;03914;Celbridge Rd Obelisk Lane;103914;S;-6.567042;53.367006;27/05/2012;01/01/2036
1258048;BFRDRD01;02848;Broadford Rd Broadford Rise;1240;ST;-6.255459;53.275395;27/05/2012;01/01/2036
1030196;HWTHGC02;00698;Carrickbrack Rd Howth Golf Club;3700;ST;-6.089927;53.375047;27/05/2012;01/01/2036
63501;63501;00101;Balcurris Road Balbutcher Lane;635;S;-6.26689;53.397116;27/05/2012;01/01/2036
702;00702;00702;Carrickbrack Rd Cantor Road;100702;S;-6.077457;53.366499;27/05/2012;01/01/2036
1258049;EKRYRD02;05015;Belarmine Ave Littlewood Apartments;2830;ST;-6.220598;53.258613;27/05/2012;01/01/2036
2113;02113;02113;St. Peter's Road Connaught Road;102113;S;-6.11828;53.209549;27/05/2012;01/01/2036
1051625;BLSRDR02;02351;Blessington Rd Maplewood;9560;ST;-6.384512;53.283196;27/05/2012;01/01/2036
4577;04577;04577;Wellington Lane Rossmore Road;104577;S;-6.323136;53.295418;27/05/2012;01/01/2036
713;00713;00713;Carrickbrack Rd Ceanchor Road;100713;S;-6.076899;53.366239;27/05/2012;01/01/2036
3293;03293;03293;Brighton Road Westminister Road;103293;S;-6.183574;53.266191;27/05/2012;01/01/2036
2649;02649;02649;Decies Road Thomond Road;102649;S;-6.345787;53.339111;27/05/2012;01/01/2036
1003837;NRDARP02;03671;Swords Road Airport Roundabout;6110;ST;-6.230147;53.429394;27/05/2012;01/01/2036
1311972;LMBDYE02;03495;Woodside Rd Blackglen Road;13;ST;-6.240155;53.264105;27/05/2012;01/01/2036
1013640;RATURR01;01068;Rathmines Road Rathmines Avenue;6890;ST;-6.265369;53.320556;27/05/2012;01/01/2036
89;00089;00089;Griffith Avenue Lambay Road;100089;S;-6.261568;53.37803;27/05/2012;01/01/2036
1051626;TLGHSB01;02600;Tallaght Road Cheeverstown House;8240;ST;-6.313309;53.295756;27/05/2012;01/01/2036
2652;02652;02652;Kylemore Rd Kylemore Avenue;102652;S;-6.348225;53.33885;27/05/2012;01/01/2036
1013641;HMTNRR02;00624;Harmonstown Rd Ribh Road;3520;ST;-6.189104;53.380183;27/05/2012;01/01/2036
4588;04588;04588;Southern Cross Cois Sleibhe;104588;S;-6.122013;53.183398;27/05/2012;01/01/2036
724;00724;00724;Raheny Road Grange Woodbine Club;100724;S;-6.174489;53.386949;27/05/2012;01/01/2036
1005717;HSTUDH01;03881;Rathbeale Cottages Balcartle;3670;ST;-6.256926;53.473331;27/05/2012;01/01/2036
1193010;HTWNHT02;01877;Hartstown Rd Hazelwood;3590;ST;-6.418596;53.393384;27/05/2012;01/01/2036
1311973;KDREWR02;01442;Kildare Road Clonard Road;4140;ST;-6.307109;53.325156;27/05/2012;01/01/2036
1311974;CKSHWR01;00880;Clonskeagh Rd Whitebeam Road;1860;ST;-6.238823;53.312313;27/05/2012;01/01/2036
2663;02663;02663;Cherry Orchard Ave Croftwood Crescent;102663;S;-6.370354;53.336914;27/05/2012;01/01/2036
4987;04987;04987;Stone Mason's Way Marlay Wood;104987;S;-6.263322;53.277352;27/05/2012;01/01/2036
1247;01247;01247;Greencastle Rd Coolock Drive;101247;S;-6.199969;53.395078;27/05/2012;01/01/2036
1775;01775;01775;Vernon Avenue Seafield Road East;101775;S;-6.195179;53.364433;27/05/2012;01/01/2036
1257974;MTWNCH01;02898;Milltown Rd Alexandra College;5440;ST;-6.248145;53.311163;27/05/2012;01/01/2036
1013712;FLODCR02;00726;Grange Road Millbrook Ave;3120;ST;-6.167601;53.391746;27/05/2012;01/01/2036
4462;04462;04462;Pearse Street Park Close;104462;S;-6.1378;53.275161;27/05/2012;01/01/2036
3818;03818;03818;Thomas Hand St Church Street;103818;S;-6.110175;53.579868;27/05/2012;01/01/2036
4990;04990;04990;Damastown Rd Damastown Drive;104990;S;-6.422967;53.411718;27/05/2012;01/01/2036
2534;02534;02534;Old Bawn Rd Old Bawn Terrace;102534;S;-6.358301;53.278925;27/05/2012;01/01/2036
1250;01250;01250;Bunratty Road Civic Centre;101250;S;-6.207538;53.393734;27/05/2012;01/01/2036
4998;04998;04998;Castlecurragh The Heath;104998;S;-6.389428;53.403128;27/05/2012;01/01/2036
1329952;SHKLCH01;03141;Shankill St. Anne's Church;7440;ST;-6.125118;53.234551;27/05/2012;01/01/2036
1001469;BBGHRD01;00509;Ballybough Rd Spring Garden Street;400;ST;-6.243313;53.360597;27/05/2012;01/01/2036
1786;01786;01786;Ribh Road McAuley Park;101786;S;-6.192229;53.381993;27/05/2012;01/01/2036
1211641;ABRLEY05;03555;Shanganagh Road Seafield Road;40;ST;-6.12176;53.244911;27/05/2012;01/01/2036
1193115;LCANVL02;03367;Lucan Road Sarsfield Park;4910;ST;-6.448839;53.356453;27/05/2012;01/01/2036
2545;02545;02545;Firhouse Rd Monalea Wood;102545;S;-6.334499;53.285333;27/05/2012;01/01/2036
1261;01261;01261;Priorswood Rd Ferrycarrig Green;101261;S;-6.200627;53.400877;27/05/2012;01/01/2036
1165349;PMNTCR02;03390;Peamount Rd Cross Road;6510;ST;-6.488266;53.31318;27/05/2012;01/01/2036
1013715;YELOWR02;00905;Yellow Walls Rd Inbher Ide;8920;ST;-6.170349;53.451503;27/05/2012;01/01/2036
1797;01797;01797;McAuley Drive McAuley Avenue;101797;S;-6.191709;53.383129;27/05/2012;01/01/2036
3832;03832;03832;Skerries Road Ballustree;103832;S;-6.092599;53.539145;27/05/2012;01/01/2036
1904;01904;01904;Clonsilla Rd Springlawn;101904;S;-6.382976;53.387872;27/05/2012;01/01/2036
1211642;GGRYLH01;03237;Sallynoggin Road Sarsfield Street;3290;ST;-6.137952;53.279135;27/05/2012;01/01/2036
1311872;CHRLHS02;02548;Firhouse Rd Ballyboden;4440;ST;-6.317944;53.28944;27/05/2012;01/01/2036
1329953;LOGHCR01;03145;Bray Road Cherrywood;4760;ST;-6.138231;53.247921;27/05/2012;01/01/2036
2556;02556;02556;Blessington Rd Tallaght Youth Centre;102556;S;-6.355508;53.288161;27/05/2012;01/01/2036
1005765;MRHPMR02;00757;Morehampton Road Brendan Road;5560;ST;-6.239574;53.324075;27/05/2012;01/01/2036
628;00628;00628;Edenmore Grove Edenmore Park;100628;S;-6.183883;53.386948;27/05/2012;01/01/2036
1165350;CVERTN02;05124;Green Isle Road Naas Road;1640;ST;-6.414237;53.304286;27/05/2012;01/01/2036
1165351;BSHFHS02;05123;Green Isle Road Manor Drive;1340;ST;-6.406958;53.307047;27/05/2012;01/01/2036
1675457;COLLEGR;04522;College Green Suffolk Street;6540;ST;-6.260588;53.344231;27/05/2012;01/01/2036
61502;61502;00097;Silloge Road Sandyhill Ave;615;S;-6.274536;53.396168;27/05/2012;01/01/2036
6002;06002;06002;Kingswood Ave Kingswood Road;106002;S;-6.418499;53.295088;27/05/2012;01/01/2036
639;00639;00639;Edenmore Park Springdale Road;100639;S;-6.186724;53.386334;27/05/2012;01/01/2036
4602;04602;04602;Ballyowen Rd Castle Road;104602;S;-6.424463;53.347624;27/05/2012;01/01/2036
1086341;RGNDTS02;00356;Bridge Street St. Patrick's Villas;6990;ST;-6.226722;53.341903;27/05/2012;01/01/2036
642;00642;00642;Edenmore Green Edenmore Drive;100642;S;-6.183091;53.384726;27/05/2012;01/01/2036
1294;01294;01294;Harold's Cross Rd Leinster Road;101294;S;-6.278791;53.320596;27/05/2012;01/01/2036
4613;04613;04613;Esker Road Arthur Griffith Park;104613;S;-6.444481;53.345087;27/05/2012;01/01/2036
1193096;LRLLRD02;01676;Laurel Lodge Rd Castleknock Vale;4570;ST;-6.375197;53.377995;27/05/2012;01/01/2036
6253;06253;06253;Balbutcher Lane Balbutcher Drive;106253;S;-6.281508;53.403954;27/05/2012;01/01/2036
1005686;MHDENC01;01272;Malahide Road Newton Cottages;5100;ST;-6.191838;53.392871;27/05/2012;01/01/2036
3041;03041;03041;Monkstown Crescent Longford Terrace;103041;S;-6.149589;53.294031;27/05/2012;01/01/2036
1030260;WTSDRD02;06055;Malahide Road Waterside;8660;ST;-6.197828;53.452905;27/05/2012;01/01/2036
1013592;CLTFLR01;01736;Clontarf Rd St. Lawrence Road;1920;ST;-6.216911;53.362136;27/05/2012;01/01/2036
1013593;RHNYAA01;00600;Howth Road Station Road;6770;ST;-6.176207;53.380236;27/05/2012;01/01/2036
1641;01641;01641;Swords Road Shanrath Road;101641;S;-6.24237;53.386524;27/05/2012;01/01/2036
1013594;HWTHCA01;00612;Howth Road Copeland Avenue;3720;ST;-6.223985;53.365867;27/05/2012;01/01/2036
1051529;DESLBY01;02591;Blessington Rd De Selby;10310;ST;-6.410441;53.274609;27/05/2012;01/01/2036
1051528;MERNGT01;00476;Rock Road Merrion Gates;5360;ST;-6.204756;53.315746;27/05/2012;01/01/2036
1885198;STRYST01;01638;Swords Road Morton Stadium;8155;ST;-6.242126;53.401746;27/05/2012;01/01/2036
1086417;CHERVL02;02166;Nangor Road Castlegrange;1680;ST;-6.426703;53.319951;27/05/2012;01/01/2036
893;00893;00893;Cowper Road Palmerston Road;100893;S;-6.259137;53.316064;27/05/2012;01/01/2036
4864;04864;04864;Rossmore Road Rossmore Lawn;104864;S;-6.320135;53.297453;27/05/2012;01/01/2036
3052;03052;03052;Sandycove Rd Sandycove Ave;103052;S;-6.114879;53.28583;27/05/2012;01/01/2036
2408;02408;02408;Fortfield Rd Fortfield Park;102408;S;-6.299529;53.303991;27/05/2012;01/01/2036
1013595;PNTRIE02;04365;Poppintree Pk I.D.A. Poppintree;6640;ST;-6.283587;53.402111;27/05/2012;01/01/2036
1005760;MHDECH01;03573;Malahide Road Church;5080;ST;-6.17639;53.425468;27/05/2012;01/01/2036
1652;01652;01652;Castle Ave Clontarf Castle;101652;S;-6.206116;53.36335;27/05/2012;01/01/2036
1165335;SWFTML01;03454;Mill Road Mill Race;8040;ST;-6.447669;53.281645;27/05/2012;01/01/2036
1136109;PRANHR01;03738;Portrane Rd Portane Avenue;6680;ST;-6.114804;53.49317;27/05/2012;01/01/2036
1136110;KNWRPK01;02475;Kenilworth Park Harold's Cross Road;3960;ST;-6.280073;53.318862;27/05/2012;01/01/2036
1528359;FGLSWM04;01548;McKee Avenue Mellowes Park;3071;ST;-6.302733;53.396102;27/05/2012;01/01/2036
1165336;BLBANE02;03384;Nangor Road Pitch and Putt Club;390;ST;-6.44998;53.319575;27/05/2012;01/01/2036
1311830;KTRNWS01;04123;Enniskerry Rd Garden Centre;4360;ST;-6.18591;53.228858;27/05/2012;01/01/2036
3706;03706;03706;Rathingle Road Forest Crescent;103706;S;-6.24493;53.451291;27/05/2012;01/01/2036
6286;06286;06286;Stocking Avenue Dalriada Avenue;106286;S;-6.322181;53.271936;27/05/2012;01/01/2036
1013597;ALLSNT02;00649;All Saints Rd Howth Road;100;ST;-6.189643;53.376287;27/05/2012;01/01/2036
3074;03074;03074;Monkstown Rd Drayton Close;103074;S;-6.159268;53.294489;27/05/2012;01/01/2036
1193097;BCRDBP01;07237;Ballycoolin Rd Stadium Business Park;1438;ST;-6.341564;53.397134;27/05/2012;01/01/2036
398;00398;00398;Pearse Street Erne Street;100398;S;-6.245532;53.343298;27/05/2012;01/01/2036
2433;02433;02433;Cromwellsfort Rd Cherry Grove;102433;S;-6.32067;53.316578;27/05/2012;01/01/2036
2961;02961;02961;Auburn Ave Woodview Park;102961;S;-6.358491;53.378836;27/05/2012;01/01/2036
1339151;RDWNCR02;04216;Rathdown Road Chapel Road;11004;ST;-6.079838;53.150062;27/05/2012;01/01/2036
1193098;NWRDNC02;02110;New Road Garden Centre;5930;ST;-6.391942;53.314645;27/05/2012;01/01/2036
4897;04897;04897;Diswellstown Rd Luttrellstown Thicket;104897;S;-6.398335;53.372151;27/05/2012;01/01/2036
1165337;MERCQY01;01444;Merchant's Quay Winetavern Street;5355;ST;-6.273739;53.345119;27/05/2012;01/01/2036
2969;02969;02969;Grange Road Highfield Avenue;102969;S;-6.270437;53.279415;27/05/2012;01/01/2036
1051530;MTSKRD01;02592;Blessington Rd Kiltalown Cottages;10300;ST;-6.406253;53.274299;27/05/2012;01/01/2036
1685;01685;01685;Laurel Lodge Rd Castleknock Drive;101685;S;-6.375422;53.378065;27/05/2012;01/01/2036
715;00715;00715;Carrickbrack Rd Ceanchor Road;100715;S;-6.082834;53.368902;27/05/2012;01/01/2036
1339135;BYBRID01;04241;Barry Brg Delgany Golf Club;11009;ST;-6.100558;53.130864;27/05/2012;01/01/2036
924402;924402;06283;Ballycullen Rd Hunter's Avenue;9244;S;-6.330449;53.273428;01/01/1970;01/01/2036
3150;03150;03150;Old Bray Road Cabinteely Park;103150;S;-6.153768;53.262337;27/05/2012;01/01/2036
1051577;CKSRDM01;02752;Cookstown Rd St. Mark's School;9510;ST;-6.387775;53.290968;27/05/2012;01/01/2036
5086;05086;05086;Drynam Road Milesian Court;105086;S;-6.204922;53.450483;27/05/2012;01/01/2036
1222;01222;01222;Ardlea Road Ardcollum Avenue;101222;S;-6.206843;53.384065;27/05/2012;01/01/2036
1750;01750;01750;Mount Prospect Ave St. Anne's Park;101750;S;-6.177794;53.368856;27/05/2012;01/01/2036
7121;07121;07121;Whitestown Way Firhouse Rd West;107121;S;-6.373854;53.278385;27/05/2012;01/01/2036
3686;03686;03686;Rathbeale Road Rathbeale Crescent;103686;S;-6.230161;53.461921;27/05/2012;01/01/2036
7129;07129;07129;Castle Ave Victoria Road;107129;S;-6.2086;53.362116;27/05/2012;01/01/2036
4445;04445;04445;Blessington Rd Killinarden;104445;S;-6.3894;53.2806;27/05/2012;01/01/2036
3161;03161;03161;Deansgrange Rd Abbey Road;103161;S;-6.167946;53.287003;27/05/2012;01/01/2036
2517;02517;02517;Firhouse Rd Dodder Valley Park;102517;S;-6.319751;53.289214;27/05/2012;01/01/2036
5097;05097;05097;New Street South Kevin Street;105097;S;-6.27268;53.338152;27/05/2012;01/01/2036
1761;01761;01761;Seapark Rd Seafield Road;101761;S;-6.188018;53.363827;27/05/2012;01/01/2036
1013656;MYNEBG01;00947;Coast Road Moyne Road;5640;ST;-6.136311;53.409176;27/05/2012;01/01/2036
1193014;MULTCC01;01831;Old Navan Rd Coolmine Cottages;5655;ST;-6.393557;53.400697;27/05/2012;01/01/2036
2520;02520;02520;Firhouse Rd Ballycullen Road;102520;S;-6.332634;53.286072;27/05/2012;01/01/2036
1311923;KCRSA01;06007;Sandyford Rd Kilcross Road;4513;ST;-6.228915;53.269775;27/05/2012;01/01/2036
496;00496;00496;Beresford Place Bus Aras;100496;S;-6.252165;53.349457;27/05/2012;01/01/2036
1086525;BFRTCL02;02668;Ballyfermot Rd Community Centre;510;ST;-6.363279;53.343025;27/05/2012;01/01/2036
1086526;DCESRD02;02646;Decies Road O'Moore Road;2430;ST;-6.333654;53.341497;27/05/2012;01/01/2036
4995;04995;04995;Damastown Rd Damastown Green;104995;S;-6.38892;53.402509;27/05/2012;01/01/2036
3183;03183;03183;Blackthorn Road Bracken Road;103183;S;-6.217036;53.276183;27/05/2012;01/01/2036
1255;01255;01255;Bunratty Road Adare Park;101255;S;-6.208966;53.394351;27/05/2012;01/01/2036
1003830;SWRDBT01;03751;North Street Carnegie Court;8050;ST;-6.218657;53.460932;27/05/2012;01/01/2036
7154;07154;07154;Walkinstown Grn Kilnamanagh Court;107154;S;-6.333955;53.320873;27/05/2012;01/01/2036
3826;03826;03826;Rush Road Ballyhavil;103826;S;-6.102399;53.558479;27/05/2012;01/01/2036
1136072;CHTOWN02;07131;Charlestown Rd Charlestown S.C.;10490;ST;-6.304092;53.40295;27/05/2012;01/01/2036
3194;03194;03194;Newtownpark Ave Orchard;103194;S;-6.178915;53.283196;27/05/2012;01/01/2036
