measure_id;trip_id;line_code;pattern_long_name;point_first;point_last;point_first_seq_no;point_last_seq_no;event_no;regulation_kilometres
484981385228461708;917953;185;00841002;1329959;1339084;42;47;;-1.898
484981385228461708;1923179;185;00841002;1329959;4156;42;46;;1.672
484981385229045078;2027599;83;00830001;7350;2281405;6;36;;10.228
484981385229135261;2030998;83;00830001;1013514;2281405;0;36;;16.202
484981385229134879;2030996;83;00831001;1616;1013720;30;67;;15.376
484981385228863438;914933;83;083A1001;1136124;1013720;66;68;;-4.054
484981385228790817;2032405;83;00831001;1136107;1393032;0;27;;6.862
484981385228790929;2032214;83;00831001;1136088;1013720;28;67;;16.852
484981385228863438;2022120;83;083A1001;1136124;1510369;66;67;;3.92
484981385228791028;1741058;120;01200001;1258088;827;0;17;;4.455
484981385228991784;1747264;122;01220001;1001398;1001399;0;49;;14.979
484981385229135508;1728180;122;01221001;1001434;1001401;24;51;;9.032
484981385228926188;1754299;122;01221001;1001400;1435;0;11;;2.938
484981385228991813;1742404;122;01220001;1001398;1051660;0;19;;5.982
484981385228754360;1742400;122;01220001;1001398;1001399;0;49;;14.979
484981385229250318;925320;122;01221001;1352;1311893;23;30;;-2.52
484981385228842956;1926802;123;01231001;1001394;513;0;14;;3.55
484981385228842019;1926800;123;01230001;1001405;1999;0;25;;6.538
484981385228926385;1915273;123;01230001;1001405;1999;0;25;;6.538
484981385228754523;1915269;123;01230001;1001405;1999;0;25;;6.538
484981385228754448;1915019;123;01231001;513;1001404;14;46;;9.626
484981385228992174;1911700;123;01231001;1001394;513;0;14;;3.55
484981385228926342;1911697;123;01230001;1393032;1001408;28;43;;5.41
484981385228791748;1911694;123;01231001;1001394;4518;0;10;;2.409
484981385228926159;1912410;123;01231001;1001394;513;0;14;;3.55
484981385228991503;2286858;25;025B1002;2281405;1247139;34;39;;1.981
484981385228447813;2286858;25;025B1002;1086440;1086460;0;33;;18.352
484981385228447813;2418361;25;025B0002;1229340;1086416;0;40;;21.811
484981385228447813;2286726;25;025B1002;1086440;1247139;0;39;;20.841
484981385228447813;2418358;25;025B0002;1229340;1086416;0;40;;21.811
484981385228842353;2426355;25;025B0002;1229340;7588;0;5;;1.419
484981385228842353;2295012;25;025B1002;2281405;1247139;34;39;;1.981
484981385228842383;2425227;25;00250002;1229340;7588;0;5;;1.419
484981385228842383;2296958;25;00251002;1211664;1247139;36;40;;1.521
484981385228925982;2294970;25;025A1002;1193060;1247139;0;39;;19.83
484981385228925982;2425637;25;025A0002;1229340;1193118;0;40;;19.647
484981385228925982;2294967;25;025A1002;1211664;1247139;35;39;;1.521
484981385228691995;2425631;25;025A0002;1229340;7588;0;5;;1.419
484981385228691995;2294961;25;025A1002;2281405;1247139;34;39;;1.981
484981385228991551;2295596;25;025A1002;1086460;1247139;33;39;;2.489
484981385228791267;1728290;26;066A0001;1229340;1229359;0;5;;1.582
484981385228791267;2285715;26;00661002;1086524;1229374;43;52;;3.81
484981385228260766;2286587;26;00261002;1229360;1229374;0;25;;9.93
484981385228692063;1748236;26;00660001;1229340;1051641;0;1;;.298
484981385228692063;2292013;26;066B1002;1211664;1229374;42;45;;1.28
484981385228260648;1726618;26;066A0001;1229340;1051612;0;4;;1.349
