opd_date;vehicle_id;event_no;meters;act_dep_time;nom_dep_time;nom_end_time;act_end_time;line_id;trip_id;pattern_id;pattern_direction;trip_type;pattern_quality;block_id;passenger_data;time_grp_id;is_additional_trip
21/01/2017;1000113;1741893663;13526;24309;24300;27676;29437;16;1891120;1885243;Inbound;0;100;1711653;;1886394;0
21/01/2017;1000113;1741893748;35983;29683;29700;33584;33993;16;1891121;1005952;Outbound;0;100;1711653;;1886359;0
21/01/2017;1000113;1741893842;59332;34884;34020;34020;34884;16;2795134;202;;3;50;1711653;;2791338;0
21/01/2017;1000113;1741893847;61657;35290;35100;40028;39903;16;1891123;1885243;Inbound;0;93;1711653;;1886409;0
21/01/2017;1000113;1741893937;82664;40520;40500;45462;46424;16;1891124;1005952;Outbound;0;100;1711653;;1886366;0
21/01/2017;1000113;1741894049;105945;46716;45480;45480;46781;16;2795135;202;;3;100;1711653;;2790566;0
21/01/2017;1000113;1741894052;106662;46815;46800;52364;52429;16;1891126;1885243;Inbound;0;100;1711653;;1886406;0
21/01/2017;1000113;1741894163;129246;53286;53280;59225;59082;16;1891127;1005952;Outbound;0;98;1711653;;1886357;0
21/01/2017;1000113;1741894272;153167;59194;58980;58980;59194;16;2795136;202;;3;50;1711653;;2789468;0
21/01/2017;1000113;1741894276;155245;59487;59040;64083;64610;16;1891129;1885243;Inbound;0;95;1711653;;1886392;0
21/01/2017;1000113;1741894369;176207;64643;65700;66600;64643;16;2795137;204;;4;50;1711653;;2789470;0
21/01/2017;1000115;1742119695;13525;39657;39600;44528;45831;16;1905132;1885243;Inbound;0;98;1710973;;1886409;0
21/01/2017;1000115;1742119795;35655;46252;46080;51769;52777;16;1905133;1005952;Outbound;0;100;1710973;;1886349;0
21/01/2017;1000115;1742119911;58990;52887;51900;51900;53213;16;2791320;202;;3;100;1710973;;2789027;0
21/01/2017;1000115;1742119924;66426;54288;52560;58344;59825;16;1905135;1885243;Inbound;0;64;1710973;;1886403;0
21/01/2017;1000115;1742120011;83648;60045;59040;63937;66356;16;1905136;1005952;Outbound;0;100;1710973;;1886356;0
21/01/2017;1000115;1742120130;107131;66356;66000;67500;66356;16;2791322;203;;4;50;1710973;;2791321;0
21/01/2017;1000116;1741894403;14345;42059;41400;47089;48538;16;1887545;1005952;Outbound;0;86;1711456;;1886349;0
21/01/2017;1000116;1741894506;33782;48720;47220;47220;48720;16;2796958;202;;3;50;1711456;;2789027;0
21/01/2017;1000116;1741894530;45236;51267;47520;53084;53580;16;1887547;1885243;Inbound;0;42;1711456;;1886406;0
21/01/2017;1000116;1741894582;56345;54024;54000;59945;59860;16;1887548;1005952;Outbound;0;97;1711456;;1886357;0
21/01/2017;1000116;1741894698;80695;60421;59700;59700;60501;16;2796959;202;;3;100;1711456;;2789468;0
21/01/2017;1000116;1741894701;81411;60511;60480;65523;64021;16;1887550;1885243;Inbound;0;60;1711456;;1886392;0
21/01/2017;1000117;1742120174;467;57901;57600;60960;61111;41;1734571;1006024;Outbound;0;89;1710991;;5;0
21/01/2017;1000117;1742120236;15965;61111;60960;60960;61147;41;1796870;5;;3;100;1710991;;1783961;0
21/01/2017;1000117;1742120239;16165;61274;61200;64963;65209;41;1734820;1065176;Inbound;0;100;1710991;;16;0
21/01/2017;1000117;1742120320;36198;65421;65400;68806;69107;41;1734821;1009919;Outbound;0;91;1710991;;16;0
21/01/2017;1000117;1742120402;54948;69107;68760;68760;69355;41;1796871;5;;3;100;1710991;;1786862;0
21/01/2017;1000117;1742120405;55140;69372;69300;72887;73183;41;1734823;1065176;Inbound;0;98;1710991;;17;0
21/01/2017;1000117;1742120482;75165;76793;76500;79262;79736;41;1744399;1009919;Outbound;0;100;1712146;;18;0
21/01/2017;1000117;1742120553;94829;79736;79560;79560;79769;41;1792637;5;;3;100;1712146;;1784749;0
21/01/2017;1000117;1742120556;94976;80065;80100;83103;83462;41;1744401;1065176;Inbound;0;100;1712146;;18;0
21/01/2017;1000117;1742120628;115021;83593;83400;86184;86379;41;1744402;1006027;Outbound;0;91;1712146;;16;0
21/01/2017;1000117;1742120687;133928;86463;87000;87750;86463;41;2667330;16;;4;50;1712146;;1792638;0
21/01/2017;1000118;1741894815;10439;26541;25200;26100;26541;16;2798343;209;;2;50;1712064;;2791336;0
21/01/2017;1000118;1741894818;10439;27035;27000;30884;30226;16;1896295;1005952;Outbound;0;100;1712064;;1886359;0
21/01/2017;1000118;1741894916;33797;32317;31320;31320;32395;16;2798344;202;;3;100;1712064;;2791338;0
21/01/2017;1000118;1741894919;34509;32410;32400;37187;36503;16;1896297;1885243;Inbound;0;98;1712064;;1886398;0
21/01/2017;1000118;1741895022;57118;37852;37800;42762;43125;16;1896298;1005952;Outbound;0;100;1712064;;1886366;0
21/01/2017;1000118;1741895130;80430;43896;42780;42780;43988;16;2798345;202;;3;100;1712064;;2790566;0
21/01/2017;1000118;1741895133;81144;44038;43920;49484;51554;16;1896300;1885243;Inbound;0;98;1712064;;1886406;0
21/01/2017;1000118;1741895265;115380;53531;51120;56809;57380;16;1905170;1005952;Outbound;0;50;1885224;;1886349;0
21/01/2017;1000118;1741895343;130169;57381;57300;57300;57451;16;2789028;202;;3;100;1885224;;2789027;0
21/01/2017;1000118;1741895346;130796;57578;57600;63345;63086;16;1905172;1885243;Inbound;0;100;1885224;;1886411;0
21/01/2017;1000118;1741895451;153398;63888;63900;69310;68703;16;1905282;1005952;Outbound;0;100;1885224;;1886362;0
21/01/2017;1000118;1741895558;176687;68737;69900;69900;69717;16;2789030;202;;3;100;1885224;;2789029;0
21/01/2017;1000118;1741895563;180623;70643;70800;76354;76516;16;1905284;1885243;Inbound;0;63;1885224;;1886415;0
21/01/2017;1000118;1741895650;203942;76776;76800;81201;80724;16;1905285;1005952;Outbound;0;100;1885224;;1886350;0
21/01/2017;1000118;1741895755;227234;80773;81840;81840;82870;16;2789032;202;;3;100;1885224;;2789031;0
21/01/2017;1000118;1741895759;228823;82870;82800;85209;85092;16;1905287;1885247;Inbound;0;97;1885224;;1886424;0
21/01/2017;1000118;1741895814;240047;85092;86400;86760;85092;16;2789034;207;;4;50;1885224;;2789033;0
