opd_date;vehicle_id;event_no;meters;act_dep_time;nom_dep_time;nom_end_time;act_end_time;line_id;trip_id;pattern_id;pattern_direction;trip_type;pattern_quality;block_id;passenger_data;time_grp_id;is_additional_trip
14/01/2017;1000113;1737780559;17251;33126;33000;36447;36677;41;1746234;1065176;Inbound;0;93;1712173;;19;0
14/01/2017;1000113;1737780633;36152;36704;36600;39720;39957;41;1746235;1009919;Outbound;0;100;1712173;;14;0
14/01/2017;1000113;1737780715;55787;39957;39780;39780;40108;41;1798415;5;;3;100;1712173;;1785286;0
14/01/2017;1000113;1737780719;55972;40152;40200;44299;43318;41;1746237;1065176;Inbound;0;100;1712173;;14;0
14/01/2017;1000113;1737780795;75969;43592;43500;46862;47084;41;1740239;1003963;Outbound;0;100;1712046;;16;0
14/01/2017;1000113;1737780870;94209;47084;46740;46740;47347;41;1792200;5;;3;100;1712046;;1786862;0
14/01/2017;1000113;1737780874;94407;47396;47400;51458;50723;41;1740241;1003967;Inbound;0;100;1712046;;16;0
14/01/2017;1000113;1737780947;114264;51596;51600;54962;55103;41;1740242;1003963;Outbound;0;100;1712046;;16;0
14/01/2017;1000113;1737781018;132560;55104;54840;54840;55737;41;1792201;5;;3;100;1712046;;1786862;0
14/01/2017;1000113;1737781021;132758;55799;55800;59324;59527;41;1740244;1003967;Inbound;0;100;1712046;;17;0
14/01/2017;1000113;1737781091;152662;60004;60000;62784;63597;41;1740245;1006027;Outbound;0;100;1712046;;16;0
14/01/2017;1000113;1737781163;173339;64200;63180;63180;64340;41;1792202;15;;3;100;1712046;;1784745;0
14/01/2017;1000113;1737781166;174151;64352;64200;67038;67867;41;1740247;1006028;Inbound;0;100;1712046;;13;0
14/01/2017;1000113;1737781230;194567;67879;67800;71206;71441;41;1740248;1009919;Outbound;0;100;1712046;;16;0
14/01/2017;1000113;1737781304;214199;71441;71160;71160;71469;41;1792203;5;;3;100;1712046;;1786862;0
14/01/2017;1000113;1737781307;214397;72013;72000;75587;75378;41;1740250;1065176;Inbound;0;100;1712046;;17;0
14/01/2017;1000113;1737781381;234410;76538;76500;79262;79127;41;1744399;1009919;Outbound;0;100;1712146;;18;0
14/01/2017;1000113;1737781452;254063;79127;79560;79560;80057;41;1792637;5;;3;100;1712146;;1784749;0
14/01/2017;1000113;1737781455;254256;80068;80100;83103;83067;41;1744401;1065176;Inbound;0;100;1712146;;18;0
14/01/2017;1000113;1737781525;274249;83409;83400;86184;85949;41;1744402;1006027;Outbound;0;100;1712146;;16;0
14/01/2017;1000113;1737781583;294935;85967;87000;87750;85967;41;2667330;16;;4;50;1712146;;1792638;0
