opd_date;measure_id;act_time;act_time_hhmmss;nta_reason_code
14/01/2017;484981385213948804;73207;20:20:07;TR01
14/01/2017;484981385213420646;50350;13:59:10;TR01
14/01/2017;484981385213508308;52583;14:36:23;AC00
14/01/2017;484981385213420762;50959;14:09:19;TR01
14/01/2017;484981385213420832;51377;14:16:17;TR01
14/01/2017;484981385213420475;49735;13:48:55;TR05
14/01/2017;484981385213814984;67296;18:41:36;TR05
14/01/2017;484981385213420940;51684;14:21:24;TR05
14/01/2017;484981385213420335;48997;13:36:37;TR05
14/01/2017;484981385214111426;78028;21:40:28;TR05
14/01/2017;484981385213611609;56410;15:40:10;TR05
14/01/2017;484981385213948933;74040;20:34:00;TR05
14/01/2017;484981385213752047;62448;17:20:48;TR05
14/01/2017;484981385213508243;52285;14:31:25;TR05
14/01/2017;484981385213752173;62988;17:29:48;TR05
14/01/2017;484981385214111592;79687;22:08:07;TR05
14/01/2017;484981385213814542;65359;18:09:19;TR05
14/01/2017;484981385213677888;61645;17:07:25;TR05
14/01/2017;484981385213420586;50210;13:56:50;TR05
14/01/2017;484981385213306480;43053;11:57:33;TR05
14/01/2017;484981385213612393;58518;16:15:18;TR05
14/01/2017;484981385213949105;74813;20:46:53;TR05
14/01/2017;484981385213814687;65718;18:15:18;TR05
14/01/2017;484981385213508765;54790;15:13:10;TR05
14/01/2017;484981385213073820;42172;11:42:52;TR05
14/01/2017;484981385213814719;65796;18:16:36;TR05
14/01/2017;484981385213949039;74571;20:42:51;TR05
14/01/2017;484981385213751844;61986;17:13:06;TR05
14/01/2017;484981385213420802;51312;14:15:12;TR05
14/01/2017;484981385213949463;77504;21:31:44;TR05
14/01/2017;484981385213421022;51852;14:24:12;TR05
14/01/2017;484981385213420534;49907;13:51:47;TR05
14/01/2017;484981385213677398;59726;16:35:26;TR05
14/01/2017;484981385213752571;63860;17:44:20;TR05
14/01/2017;484981385213814389;64702;17:58:22;TR05
14/01/2017;484981385213677269;59310;16:28:30;TR05
14/01/2017;484981385213815057;67935;18:52:15;TR05
14/01/2017;484981385213948969;74147;20:35:47;TR05
14/01/2017;484981385213508404;52905;14:41:45;TR05
14/01/2017;484981385213752848;64488;17:54:48;TR05
14/01/2017;484981385213814630;65564;18:12:44;TR05
14/01/2017;484981385213612310;58265;16:11:05;TR05
14/01/2017;484981385213611638;56426;15:40:26;TR05
14/01/2017;484981385213306863;44596;12:23:16;TR05
14/01/2017;484981385213611704;56878;15:47:58;TR05
14/01/2017;484981385213306595;43677;12:07:57;TR05
14/01/2017;484981385213508338;52712;14:38:32;TR05
14/01/2017;484981385213814749;65848;18:17:28;TR05
14/01/2017;484981385213677848;61280;17:01:20;TR05
14/01/2017;484981385213677942;61746;17:09:06;TR05
14/01/2017;484981385213949317;76388;21:13:08;TR05
14/01/2017;484981385213420427;49641;13:47:21;TR05
14/01/2017;484981385213677546;60258;16:44:18;TR05
14/01/2017;484981385214111840;83135;23:05:35;TR05
14/01/2017;484981385214111530;78687;21:51:27;TR05
14/01/2017;484981385213508121;51953;14:25:53;TR05
14/01/2017;484981385214111486;78214;21:43:34;TR05
14/01/2017;484981385213677196;59031;16:23:51;TR05
14/01/2017;484981385213752338;63318;17:35:18;TR05
14/01/2017;484981385213752760;64350;17:52:30;TR05
14/01/2017;484981385213752730;64307;17:51:47;TR05
14/01/2017;484981385213307273;46756;12:59:16;TR05
14/01/2017;484981385213752818;64395;17:53:15;TR05
14/01/2017;484981385213949345;76414;21:13:34;TR05
14/01/2017;484981385213307387;47708;13:15:08;TR05
14/01/2017;484981385213073421;39889;11:04:49;TR03
14/01/2017;484981385213306707;43844;12:10:44;TR03
14/01/2017;484981385213420274;48869;13:34:29;TR03
14/01/2017;484981385213508851;55007;15:16:47;TR03
14/01/2017;484981385213677302;59446;16:30:46;ON04
14/01/2017;484981385213420375;49322;13:42:02;ON04
14/01/2017;484981385213611552;56354;15:39:14;ON04
14/01/2017;484981385213612455;58635;16:17:15;ON07
14/01/2017;484981385212835019;28424;07:53:44;ST02
14/01/2017;484981385213420187;48597;13:29:57;ST02
14/01/2017;484981385213420215;48694;13:31:34;ST02
14/01/2017;484981385212835135;29045;08:04:05;ST02
14/01/2017;484981385213612114;57781;16:03:01;ST02
14/01/2017;484981385212835184;29092;08:04:52;ST02
