opd_date;vehicle_id;event_no;meters;act_dep_time;nom_dep_time;nom_end_time;act_end_time;line_id;trip_id;pattern_id;pattern_direction;trip_type;pattern_quality;block_id;passenger_data;time_grp_id;is_additional_trip
13/01/2017;1000110;1737183094;2074;25790;25200;-1;;130;2798321;592;;2;0;2736267;;2340134;0
13/01/2017;1000110;1737183099;3101;25968;25800;27900;27552;130;2740827;2313170;Inbound;0;86;2736267;;2313395;0
13/01/2017;1000110;1737183146;12261;28509;27900;27900;28534;130;2798322;593;;3;100;2736267;;2340136;0
13/01/2017;1000110;1737183149;12379;28534;28500;30300;30236;130;2740829;2313169;Outbound;0;100;2736267;;2313369;0
13/01/2017;1000110;1737183198;22664;30251;30300;30900;30251;130;2798323;594;;3;50;2736267;;2367136;0
13/01/2017;1000110;1737183201;23435;30929;30840;33060;32994;130;2740831;2313170;Inbound;0;94;2736267;;2313396;0
13/01/2017;1000110;1737183252;32887;33061;33300;34200;33061;130;2798324;596;;4;50;2736267;;2343083;0
13/01/2017;1000110;1737183269;43678;43827;43200;44100;43827;31;2798010;575;;2;50;2042496;;2789428;0
13/01/2017;1000110;1737183273;43678;44108;44100;47415;48142;31;2331772;1030754;Outbound;0;100;2042496;;2313595;0
13/01/2017;1000110;1737183357;66533;50388;50400;53618;54250;31;2331773;1030755;Inbound;0;100;2042496;;2313607;0
13/01/2017;1000110;1737183446;89059;54871;54900;59093;58463;31;2331775;1030754;Outbound;0;100;2042496;;2313593;0
13/01/2017;1000110;1737183533;111906;61169;61200;64255;64196;31;2331776;1030755;Inbound;0;100;2042496;;2313619;0
13/01/2017;1000110;1737183616;134449;65504;65400;69014;68414;31;2672094;2313184;Outbound;0;100;2042496;;2313625;0
13/01/2017;1000110;1737183696;154757;69617;69600;71656;71632;31;2331779;2313185;Inbound;0;100;2042496;;2313628;0
13/01/2017;1000110;1737183760;171137;73188;71880;73080;73198;31;2798090;569;;3;100;2042496;;2375783;0
13/01/2017;1000110;1737183763;171176;73250;73200;76090;76030;31;2331781;1030754;Outbound;0;100;2042496;;2313592;0
13/01/2017;1000110;1737183848;194120;76030;76800;78300;76030;31;2798092;578;;4;50;2042496;;2798091;0
13/01/2017;1000111;1737488937;49266;56935;57000;63352;61328;16;2750868;1885243;Inbound;0;100;2749605;;1886402;0
13/01/2017;1000111;1737489044;71612;61371;65700;66300;61371;16;2797652;598;;4;50;2749605;;2797651;0
13/01/2017;1000113;1737183874;13101;25216;25200;30715;30507;16;1906846;1885243;Inbound;0;100;1711240;;1886393;0
13/01/2017;1000113;1737183978;35574;31206;31200;36584;36335;16;1906847;1005952;Outbound;0;100;1711240;;1886374;0
13/01/2017;1000113;1737184089;58861;38587;36540;36540;38687;16;2801503;202;;3;100;1711240;;2788035;0
13/01/2017;1000113;1737184092;59606;38877;38880;44302;44259;16;1906849;1885243;Inbound;0;98;1711240;;1886387;0
13/01/2017;1000113;1737184203;82173;45340;45360;50830;50985;16;1906850;1005952;Outbound;0;100;1711240;;1886365;0
13/01/2017;1000113;1737184313;105496;51588;51300;51300;51690;16;2801504;202;;3;100;1711240;;2788037;0
13/01/2017;1000113;1737184316;106215;51847;51840;57734;58033;16;1906852;1885243;Inbound;0;100;1711240;;1886407;0
13/01/2017;1000113;1737184428;128804;58181;58200;64667;64645;16;2755104;1005952;Outbound;0;100;1711240;;1886372;0
13/01/2017;1000113;1737184551;152087;64742;66900;68400;64742;16;2801506;203;;4;50;1711240;;2801505;0
13/01/2017;1000115;1738156578;5430;27424;26100;27000;27424;16;2803896;205;;2;50;1712352;;2790917;0
13/01/2017;1000115;1738156581;5430;27588;27600;32850;32448;16;1900700;1885240;Outbound;0;100;1712352;;1886378;0
13/01/2017;1000115;1738156674;23325;33557;32700;32700;33643;16;2803897;202;;3;100;1712352;;2790919;0
13/01/2017;1000115;1738156677;24053;33821;33840;39262;38603;16;1900702;1885243;Inbound;0;100;1712352;;1886387;0
13/01/2017;1000115;1738156781;46671;41747;41760;47230;47324;16;1900703;1005952;Outbound;0;100;1712352;;1886365;0
13/01/2017;1000115;1738156892;69991;48008;47880;47880;48088;16;2803898;202;;3;100;1712352;;2788037;0
13/01/2017;1000115;1738156895;70710;48246;48240;53785;53841;16;1900705;1885243;Inbound;0;100;1712352;;1886404;0
13/01/2017;1000115;1738157001;93291;55223;55200;61667;61279;16;2749950;1005952;Outbound;0;100;1712352;;1886372;0
13/01/2017;1000115;1738157112;116630;62899;62340;62340;63046;16;2803899;202;;3;100;1712352;;2793599;0
13/01/2017;1000115;1738157116;117356;63069;63000;68882;69582;16;1900708;1885243;Inbound;0;100;1712352;;1886396;0
13/01/2017;1000115;1738157220;139947;70180;70200;75509;75038;16;1900709;1005952;Outbound;0;100;1712352;;1886364;0
13/01/2017;1000115;1738157320;163310;75881;76200;76200;75881;16;2803900;202;;3;50;1712352;;2796023;0
13/01/2017;1000115;1738157324;164505;76230;76200;80475;81053;16;1900711;1885243;Inbound;0;98;1712352;;1886395;0
13/01/2017;1000115;1738157421;186633;82047;81900;86426;87439;16;1900712;1005952;Outbound;0;100;1712352;;1886353;0
13/01/2017;1000115;1738157523;209999;87528;88200;89700;87528;16;2803901;203;;4;50;1712352;;2796025;0
13/01/2017;1000116;1737184614;14117;29821;29400;35551;35382;16;2764128;1885243;Inbound;0;98;1710754;;1886391;0
13/01/2017;1000116;1737184719;36224;37312;37440;42736;42514;16;1901056;1005952;Outbound;0;100;1710754;;1886363;0
13/01/2017;1000116;1737184827;59554;44470;43080;43080;44744;16;2792462;202;;3;100;1710754;;2788508;0
13/01/2017;1000116;1737184831;60597;44757;44640;50185;50064;16;1901058;1885243;Inbound;0;100;1710754;;1886404;0
13/01/2017;1000116;1737184933;83227;51128;51120;56590;57164;16;1901059;1005952;Outbound;0;100;1710754;;1886365;0
