opd_date;measure_id;act_time;act_time_hhmmss;nta_reason_code
26/12/2016;484981385176883737;83756;23:15:56;TR01
26/12/2016;484981385176631473;63629;17:40:29;TR01
26/12/2016;484981385176373164;55900;15:31:40;TR05
26/12/2016;484981385176532706;59933;16:38:53;TR05
26/12/2016;484981385176256791;42043;11:40:43;TR01
26/12/2016;484981385176632285;75153;20:52:33;ON04
26/12/2016;484981385176883503;80127;22:15:27;ON04
26/12/2016;484981385176883369;78628;21:50:28;ON04
26/12/2016;484981385176632181;74334;20:38:54;ON04
26/12/2016;484981385176883473;80058;22:14:18;ON04
26/12/2016;484981385176883425;79489;22:04:49;ON04
26/12/2016;484981385176883612;82556;22:55:56;ON04
26/12/2016;484981385176883650;82831;23:00:31;ON04
26/12/2016;484981385176372879;51437;14:17:17;ON04
26/12/2016;484981385176632009;71798;19:56:38;ON04
26/12/2016;484981385176532355;58212;16:10:12;ST02
26/12/2016;484981385176144042;33967;09:26:07;ST02
26/12/2016;484981385176144499;36552;10:09:12;ST02
26/12/2016;484981385176144446;36460;10:07:40;ST02
26/12/2016;484981385176143974;33565;09:19:25;AC00
26/12/2016;484981385176532106;57428;15:57:08;ST02
26/12/2016;484981385176144727;38934;10:48:54;AC00
26/12/2016;484981385176532524;59248;16:27:28;ST02
26/12/2016;484981385176144575;37335;10:22:15;AC00
26/12/2016;484981385176372703;50401;14:00:01;ST02
26/12/2016;484981385176015411;27780;07:43:00;ST02
26/12/2016;484981385176532133;57442;15:57:22;ST02
26/12/2016;484981385176257246;44599;12:23:19;ST02
26/12/2016;484981385176532330;58190;16:09:50;ST02
26/12/2016;484981385176532674;59836;16:37:16;ST02
26/12/2016;484981385176532816;60814;16:53:34;ST02
26/12/2016;484981385176256819;42117;11:41:57;AC00
26/12/2016;484981385176015442;27815;07:43:35;ST02
26/12/2016;484981385176257216;44524;12:22:04;ST02
26/12/2016;484981385176373231;56230;15:37:10;ST02
26/12/2016;484981385176532885;61371;17:02:51;AC00
26/12/2016;484981385176144473;36514;10:08:34;ST02
26/12/2016;484981385176015652;31628;08:47:08;ST02
26/12/2016;484981385176631721;67194;18:39:54;ST02
26/12/2016;484981385176257188;44471;12:21:11;AC00
26/12/2016;484981385176631431;63234;17:33:54;ST02
26/12/2016;484981385176256848;42213;11:43:33;ST02
26/12/2016;484981385176372278;47310;13:08:30;ST02
26/12/2016;484981385176144394;36399;10:06:39;ST02
26/12/2016;484981385176532250;58017;16:06:57;ST02
26/12/2016;484981385176372223;47202;13:06:42;ST02
26/12/2016;484981385176532382;58267;16:11:07;ST02
26/12/2016;484981385176631312;62050;17:14:10;ST02
26/12/2016;484981385176372491;48819;13:33:39;ST02
26/12/2016;484981385176144420;36408;10:06:48;ST02
26/12/2016;484981385176015500;28695;07:58:15;AC00
26/12/2016;484981385176257275;44647;12:24:07;ST02
26/12/2016;484981385176015783;32536;09:02:16;ST02
26/12/2016;484981385176372676;50311;13:58:31;ST02
26/12/2016;484981385176143867;32734;09:05:34;AC00
26/12/2016;484981385176144613;37730;10:28:50;AC00
26/12/2016;484981385176532410;58317;16:11:57;ST02
26/12/2016;484981385176532486;58973;16:22:53;ST02
26/12/2016;484981385176373200;56142;15:35:42;ST02
26/12/2016;484981385176256991;43223;12:00:23;ST02
26/12/2016;484981385176143894;32756;09:05:56;ST02
26/12/2016;484981385176532021;57071;15:51:11;ST02
26/12/2016;484981385176257097;44107;12:15:07;ST03
26/12/2016;484981385176144816;40073;11:07:53;ST03
26/12/2016;484981385176631348;62292;17:18:12;ST03
26/12/2016;484981385176372838;51047;14:10:47;ST03
26/12/2016;484981385176631571;65727;18:15:27;ST03
26/12/2016;484981385176256555;41291;11:28:11;OD02
26/12/2016;484981385176257126;44189;12:16:29;OD02
26/12/2016;484981385176883277;76633;21:17:13;OD02
26/12/2016;484981385176144781;39812;11:03:32;OD02
