depot;vehicle_id;vehicle_short_name;opd_date
CF;1000110;33416;26/12/2016
HN;1000111;33418;26/12/2016
SL;1000113;33420;26/12/2016
SL;1000115;33422;26/12/2016
SL;1000116;33424;26/12/2016
SL;1000117;33426;26/12/2016
SL;1000118;33428;26/12/2016
PO;1000120;33430;26/12/2016
PO;1000122;33432;26/12/2016
PO;1000124;33434;26/12/2016
PO;1000126;33436;26/12/2016
PO;1000128;33438;26/12/2016
PO;1000130;33440;26/12/2016
PO;1000132;33442;26/12/2016
PO;1000134;33444;26/12/2016
PO;1000135;33446;26/12/2016
HN;1000136;33448;26/12/2016
PO;1000138;33450;26/12/2016
HN;1000140;33452;26/12/2016
HN;1000142;33454;26/12/2016
HN;1000144;33456;26/12/2016
HN;1000146;33458;26/12/2016
RD;1000148;33460;26/12/2016
SL;1000150;33462;26/12/2016
D1;1000152;33464;26/12/2016
D1;1000154;33466;26/12/2016
D1;1000156;33468;26/12/2016
RD;1000158;33470;26/12/2016
RD;1000160;33472;26/12/2016
RD;1000162;33474;26/12/2016
RD;1000164;33476;26/12/2016
RD;1000166;33478;26/12/2016
RD;1000168;33480;26/12/2016
PO;1000170;40002;26/12/2016
RD;1000171;33482;26/12/2016
PO;1000173;40004;26/12/2016
RD;1000174;33484;26/12/2016
PO;1000176;40006;26/12/2016
RD;1000177;33486;26/12/2016
PO;1000180;40008;26/12/2016
RD;1000181;33488;26/12/2016
PO;1000183;40010;26/12/2016
RD;1000184;33490;26/12/2016
HN;1000186;40012;26/12/2016
RD;1000187;33492;26/12/2016
HN;1000189;40014;26/12/2016
RD;1000190;33494;26/12/2016
PO;1000193;33496;26/12/2016
HN;1000195;40018;26/12/2016
HN;1000198;40020;26/12/2016
HN;1000201;40022;26/12/2016
HN;1000202;33502;26/12/2016
HN;1000204;40024;26/12/2016
HN;1000205;33504;26/12/2016
HN;1000208;33506;26/12/2016
HN;1000211;33508;26/12/2016
SL;1000213;40030;26/12/2016
HN;1000340;38072;26/12/2016
HN;1000343;38074;26/12/2016
CF;1000345;38076;26/12/2016
CF;1000348;38078;26/12/2016
CF;1000351;38080;26/12/2016
CF;1000354;38082;26/12/2016
CF;1000357;38084;26/12/2016
CF;1000360;38086;26/12/2016
CF;1000363;38088;26/12/2016
D1;1000366;38090;26/12/2016
D1;1000369;38092;26/12/2016
D1;1000372;38094;26/12/2016
D1;1000375;38096;26/12/2016
D1;1000377;38098;26/12/2016
D1;1000379;38100;26/12/2016
PO;1000381;24246;26/12/2016
PO;1000382;33212;26/12/2016
PO;1000389;33224;26/12/2016
HN;1000415;33274;26/12/2016
HN;1000417;33278;26/12/2016
HN;1000418;33280;26/12/2016
CF;1000420;33284;26/12/2016
CF;1000421;33286;26/12/2016
CD;1000422;33288;26/12/2016
CD;1000424;33292;26/12/2016
CD;1000425;33294;26/12/2016
CD;1000426;33296;26/12/2016
SL;1000428;33300;26/12/2016
SL;1000429;33302;26/12/2016
PO;1000431;33306;26/12/2016
PO;1000432;33308;26/12/2016
PO;1000433;33310;26/12/2016
PO;1000435;33314;26/12/2016
CF;1000436;33316;26/12/2016
RD;1000438;33320;26/12/2016
HN;1000440;33322;26/12/2016
HN;1000442;33324;26/12/2016
HN;1000443;33326;26/12/2016
D1;1000446;33330;26/12/2016
D1;1000447;33332;26/12/2016
SL;1000449;33336;26/12/2016
SL;1000451;33338;26/12/2016
SL;1000453;33340;26/12/2016
HN;1000454;33342;26/12/2016
CF;1000457;33346;26/12/2016
D1;1000458;33348;26/12/2016
CD;1000460;33352;26/12/2016
CD;1000461;33354;26/12/2016
CD;1000464;33358;26/12/2016
CD;1000465;33360;26/12/2016
PO;1000467;33364;26/12/2016
PO;1000468;33366;26/12/2016
PO;1000469;33368;26/12/2016
PO;1000471;33372;26/12/2016
HN;1000472;35002;26/12/2016
HN;1000474;35004;26/12/2016
PO;1000476;33376;26/12/2016
HN;1000478;33378;26/12/2016
HN;1000479;35008;26/12/2016
HN;1000481;35010;26/12/2016
PO;1000482;33382;26/12/2016
RD;1000483;33384;26/12/2016
D1;1000485;33388;26/12/2016
D1;1000489;33392;26/12/2016
D1;1000490;33394;26/12/2016
D1;1000492;33398;26/12/2016
CD;1000494;33400;26/12/2016
CD;1000496;33404;26/12/2016
CD;1000497;33406;26/12/2016
CD;1000499;33410;26/12/2016
CD;1000501;33412;26/12/2016
RD;1000503;33414;26/12/2016
D2;1000556;36001;26/12/2016
D2;1000558;36003;26/12/2016
D2;1000560;36005;26/12/2016
D2;1000562;36007;26/12/2016
D2;1000564;36009;26/12/2016
D2;1000566;36011;26/12/2016
D2;1000568;36013;26/12/2016
D2;1000570;36015;26/12/2016
D2;1000572;36017;26/12/2016
D2;1000574;36019;26/12/2016
D2;1000576;36021;26/12/2016
D2;1000578;36023;26/12/2016
D2;1000580;36025;26/12/2016
D2;1000582;36027;26/12/2016
D2;1000584;36029;26/12/2016
D2;1000586;36031;26/12/2016
D2;1000588;36033;26/12/2016
D2;1000590;36035;26/12/2016
PO;1000592;36037;26/12/2016
PO;1000596;36041;26/12/2016
PO;1000599;36045;26/12/2016
PO;1000603;36049;26/12/2016
PO;1000607;36053;26/12/2016
PO;1000609;36055;26/12/2016
PO;1000611;36057;26/12/2016
PO;1000613;36061;26/12/2016
PO;1000614;36063;26/12/2016
PO;1000615;36065;26/12/2016
PO;1000617;36069;26/12/2016
D2;1000639;28051;26/12/2016
PO;1000651;33023;26/12/2016
PO;1000665;33051;26/12/2016
PO;1000666;33053;26/12/2016
PO;1000672;33065;26/12/2016
PO;1000686;33093;26/12/2016
RD;1000694;38001;26/12/2016
SL;1000216;40032;26/12/2016
SL;1000218;40034;26/12/2016
PO;1000219;33514;26/12/2016
SL;1000220;40036;26/12/2016
SL;1000222;40038;26/12/2016
RD;1000223;33518;26/12/2016
SL;1000224;40040;26/12/2016
SL;1000226;40042;26/12/2016
D1;1000227;33522;26/12/2016
SL;1000229;40044;26/12/2016
D1;1000230;33524;26/12/2016
D1;1000233;33526;26/12/2016
D1;1000236;33528;26/12/2016
SL;1000238;40050;26/12/2016
CD;1000241;33532;26/12/2016
D1;1000243;33534;26/12/2016
HN;1000245;33536;26/12/2016
D1;1000247;33538;26/12/2016
D1;1000249;33540;26/12/2016
D1;1000251;33542;26/12/2016
HN;1000255;33546;26/12/2016
HN;1000259;33550;26/12/2016
HN;1000261;33552;26/12/2016
D1;1000263;33554;26/12/2016
HN;1000265;33556;26/12/2016
D2;1000266;36002;26/12/2016
D2;1000269;36004;26/12/2016
D2;1000272;36006;26/12/2016
PO;1000274;33562;26/12/2016
PO;1000277;33564;26/12/2016
PO;1000280;33566;26/12/2016
D2;1000281;36012;26/12/2016
PO;1000283;33568;26/12/2016
D2;1000284;36014;26/12/2016
PO;1000286;33570;26/12/2016
D2;1000287;36016;26/12/2016
D2;1000290;36018;26/12/2016
D2;1000293;36020;26/12/2016
PO;1000295;33576;26/12/2016
PO;1000298;33578;26/12/2016
D2;1000299;36024;26/12/2016
PO;1000301;33580;26/12/2016
D2;1000302;36026;26/12/2016
PO;1000304;33582;26/12/2016
D2;1000305;36028;26/12/2016
SL;1000307;38042;26/12/2016
HN;1000309;38044;26/12/2016
SL;1000311;38046;26/12/2016
SL;1000313;38048;26/12/2016
PO;1000315;38050;26/12/2016
CD;1000318;38052;26/12/2016
PO;1000319;33162;26/12/2016
CD;1000321;38054;26/12/2016
CD;1000323;38056;26/12/2016
CD;1000325;38058;26/12/2016
CD;1000327;38060;26/12/2016
PO;1000328;33170;26/12/2016
RD;1000329;38062;26/12/2016
PO;1000330;33172;26/12/2016
CD;1000331;38064;26/12/2016
HN;1000333;38066;26/12/2016
PO;1000334;33176;26/12/2016
HN;1000335;38068;26/12/2016
HN;1000337;38070;26/12/2016
PO;1000823;33267;26/12/2016
HN;1000828;33277;26/12/2016
HN;1000830;33281;26/12/2016
HN;1000831;33283;26/12/2016
CF;1000832;33285;26/12/2016
CD;1000834;33289;26/12/2016
CD;1000835;33291;26/12/2016
CD;1000836;33293;26/12/2016
CD;1000838;33297;26/12/2016
SL;1000839;33299;26/12/2016
SL;1000841;33303;26/12/2016
PO;1000842;33305;26/12/2016
PO;1000843;33307;26/12/2016
PO;1000845;33311;26/12/2016
PO;1000846;33313;26/12/2016
RD;1000848;33317;26/12/2016
RD;1000849;33319;26/12/2016
HN;1000850;33321;26/12/2016
HN;1000852;33325;26/12/2016
D1;1000853;33327;26/12/2016
D1;1000854;33329;26/12/2016
D1;1000856;33331;26/12/2016
SL;1000857;33333;26/12/2016
SL;1000860;33337;26/12/2016
SL;1000861;33339;26/12/2016
HN;1000863;33343;26/12/2016
D1;1000864;33345;26/12/2016
D1;1000866;33349;26/12/2016
CD;1000867;33351;26/12/2016
CD;1000868;33353;26/12/2016
CD;1000870;33357;26/12/2016
CD;1000871;33359;26/12/2016
CD;1000872;33361;26/12/2016
PO;1000874;33365;26/12/2016
PO;1000875;33367;26/12/2016
HN;1000877;35001;26/12/2016
HN;1000879;35003;26/12/2016
HN;1000881;35005;26/12/2016
PO;1000882;33375;26/12/2016
HN;1000884;33377;26/12/2016
HN;1000885;35009;26/12/2016
HN;1000886;33379;26/12/2016
RD;1000888;33383;26/12/2016
RD;1000889;33385;26/12/2016
D1;1000891;33389;26/12/2016
D1;1000892;33391;26/12/2016
D1;1000893;33393;26/12/2016
SL;1000895;33397;26/12/2016
CD;1000896;33399;26/12/2016
CD;1000897;33401;26/12/2016
CD;1000899;33405;26/12/2016
PO;1000900;33584;26/12/2016
D2;1000901;36030;26/12/2016
PO;1000903;33586;26/12/2016
D2;1000904;36032;26/12/2016
PO;1000906;33588;26/12/2016
D2;1000907;36034;26/12/2016
PO;1000909;33590;26/12/2016
PO;1000910;36036;26/12/2016
PO;1000912;33592;26/12/2016
PO;1000913;36038;26/12/2016
PO;1000915;33594;26/12/2016
PO;1000916;36040;26/12/2016
PO;1000918;33596;26/12/2016
PO;1000919;36042;26/12/2016
PO;1000921;33598;26/12/2016
PO;1000922;36044;26/12/2016
PO;1000924;33600;26/12/2016
PO;1000925;36046;26/12/2016
HN;1000199;33500;26/12/2016
PO;1001059;33116;26/12/2016
D1;1001061;33118;26/12/2016
PO;1000703;33117;26/12/2016
D2;1930279;43004;26/12/2016
D2;1930281;43003;26/12/2016
D2;1930282;43005;26/12/2016
D2;1930278;43002;26/12/2016
D2;1930280;43001;26/12/2016
D2;1932298;43008;26/12/2016
D2;1932299;43010;26/12/2016
D2;1932300;43012;26/12/2016
D2;1932301;43014;26/12/2016
D2;1932302;43016;26/12/2016
D2;1932303;43018;26/12/2016
CD;1932305;43022;26/12/2016
CD;1932307;43026;26/12/2016
CD;1932308;43028;26/12/2016
CD;1932309;43030;26/12/2016
HN;1932310;43032;26/12/2016
HN;1932312;43036;26/12/2016
HN;1932314;43040;26/12/2016
HN;1932315;43042;26/12/2016
HN;1932316;43044;26/12/2016
HN;1932317;43046;26/12/2016
HN;1932318;43048;26/12/2016
SL;1932319;43050;26/12/2016
SL;1932321;43054;26/12/2016
SL;1932323;43058;26/12/2016
CF;1932324;43060;26/12/2016
CF;1932325;43062;26/12/2016
CF;1932326;43064;26/12/2016
CF;1932328;43068;26/12/2016
RD;1932330;43072;26/12/2016
CD;1000927;33602;26/12/2016
PO;1000928;36048;26/12/2016
CD;1000930;33604;26/12/2016
PO;1000931;36050;26/12/2016
CD;1000933;33606;26/12/2016
PO;1000934;36052;26/12/2016
CD;1000935;33608;26/12/2016
PO;1000936;36054;26/12/2016
CD;1000937;33610;26/12/2016
PO;1000938;36056;26/12/2016
D1;1000939;33612;26/12/2016
PO;1000940;36058;26/12/2016
D1;1000941;33614;26/12/2016
PO;1000942;36060;26/12/2016
D1;1000943;33616;26/12/2016
PO;1000944;36062;26/12/2016
D1;1000945;33618;26/12/2016
PO;1000946;36064;26/12/2016
HN;1000947;33620;26/12/2016
PO;1000948;36066;26/12/2016
HN;1000949;33622;26/12/2016
PO;1000950;36068;26/12/2016
HN;1000951;33624;26/12/2016
PO;1000952;36070;26/12/2016
SL;1000953;33626;26/12/2016
SL;1000954;33628;26/12/2016
SL;1000955;33630;26/12/2016
SL;1000956;33632;26/12/2016
SL;1000957;33634;26/12/2016
SL;1000958;33636;26/12/2016
