block_id;block_code;short_name;long_name;daytype_id;valid_from;valid_until
1711563;031003A:36;31003;31003;36;01/01/1970;01/01/2036
2042477;031002:36;31002;31002;36;01/01/1970;01/01/2036
2042506;031005:36;31005;31005;36;01/01/1970;01/01/2036
2664322;031009:36;31009;31009;36;01/01/1970;01/01/2036
2020763;083004A:36;83004;83004;36;01/01/1970;01/01/2036
2020767;083009A:36;83009;83009;36;01/01/1970;01/01/2036
2020769;083007A:36;83007;83007;36;01/01/1970;01/01/2036
2020770;083003A:36;83003;83003;36;01/01/1970;01/01/2036
1711582;041012:36;41012;41012;36;01/01/1970;01/01/2036
1885231;044002:36;44002;44002;36;01/01/1970;01/01/2036
1712136;063002:36;63002;63002;36;01/01/1970;01/01/2036
2805847;067002A:36;67002;67002;36;01/01/1970;01/01/2036
2408053;039001:36;39001;39001;36;01/01/1970;01/01/2036
1712269;027008:36;27008;27008;36;01/01/1970;01/01/2036
1711149;031001A:36;31001;31001;36;01/01/1970;01/01/2036
1710881;038001:36;38001;38001;36;01/01/1970;01/01/2036
1711009;040004:36;40004;40004;36;01/01/1970;01/01/2036
1711649;041003A:36;41003;41003;36;01/01/1970;01/01/2036
1711528;130004:36;130004;130004;36;01/01/1970;01/01/2036
1711858;140004:36;140004;140004;36;01/01/1970;01/01/2036
1712256;140001A:36;140001;140001;36;01/01/1970;01/01/2036
1711021;145004:36;145004;145004;36;01/01/1970;01/01/2036
1710821;150002:36;150002;150002;36;01/01/1970;01/01/2036
1711382;009007:36;9007;9007;36;01/01/1970;01/01/2036
1711944;009011:36;9011;9011;36;01/01/1970;01/01/2036
1712363;009003A:36;9003;9003;36;01/01/1970;01/01/2036
1712580;009004A:36;9004;9004;36;01/01/1970;01/01/2036
1711615;011003:36;11003;11003;36;01/01/1970;01/01/2036
1711859;013101A:36;13101;13101;36;01/01/1970;01/01/2036
1885230;001003:36;1003;1003;36;01/01/1970;01/01/2036
1711216;015101:36;15101;15101;36;01/01/1970;01/01/2036
1711346;015002:36;15002;15002;36;01/01/1970;01/01/2036
1711407;015006:36;15006;15006;36;01/01/1970;01/01/2036
1712003;015001:36;15001;15001;36;01/01/1970;01/01/2036
1711182;016001:36;16001;16001;36;01/01/1970;01/01/2036
1711864;016013:36;16013;16013;36;01/01/1970;01/01/2036
1712543;016012:36;16012;16012;36;01/01/1970;01/01/2036
1758679;068005A:36;68005;68005;36;01/01/1970;01/01/2036
1711498;075001A:36;75001;75001;36;01/01/1970;01/01/2036
1711068;076006A:36;76006;76006;36;01/01/1970;01/01/2036
1711757;076005A:36;76005;76005;36;01/01/1970;01/01/2036
1711058;079001A:36;79001;79001;36;01/01/1970;01/01/2036
2450485;046011:36;46011;46011;36;01/01/1970;01/01/2036
2450487;046019:36;46019;46019;36;01/01/1970;01/01/2036
1712133;018003A:36;18003;18003;36;01/01/1970;01/01/2036
1711089;033002:36;33002;33002;36;01/01/1970;01/01/2036
1710793;171006A:36;171006;171006;36;01/01/1970;01/01/2036
1711879;039014:36;39014;39014;36;01/01/1970;01/01/2036
1710968;025002A:36;25002;25002;36;01/01/1970;01/01/2036
1711511;025005:36;25005;25005;36;01/01/1970;01/01/2036
1712468;102003A:36;102003;102003;36;01/01/1970;01/01/2036
1712482;012001A:36;12001;12001;36;01/01/1970;01/01/2036
1711308;145101:36;145101;145101;36;01/01/1970;01/01/2036
1710946;151002A:36;151002;151002;36;01/01/1970;01/01/2036
1711610;084001:36;84001;84001;36;01/01/1970;01/01/2036
1710855;033005A:36;33005;33005;36;01/01/1970;01/01/2036
2020759;083002A:36;83002;83002;36;01/01/1970;01/01/2036
1711468;027010:36;27010;27010;36;01/01/1970;01/01/2036
2786745;059001:36;59001;59001;36;01/01/1970;01/01/2036
1710978;063001:36;63001;63001;36;01/01/1970;01/01/2036
2805849;067006:36;67006;67006;36;01/01/1970;01/01/2036
1712354;039003:36;39003;39003;36;01/01/1970;01/01/2036
1711591;027101:36;27101;27101;36;01/01/1970;01/01/2036
1711785;027006:36;27006;27006;36;01/01/1970;01/01/2036
1712362;037007:36;37007;37007;36;01/01/1970;01/01/2036
1712553;037004:36;37004;37004;36;01/01/1970;01/01/2036
1711396;012205:36;12205;12205;36;01/01/1970;01/01/2036
1710943;040201A:36;40201;40201;36;01/01/1970;01/01/2036
1711322;040003A:36;40003;40003;36;01/01/1970;01/01/2036
1712061;040202A:36;40202;40202;36;01/01/1970;01/01/2036
1711465;041002A:36;41002;41002;36;01/01/1970;01/01/2036
1712086;041005A:36;41005;41005;36;01/01/1970;01/01/2036
1712587;041007:36;41007;41007;36;01/01/1970;01/01/2036
1711525;042006:36;42006;42006;36;01/01/1970;01/01/2036
2042521;042009:36;42009;42009;36;01/01/1970;01/01/2036
1711985;009002:36;9002;9002;36;01/01/1970;01/01/2036
1711226;011001A:36;11001;11001;36;01/01/1970;01/01/2036
1712116;011005:36;11005;11005;36;01/01/1970;01/01/2036
1712335;011002A:36;11002;11002;36;01/01/1970;01/01/2036
1711654;013003:36;13003;13003;36;01/01/1970;01/01/2036
1712101;013001:36;13001;13001;36;01/01/1970;01/01/2036
1885214;001004:36;1004;1004;36;01/01/1970;01/01/2036
1710911;007009:36;7009;7009;36;01/01/1970;01/01/2036
1711244;007012:36;7012;7012;36;01/01/1970;01/01/2036
1711269;007003:36;7003;7003;36;01/01/1970;01/01/2036
1711137;014001:36;14001;14001;36;01/01/1970;01/01/2036
1712137;015009:36;15009;15009;36;01/01/1970;01/01/2036
1711051;130002:36;130002;130002;36;01/01/1970;01/01/2036
1758677;068003:36;68003;68003;36;01/01/1970;01/01/2036
1711697;075002A:36;75002;75002;36;01/01/1970;01/01/2036
1711800;079003:36;79003;79003;36;01/01/1970;01/01/2036
1712104;046001:36;46001;46001;36;01/01/1970;01/01/2036
1712222;046009:36;46009;46009;36;01/01/1970;01/01/2036
1711862;272003A:36;272003;272003;36;01/01/1970;01/01/2036
1712334;171009A:36;171009;171009;36;01/01/1970;01/01/2036
1711107;029003:36;29003;29003;36;01/01/1970;01/01/2036
1711681;271003:36;271003;271003;36;01/01/1970;01/01/2036
1711603;065004:36;65004;65004;36;01/01/1970;01/01/2036
1712095;038006:36;38006;38006;36;01/01/1970;01/01/2036
2408029;038007:36;38007;38007;36;01/01/1970;01/01/2036
1710959;066001A:36;66001;66001;36;01/01/1970;01/01/2036
1712170;145005:36;145005;145005;36;01/01/1970;01/01/2036
1712190;151004:36;151004;151004;36;01/01/1970;01/01/2036
1711331;0238002A:36;238002;238002;36;01/01/1970;01/01/2036
2020765;083010A:36;83010;83010;36;01/01/1970;01/01/2036
2020768;083001A:36;83001;83001;36;01/01/1970;01/01/2036
1710934;027102:36;27102;27102;36;01/01/1970;01/01/2036
1711619;044003:36;44003;44003;36;01/01/1970;01/01/2036
1711641;067004:36;67004;67004;36;01/01/1970;01/01/2036
2805845;067009:36;67009;67009;36;01/01/1970;01/01/2036
2805850;067008:36;67008;67008;36;01/01/1970;01/01/2036
2805851;067003A:36;67003;67003;36;01/01/1970;01/01/2036
1712282;079005:36;79005;79005;36;01/01/1970;01/01/2036
1712414;039007:36;39007;39007;36;01/01/1970;01/01/2036
1712563;039013:36;39013;39013;36;01/01/1970;01/01/2036
2408052;039010:36;39010;39010;36;01/01/1970;01/01/2036
2408056;039005:36;39005;39005;36;01/01/1970;01/01/2036
1711223;037006:36;37006;37006;36;01/01/1970;01/01/2036
1710901;040001A:36;40001;40001;36;01/01/1970;01/01/2036
1711362;040203A:36;40203;40203;36;01/01/1970;01/01/2036
1711492;040006:36;40006;40006;36;01/01/1970;01/01/2036
1711764;040101A:36;40101;40101;36;01/01/1970;01/01/2036
1710962;041004A:36;41004;41004;36;01/01/1970;01/01/2036
1711365;041011A:36;41011;41011;36;01/01/1970;01/01/2036
2102540;042008A:36;42008;42008;36;01/01/1970;01/01/2036
1711612;009008:36;9008;9008;36;01/01/1970;01/01/2036
1711445;011006:36;11006;11006;36;01/01/1970;01/01/2036
1711168;013102A:36;13102;13102;36;01/01/1970;01/01/2036
1885216;001001:36;1001;1001;36;01/01/1970;01/01/2036
1712578;007010:36;7010;7010;36;01/01/1970;01/01/2036
1710833;009001:36;9001;9001;36;01/01/1970;01/01/2036
1710898;009005:36;9005;9005;36;01/01/1970;01/01/2036
1711850;014004:36;14004;14004;36;01/01/1970;01/01/2036
1710917;015004:36;15004;15004;36;01/01/1970;01/01/2036
1710981;015008:36;15008;15008;36;01/01/1970;01/01/2036
1711631;015007:36;15007;15007;36;01/01/1970;01/01/2036
1712028;015014:36;15014;15014;36;01/01/1970;01/01/2036
1712496;015003:36;15003;15003;36;01/01/1970;01/01/2036
1711242;016005:36;16005;16005;36;01/01/1970;01/01/2036
1712572;016003:36;16003;16003;36;01/01/1970;01/01/2036
1711391;017002:36;17002;17002;36;01/01/1970;01/01/2036
1711052;075004:36;75004;75004;36;01/01/1970;01/01/2036
1712210;075005:36;75005;75005;36;01/01/1970;01/01/2036
1711821;076001A:36;76001;76001;36;01/01/1970;01/01/2036
1712189;076007A:36;76007;76007;36;01/01/1970;01/01/2036
1711629;046012:36;46012;46012;36;01/01/1970;01/01/2036
1711694;046016:36;46016;46016;36;01/01/1970;01/01/2036
1712187;046018:36;46018;46018;36;01/01/1970;01/01/2036
1711224;171008A:36;171008;171008;36;01/01/1970;01/01/2036
1711905;171007A:36;171007;171007;36;01/01/1970;01/01/2036
1712412;171005A:36;171005;171005;36;01/01/1970;01/01/2036
1710942;065005:36;65005;65005;36;01/01/1970;01/01/2036
1711387;025004A:36;25004;25004;36;01/01/1970;01/01/2036
1711643;025011:36;25011;25011;36;01/01/1970;01/01/2036
1711380;066003A:36;66003;66003;36;01/01/1970;01/01/2036
1712080;066002A:36;66002;66002;36;01/01/1970;01/01/2036
1712010;029001A:36;29001;29001;36;01/01/1970;01/01/2036
1712575;104001:36;104001;104001;36;01/01/1970;01/01/2036
1711152;012005:36;12005;12005;36;01/01/1970;01/01/2036
1710877;145103:36;145103;145103;36;01/01/1970;01/01/2036
1711503;145006:36;145006;145006;36;01/01/1970;01/01/2036
2408047;145107:36;145107;145107;36;01/01/1970;01/01/2036
2408058;145108:36;145108;145108;36;01/01/1970;01/01/2036
1710947;084002:36;84002;84002;36;01/01/1970;01/01/2036
1711913;220002A:36;220002;220002;36;01/01/1970;01/01/2036
1710827;0238004A:36;238004;238004;36;01/01/1970;01/01/2036
2664318;031011:36;31011;31011;36;01/01/1970;01/01/2036
1711320;049001:36;49001;49001;36;01/01/1970;01/01/2036
1710994;067005:36;67005;67005;36;01/01/1970;01/01/2036
2805846;067007:36;67007;67007;36;01/01/1970;01/01/2036
2805848;067001:36;67001;67001;36;01/01/1970;01/01/2036
1712314;039012:36;39012;39012;36;01/01/1970;01/01/2036
1712374;039016:36;39016;39016;36;01/01/1970;01/01/2036
1712091;027103:36;27103;27103;36;01/01/1970;01/01/2036
1710772;037003A:36;37003;37003;36;01/01/1970;01/01/2036
1711162;037002:36;37002;37002;36;01/01/1970;01/01/2036
1712033;038002:36;38002;38002;36;01/01/1970;01/01/2036
1711311;123004:36;123004;123004;36;01/01/1970;01/01/2036
1711074;040102A:36;40102;40102;36;01/01/1970;01/01/2036
1712479;040204A:36;40204;40204;36;01/01/1970;01/01/2036
2042495;042002:36;42002;42002;36;01/01/1970;01/01/2036
2102546;042003A:36;42003;42003;36;01/01/1970;01/01/2036
1711436;013002:36;13002;13002;36;01/01/1970;01/01/2036
1711706;004001:36;4001;4001;36;01/01/1970;01/01/2036
1711931;007002:36;7002;7002;36;01/01/1970;01/01/2036
2786740;007006:36;7006;7006;36;01/01/1970;01/01/2036
2513027;014102:36;14102;14102;36;01/01/1970;01/01/2036
1710767;015103:36;15103;15103;36;01/01/1970;01/01/2036
1711965;015010:36;15010;15010;36;01/01/1970;01/01/2036
1712458;015012:36;15012;15012;36;01/01/1970;01/01/2036
1711147;016010:36;16010;16010;36;01/01/1970;01/01/2036
1711356;017001A:36;17001;17001;36;01/01/1970;01/01/2036
1711844;068002A:36;68002;68002;36;01/01/1970;01/01/2036
1712278;068004A:36;68004;68004;36;01/01/1970;01/01/2036
1852099;076003A:36;76003;76003;36;01/01/1970;01/01/2036
1711129;079004:36;79004;79004;36;01/01/1970;01/01/2036
1711438;046002:36;46002;46002;36;01/01/1970;01/01/2036
1711660;046003:36;46003;46003;36;01/01/1970;01/01/2036
1711748;033001:36;33001;33001;36;01/01/1970;01/01/2036
1712477;033004A:36;33004;33004;36;01/01/1970;01/01/2036
1711318;029002A:36;29002;29002;36;01/01/1970;01/01/2036
1711942;451003:36;451003;451003;36;01/01/1970;01/01/2036
1711449;271002:36;271002;271002;36;01/01/1970;01/01/2036
1712119;271001:36;271001;271001;36;01/01/1970;01/01/2036
1710884;065001:36;65001;65001;36;01/01/1970;01/01/2036
1711429;065007:36;65007;65007;36;01/01/1970;01/01/2036
1711233;039015:36;39015;39015;36;01/01/1970;01/01/2036
1711987;039009:36;39009;39009;36;01/01/1970;01/01/2036
1711652;025001A:36;25001;25001;36;01/01/1970;01/01/2036
1712004;025007A:36;25007;25007;36;01/01/1970;01/01/2036
1710885;066005A:36;66005;66005;36;01/01/1970;01/01/2036
1711430;332003A:36;332003;332003;36;01/01/1970;01/01/2036
1712140;332002A:36;332002;332002;36;01/01/1970;01/01/2036
1711066;046008:36;46008;46008;36;01/01/1970;01/01/2036
1711889;104002:36;104002;104002;36;01/01/1970;01/01/2036
1711815;012004:36;12004;12004;36;01/01/1970;01/01/2036
1712255;012002:36;12002;12002;36;01/01/1970;01/01/2036
1712112;145001:36;145001;145001;36;01/01/1970;01/01/2036
1711640;151001A:36;151001;151001;36;01/01/1970;01/01/2036
2591534;151005A:36;151005;151005;36;01/01/1970;01/01/2036
2020766;083005A:36;83005;83005;36;01/01/1970;01/01/2036
1710903;835020:36;835020;835020;36;01/01/1970;01/01/2036
1710958;044004:36;44004;44004;36;01/01/1970;01/01/2036
1871804;826001:36;826001;826001;36;01/01/1970;01/01/2036
1712516;027009:36;27009;27009;36;01/01/1970;01/01/2036
1710906;012203:36;12203;12203;36;01/01/1970;01/01/2036
1711623;012206:36;12206;12206;36;01/01/1970;01/01/2036
1711358;040105:36;40105;40105;36;01/01/1970;01/01/2036
1711726;040007:36;40007;40007;36;01/01/1970;01/01/2036
1712158;040005:36;40005;40005;36;01/01/1970;01/01/2036
1711903;041008:36;41008;41008;36;01/01/1970;01/01/2036
1712206;042005:36;42005;42005;36;01/01/1970;01/01/2036
2102541;042010:36;42010;42010;36;01/01/1970;01/01/2036
1711200;140005:36;140005;140005;36;01/01/1970;01/01/2036
1711756;140003A:36;140003;140003;36;01/01/1970;01/01/2036
1710951;011004:36;11004;11004;36;01/01/1970;01/01/2036
1711677;011007:36;11007;11007;36;01/01/1970;01/01/2036
1885208;001002:36;1002;1002;36;01/01/1970;01/01/2036
1710780;007001:36;7001;7001;36;01/01/1970;01/01/2036
1710796;009010:36;9010;9010;36;01/01/1970;01/01/2036
1712533;014003:36;14003;14003;36;01/01/1970;01/01/2036
1712586;014007:36;14007;14007;36;01/01/1970;01/01/2036
1711263;015105:36;15105;15105;36;01/01/1970;01/01/2036
1711924;015104:36;15104;15104;36;01/01/1970;01/01/2036
1710804;016007:36;16007;16007;36;01/01/1970;01/01/2036
1712327;016002:36;16002;16002;36;01/01/1970;01/01/2036
1712067;046010:36;46010;46010;36;01/01/1970;01/01/2036
1712135;046014:36;46014;46014;36;01/01/1970;01/01/2036
1711424;018004A:36;18004;18004;36;01/01/1970;01/01/2036
1712387;171010A:36;171010;171010;36;01/01/1970;01/01/2036
1712493;171001A:36;171001;171001;36;01/01/1970;01/01/2036
1710792;451002:36;451002;451002;36;01/01/1970;01/01/2036
2408031;038008:36;38008;38008;36;01/01/1970;01/01/2036
1710759;039004:36;39004;39004;36;01/01/1970;01/01/2036
1711207;039002:36;39002;39002;36;01/01/1970;01/01/2036
1711947;039018:36;39018;39018;36;01/01/1970;01/01/2036
1710997;025012:36;25012;25012;36;01/01/1970;01/01/2036
1711555;025009:36;25009;25009;36;01/01/1970;01/01/2036
1712420;066008A:36;66008;66008;36;01/01/1970;01/01/2036
1711598;145106:36;145106;145106;36;01/01/1970;01/01/2036
1712459;145102:36;145102;145102;36;01/01/1970;01/01/2036
1711035;151003:36;151003;151003;36;01/01/1970;01/01/2036
1712212;031006A:36;31006;31006;36;01/01/1970;01/01/2036
1712251;031007:36;31007;31007;36;01/01/1970;01/01/2036
2020773;083006A:36;83006;83006;36;01/01/1970;01/01/2036
1711647;027105:36;27105;27105;36;01/01/1970;01/01/2036
2431196;027004A:36;27004;27004;36;01/01/1970;01/01/2036
1711274;037001A:36;37001;37001;36;01/01/1970;01/01/2036
1711373;038003:36;38003;38003;36;01/01/1970;01/01/2036
1712483;012202:36;12202;12202;36;01/01/1970;01/01/2036
1710879;123006:36;123006;123006;36;01/01/1970;01/01/2036
1711064;040008:36;40008;40008;36;01/01/1970;01/01/2036
1712013;040002A:36;40002;40002;36;01/01/1970;01/01/2036
1711113;041010:36;41010;41010;36;01/01/1970;01/01/2036
1711249;041009:36;41009;41009;36;01/01/1970;01/01/2036
1712166;041001A:36;41001;41001;36;01/01/1970;01/01/2036
1711047;042004:36;42004;42004;36;01/01/1970;01/01/2036
1712209;130003:36;130003;130003;36;01/01/1970;01/01/2036
1711806;009009A:36;9009;9009;36;01/01/1970;01/01/2036
1711008;013004:36;13004;13004;36;01/01/1970;01/01/2036
1711488;013006:36;13006;13006;36;01/01/1970;01/01/2036
1711341;007007:36;7007;7007;36;01/01/1970;01/01/2036
1712176;014101:36;14101;14101;36;01/01/1970;01/01/2036
2513034;014104:36;14104;14104;36;01/01/1970;01/01/2036
1712069;015005:36;15005;15005;36;01/01/1970;01/01/2036
1711293;016009:36;16009;16009;36;01/01/1970;01/01/2036
1711885;016004:36;16004;16004;36;01/01/1970;01/01/2036
1712379;016006:36;16006;16006;36;01/01/1970;01/01/2036
1712399;123001:36;123001;123001;36;01/01/1970;01/01/2036
1711125;834096:36;834096;834096;36;01/01/1970;01/01/2036
1711002;075003A:36;75003;75003;36;01/01/1970;01/01/2036
1712106;079006A:36;79006;79006;36;01/01/1970;01/01/2036
1711012;018002A:36;18002;18002;36;01/01/1970;01/01/2036
1711172;272004A:36;272004;272004;36;01/01/1970;01/01/2036
1710872;171002A:36;171002;171002;36;01/01/1970;01/01/2036
1711534;056001:36;56001;56001;36;01/01/1970;01/01/2036
1710815;065002A:36;65002;65002;36;01/01/1970;01/01/2036
1712560;065006A:36;65006;65006;36;01/01/1970;01/01/2036
2408035;038005A:36;38005;38005;36;01/01/1970;01/01/2036
1711310;025008A:36;25008;25008;36;01/01/1970;01/01/2036
1711258;066006:36;66006;66006;36;01/01/1970;01/01/2036
2042500;029005:36;29005;29005;36;01/01/1970;01/01/2036
2042522;029004:36;29004;29004;36;01/01/1970;01/01/2036
1711502;054001:36;54001;54001;36;01/01/1970;01/01/2036
1711735;054002:36;54002;54002;36;01/01/1970;01/01/2036
1711014;046004:36;46004;46004;36;01/01/1970;01/01/2036
1711351;102002A:36;102002;102002;36;01/01/1970;01/01/2036
1711671;145003:36;145003;145003;36;01/01/1970;01/01/2036
1712462;150005:36;150005;150005;36;01/01/1970;01/01/2036
1710808;220001A:36;220001;220001;36;01/01/1970;01/01/2036
1712447;0238003A:36;238003;238003;36;01/01/1970;01/01/2036
1711117;027007:36;27007;27007;36;01/01/1970;01/01/2036
1711541;027005:36;27005;27005;36;01/01/1970;01/01/2036
1711733;027002:36;27002;27002;36;01/01/1970;01/01/2036
2431183;027001:36;27001;27001;36;01/01/1970;01/01/2036
1711873;037005:36;37005;37005;36;01/01/1970;01/01/2036
1712053;012204:36;12204;12204;36;01/01/1970;01/01/2036
1710929;040107:36;40107;40107;36;01/01/1970;01/01/2036
1712195;040103A:36;40103;40103;36;01/01/1970;01/01/2036
1712371;040205:36;40205;40205;36;01/01/1970;01/01/2036
1711384;041006A:36;41006;41006;36;01/01/1970;01/01/2036
1711825;041013:36;41013;41013;36;01/01/1970;01/01/2036
2102542;042001:36;42001;42001;36;01/01/1970;01/01/2036
1711545;140002A:36;140002;140002;36;01/01/1970;01/01/2036
1711315;150004:36;150004;150004;36;01/01/1970;01/01/2036
1712040;009006:36;9006;9006;36;01/01/1970;01/01/2036
1711104;013106A:36;13106;13106;36;01/01/1970;01/01/2036
1712490;007008:36;7008;7008;36;01/01/1970;01/01/2036
2786732;007004A:36;7004;7004;36;01/01/1970;01/01/2036
1712340;014006:36;14006;14006;36;01/01/1970;01/01/2036
1711369;015015:36;15015;15015;36;01/01/1970;01/01/2036
1712299;016011:36;16011;16011;36;01/01/1970;01/01/2036
1711130;076002A:36;76002;76002;36;01/01/1970;01/01/2036
1711548;076004A:36;76004;76004;36;01/01/1970;01/01/2036
1852100;834097:36;834097;834097;36;01/01/1970;01/01/2036
1711843;079007:36;79007;79007;36;01/01/1970;01/01/2036
1711461;046015:36;46015;46015;36;01/01/1970;01/01/2036
1711494;046006:36;46006;46006;36;01/01/1970;01/01/2036
1711728;046007:36;46007;46007;36;01/01/1970;01/01/2036
1758683;046005:36;46005;46005;36;01/01/1970;01/01/2036
1711703;018001A:36;18001;18001;36;01/01/1970;01/01/2036
1712436;018006:36;18006;18006;36;01/01/1970;01/01/2036
1711214;272005:36;272005;272005;36;01/01/1970;01/01/2036
1712569;272002A:36;272002;272002;36;01/01/1970;01/01/2036
1711990;171003A:36;171003;171003;36;01/01/1970;01/01/2036
1712373;451001:36;451001;451001;36;01/01/1970;01/01/2036
1710797;039017:36;39017;39017;36;01/01/1970;01/01/2036
1710834;039008:36;39008;39008;36;01/01/1970;01/01/2036
1711173;039011:36;39011;39011;36;01/01/1970;01/01/2036
1711256;039006:36;39006;39006;36;01/01/1970;01/01/2036
1710891;025006A:36;25006;25006;36;01/01/1970;01/01/2036
1711026;025003:36;25003;25003;36;01/01/1970;01/01/2036
1711284;025013A:36;25013;25013;36;01/01/1970;01/01/2036
1710979;046013:36;46013;46013;36;01/01/1970;01/01/2036
1711574;012003:36;12003;12003;36;01/01/1970;01/01/2036
1711969;150003:36;150003;150003;36;01/01/1970;01/01/2036
2591527;151006:36;151006;151006;36;01/01/1970;01/01/2036
1712110;084003:36;84003;84003;36;01/01/1970;01/01/2036
1712021;0238001A:36;238001;238001;36;01/01/1970;01/01/2036
1711779;031004A:36;31004;31004;36;01/01/1970;01/01/2036
2042498;031008:36;31008;31008;36;01/01/1970;01/01/2036
2664321;031010:36;31010;31010;36;01/01/1970;01/01/2036
2020762;083008A:36;83008;83008;36;01/01/1970;01/01/2036
1711070;027003:36;27003;27003;36;01/01/1970;01/01/2036
1711423;027104:36;27104;27104;36;01/01/1970;01/01/2036
1885227;044001A:36;44001;44001;36;01/01/1970;01/01/2036
1712467;049002:36;49002;49002;36;01/01/1970;01/01/2036
2431198;027011:36;27011;27011;36;01/01/1970;01/01/2036
1711602;038004:36;38004;38004;36;01/01/1970;01/01/2036
