opd_date;measure_id;act_time;act_time_hhmmss;nta_reason_code
19/01/2017;484981385225126381;65502;18:11:42;TR01
19/01/2017;484981385225331491;69562;19:19:22;TR01
19/01/2017;484981385225182200;65903;18:18:23;TR01
19/01/2017;484981385225252273;68219;18:56:59;TR01
19/01/2017;484981385225252387;68286;18:58:06;TR01
19/01/2017;484981385225126232;65351;18:09:11;TR01
19/01/2017;484981385223710085;22588;06:16:28;TR05
19/01/2017;484981385223643313;19848;05:30:48;TR05
19/01/2017;484981385225251711;67210;18:40:10;TR05
19/01/2017;484981385223983760;31475;08:44:35;TR05
19/01/2017;484981385225066320;63571;17:39:31;TR05
19/01/2017;484981385225182748;66737;18:32:17;TR05
19/01/2017;484981385224019616;32415;09:00:15;TR05
19/01/2017;484981385223643367;20051;05:34:11;TR05
19/01/2017;484981385225489071;73712;20:28:32;TR05
19/01/2017;484981385225332080;71379;19:49:39;TR05
19/01/2017;484981385223709262;21019;05:50:19;TR05
19/01/2017;484981385225332110;71422;19:50:22;TR05
19/01/2017;484981385225126248;65353;18:09:13;TR05
19/01/2017;484981385223709903;22343;06:12:23;TR05
19/01/2017;484981385225125951;64829;18:00:29;TR05
19/01/2017;484981385223709952;22401;06:13:21;TR05
19/01/2017;484981385225066577;63950;17:45:50;TR05
19/01/2017;484981385225252342;68243;18:57:23;TR05
19/01/2017;484981385223927064;31050;08:37:30;TR05
19/01/2017;484981385223709231;20950;05:49:10;TR05
19/01/2017;484981385223984226;31852;08:50:52;TR05
19/01/2017;484981385225066380;63647;17:40:47;TR05
19/01/2017;484981385223983701;31407;08:43:27;TR05
19/01/2017;484981385225182131;65848;18:17:28;TR05
19/01/2017;484981385224758936;56544;15:42:24;TR05
19/01/2017;484981385225001386;63026;17:30:26;TR05
19/01/2017;484981385225182087;65823;18:17:03;TR05
19/01/2017;484981385223926525;29817;08:16:57;TR05
19/01/2017;484981385224541804;50302;13:58:22;TR05
19/01/2017;484981385224620149;54133;15:02:13;TR05
19/01/2017;484981385224077594;35159;09:45:59;TR05
19/01/2017;484981385225252221;68116;18:55:16;TR05
19/01/2017;484981385225251531;66909;18:35:09;TR05
19/01/2017;484981385225331334;68362;18:59:22;TR05
19/01/2017;484981385223643338;19888;05:31:28;TR05
19/01/2017;484981385223841035;27070;07:31:10;TR05
19/01/2017;484981385223927037;31006;08:36:46;TR05
19/01/2017;484981385223709789;22077;06:07:57;TR05
19/01/2017;484981385224620207;54198;15:03:18;TR05
19/01/2017;484981385225251503;66899;18:34:59;TR05
19/01/2017;484981385223768527;26330;07:18:50;TR05
19/01/2017;484981385223709816;22107;06:08:27;TR05
19/01/2017;484981385224696329;56290;15:38:10;TR05
19/01/2017;484981385223643062;19123;05:18:43;TR05
19/01/2017;484981385225331722;70363;19:32:43;TR05
19/01/2017;484981385225182662;66601;18:30:01;TR05
19/01/2017;484981385225331929;71027;19:43:47;TR05
19/01/2017;484981385224619864;53468;14:51:08;TR05
19/01/2017;484981385223643263;19754;05:29:14;TR05
19/01/2017;484981385225067005;64414;17:53:34;TR05
19/01/2017;484981385223709638;21805;06:03:25;TR05
19/01/2017;484981385224076911;34055;09:27:35;TR05
19/01/2017;484981385223709759;21999;06:06:39;TR05
19/01/2017;484981385224141297;39307;10:55:07;TR05
19/01/2017;484981385225332049;71331;19:48:51;TR05
19/01/2017;484981385225066825;64175;17:49:35;TR05
19/01/2017;484981385223873214;27641;07:40:41;TR05
19/01/2017;484981385225332140;71475;19:51:15;TR05
19/01/2017;484981385224077123;34411;09:33:31;TR05
19/01/2017;484981385223926937;30709;08:31:49;TR05
19/01/2017;484981385223709428;21455;05:57:35;TR05
19/01/2017;484981385223984281;31917;08:51:57;TR05
19/01/2017;484981385223643093;19314;05:21:54;TR05
19/01/2017;484981385224444034;49663;13:47:43;TR05
19/01/2017;484981385223643484;20541;05:42:21;TR05
19/01/2017;484981385225331960;71071;19:44:31;TR05
19/01/2017;484981385224019717;32614;09:03:34;TR05
19/01/2017;484981385225067033;64422;17:53:42;TR05
19/01/2017;484981385225331622;69985;19:26:25;TR05
19/01/2017;484981385224258552;42061;11:41:01;TR05
19/01/2017;484981385223709461;21595;05:59:55;TR05
19/01/2017;484981385223873857;29165;08:06:05;TR05
19/01/2017;484981385223643456;20509;05:41:49;TR05
19/01/2017;484981385225126129;65181;18:06:21;TR05
19/01/2017;484981385223643572;20758;05:45:58;TR05
19/01/2017;484981385224020173;33124;09:12:04;TR05
19/01/2017;484981385223984577;32174;08:56:14;TR05
19/01/2017;484981385224824222;59761;16:36:01;TR05
19/01/2017;484981385225001415;63047;17:30:47;TR05
19/01/2017;484981385225182596;66518;18:28:38;TR05
19/01/2017;484981385225182396;66166;18:22:46;TR05
19/01/2017;484981385223873030;27445;07:37:25;TR05
19/01/2017;484981385224076996;34271;09:31:11;TR05
19/01/2017;484981385225182804;66783;18:33:03;TR05
19/01/2017;484981385224141062;38431;10:40:31;TR05
19/01/2017;484981385223643180;19472;05:24:32;TR05
19/01/2017;484981385224076969;34250;09:30:50;TR05
19/01/2017;484981385225489409;76968;21:22:48;TR05
19/01/2017;484981385225251623;67118;18:38:38;TR05
19/01/2017;484981385224077296;34507;09:35:07;TR05
19/01/2017;484981385224824128;59552;16:32:32;TR05
19/01/2017;484981385224542010;50855;14:07:35;TR05
19/01/2017;484981385223926668;29987;08:19:47;TR05
19/01/2017;484981385223709316;21183;05:53:03;TR05
19/01/2017;484981385223709976;22427;06:13:47;TR05
19/01/2017;484981385225126112;65139;18:05:39;TR05
19/01/2017;484981385223643515;20605;05:43:25;TR05
19/01/2017;484981385224020234;33187;09:13:07;TR05
19/01/2017;484981385223642894;18914;05:15:14;TR05
19/01/2017;484981385225489381;76963;21:22:43;TR05
19/01/2017;484981385224077412;34639;09:37:19;TR05
19/01/2017;484981385223709519;21655;06:00:55;TR05
19/01/2017;484981385223767983;25418;07:03:38;TR05
19/01/2017;484981385224541895;50750;14:05:50;TR05
19/01/2017;484981385223873131;27546;07:39:06;TR05
19/01/2017;484981385225331457;69406;19:16:46;TR05
19/01/2017;484981385224696122;55924;15:32:04;TR05
19/01/2017;484981385224824357;59800;16:36:40;TR05
19/01/2017;484981385225251891;67438;18:43:58;TR05
19/01/2017;484981385225066931;64362;17:52:42;TR05
19/01/2017;484981385223709928;22373;06:12:53;TR05
19/01/2017;484981385223643122;19401;05:23:21;TR05
19/01/2017;484981385223841064;27107;07:31:47;TR05
19/01/2017;484981385223983875;31575;08:46:15;TR05
19/01/2017;484981385225126161;65281;18:08:01;TR05
19/01/2017;484981385223709727;21934;06:05:34;TR05
19/01/2017;484981385224019744;32636;09:03:56;TR05
19/01/2017;484981385225125921;64803;18:00:03;TR05
19/01/2017;484981385223643238;19703;05:28:23;TR05
19/01/2017;484981385223984000;31694;08:48:14;TR05
19/01/2017;484981385223709344;21263;05:54:23;TR05
19/01/2017;484981385223643545;20717;05:45:17;TR05
19/01/2017;484981385225332268;72195;20:03:15;TR05
19/01/2017;484981385223643007;19083;05:18:03;TR05
19/01/2017;484981385225489691;81092;22:31:32;TR05
19/01/2017;484981385225000928;62615;17:23:35;TR05
19/01/2017;484981385224542186;51230;14:13:50;TR05
19/01/2017;484981385225251561;66973;18:36:13;TR05
19/01/2017;484981385224444267;50029;13:53:49;TR05
19/01/2017;484981385225251949;67496;18:44:56;TR05
19/01/2017;484981385225182466;66246;18:24:06;TR05
19/01/2017;484981385223926381;29659;08:14:19;TR05
19/01/2017;484981385223642921;18942;05:15:42;TR05
19/01/2017;484981385223873105;27512;07:38:32;TR05
19/01/2017;484981385224019467;32265;08:57:45;TR05
19/01/2017;484981385223841180;27344;07:35:44;TR05
19/01/2017;484981385224898495;60158;16:42:38;TR05
19/01/2017;484981385224695971;55673;15:27:53;TR05
19/01/2017;484981385223767928;25338;07:02:18;TR05
19/01/2017;484981385223983617;31332;08:42:12;TR05
19/01/2017;484981385223643211;19605;05:26:45;TR05
19/01/2017;484981385224077072;34327;09:32:07;TR05
19/01/2017;484981385224077181;34461;09:34:21;TR05
19/01/2017;484981385223709290;21108;05:51:48;TR05
19/01/2017;484981385224019860;32756;09:05:56;TR05
19/01/2017;484981385225252007;67615;18:46:55;TR05
19/01/2017;484981385225252205;68110;18:55:10;TR05
19/01/2017;484981385224077238;34483;09:34:43;TR05
19/01/2017;484981385223709579;21745;06:02:25;TR05
19/01/2017;484981385224759110;56865;15:47:45;TR05
19/01/2017;484981385223643393;20135;05:35:35;TR05
19/01/2017;484981385223984352;31983;08:53:03;TR05
19/01/2017;484981385225251682;67194;18:39:54;TR05
19/01/2017;484981385223709399;21383;05:56:23;TR05
19/01/2017;484981385223642869;18883;05:14:43;TR05
19/01/2017;484981385225000898;62531;17:22:11;TR05
19/01/2017;484981385225000696;62144;17:15:44;TR05
19/01/2017;484981385223873936;29401;08:10:01;TR05
19/01/2017;484981385224258789;43853;12:10:53;TR05
19/01/2017;484981385224020358;33543;09:19:03;TR05
19/01/2017;484981385223710058;22574;06:16:14;TR05
19/01/2017;484981385224141241;39193;10:53:13;TR05
19/01/2017;484981385223709845;22177;06:09:37;TR05
19/01/2017;484981385224140750;37144;10:19:04;TR05
19/01/2017;484981385225182367;66105;18:21:45;TR05
19/01/2017;484981385223984519;32125;08:55:25;TR05
19/01/2017;484981385225182508;66297;18:24:57;TR05
19/01/2017;484981385223643419;20198;05:36:38;TR05
19/01/2017;484981385225125980;64876;18:01:16;TR05
19/01/2017;484981385225001498;63142;17:32:22;TR05
19/01/2017;484981385225066260;63509;17:38:29;TR05
19/01/2017;484981385223643289;19815;05:30:15;TR05
19/01/2017;484981385223983846;31546;08:45:46;TR05
19/01/2017;484981385225489309;76544;21:15:44;TR04
19/01/2017;484981385225182277;66027;18:20:27;TR04
19/01/2017;484981385225252041;67743;18:49:03;TR04
19/01/2017;484981385225489278;76514;21:15:14;TR04
19/01/2017;484981385224140381;36256;10:04:16;TR04
19/01/2017;484981385223840543;26590;07:23:10;TR02
19/01/2017;484981385223767763;25204;07:00:04;TR02
19/01/2017;484981385225181834;65597;18:13:17;TR02
19/01/2017;484981385224759381;57359;15:55:59;TR02
19/01/2017;484981385223840454;26543;07:22:23;TR02
19/01/2017;484981385224944831;61427;17:03:47;TR02
19/01/2017;484981385224898786;60303;16:45:03;TR02
19/01/2017;484981385225001285;62952;17:29:12;TR02
19/01/2017;484981385223841231;27400;07:36:40;TR02
19/01/2017;484981385223767820;25270;07:01:10;TR02
19/01/2017;484981385224695798;55553;15:25:53;TR02
19/01/2017;484981385223983672;31391;08:43:11;TR02
19/01/2017;484981385223840424;26492;07:21:32;TR02
19/01/2017;484981385223841153;27340;07:35:40;TR02
19/01/2017;484981385223841003;26963;07:29:23;TR02
19/01/2017;484981385223840711;26680;07:24:40;TR02
19/01/2017;484981385224898628;60207;16:43:27;TR02
19/01/2017;484981385225066205;63447;17:37:27;TR02
19/01/2017;484981385223767902;25306;07:01:46;TR02
19/01/2017;484981385225331362;68369;18:59:29;TR03
19/01/2017;484981385224759817;57888;16:04:48;TR03
19/01/2017;484981385225331651;70003;19:26:43;TR03
19/01/2017;484981385224945020;61554;17:05:54;TR03
19/01/2017;484981385224945127;61606;17:06:46;TR03
19/01/2017;484981385223984548;32158;08:55:58;TR03
19/01/2017;484981385224077446;34787;09:39:47;TR03
19/01/2017;484981385223873300;27769;07:42:49;TR03
19/01/2017;484981385225331560;69842;19:24:02;TR03
19/01/2017;484981385225125631;64567;17:56:07;TR03
19/01/2017;484981385223873268;27729;07:42:09;TR03
19/01/2017;484981385224542624;52376;14:32:56;AC00
19/01/2017;484981385224258829;44193;12:16:33;ST02
19/01/2017;484981385224443575;47335;13:08:55;ST02
19/01/2017;484981385224444184;49944;13:52:24;ST02
19/01/2017;484981385224696030;55721;15:28:41;ST02
19/01/2017;484981385224542040;50926;14:08:46;ST02
19/01/2017;484981385224444344;50148;13:55:48;ST02
19/01/2017;484981385224695548;55108;15:18:28;ST02
19/01/2017;484981385224619947;53632;14:53:52;ST02
19/01/2017;484981385224443602;47384;13:09:44;ST02
19/01/2017;484981385224077681;35400;09:50:00;ST02
19/01/2017;484981385224619976;53731;14:55:31;ST02
19/01/2017;484981385224258369;41027;11:23:47;AC00
19/01/2017;484981385224542126;51151;14:12:31;ST02
19/01/2017;484981385224620549;54681;15:11:21;ST02
19/01/2017;484981385224619573;52540;14:35:40;ST02
19/01/2017;484981385224443861;48621;13:30:21;ST02
19/01/2017;484981385224542344;51541;14:19:01;ST02
19/01/2017;484981385224258180;39905;11:05:05;ST02
19/01/2017;484981385224620579;54742;15:12:22;ST02
19/01/2017;484981385224020323;33332;09:15:32;AC00
19/01/2017;484981385224620405;54463;15:07:43;ST02
19/01/2017;484981385224258095;39566;10:59:26;ST02
19/01/2017;484981385224898378;60041;16:40:41;ST02
19/01/2017;484981385225001036;62782;17:26:22;ST02
19/01/2017;484981385224443550;47307;13:08:27;ST02
19/01/2017;484981385223767591;24225;06:43:45;ST02
19/01/2017;484981385224443793;48466;13:27:46;ST02
19/01/2017;484981385224542692;52481;14:34:41;ST02
19/01/2017;484981385224443836;48603;13:30:03;ST02
19/01/2017;484981385224259016;45679;12:41:19;ST02
19/01/2017;484981385224258306;40699;11:18:19;ST02
19/01/2017;484981385225066885;64257;17:50:57;ST02
19/01/2017;484981385224542066;50964;14:09:24;ST02
19/01/2017;484981385225000867;62509;17:21:49;ST02
19/01/2017;484981385224620098;54077;15:01:17;AC00
19/01/2017;484981385224444429;50262;13:57:42;ST02
19/01/2017;484981385224542545;52202;14:30:02;ST02
19/01/2017;484981385224944332;60755;16:52:35;ST02
19/01/2017;484981385224140695;37064;10:17:44;ST02
19/01/2017;484981385223873393;27975;07:46:15;ST02
19/01/2017;484981385224443525;47295;13:08:15;ST02
19/01/2017;484981385224542528;52172;14:29:32;ST02
19/01/2017;484981385224695490;54961;15:16:01;ST02
19/01/2017;484981385225489187;74727;20:45:27;ST02
19/01/2017;484981385224542599;52360;14:32:40;AC00
19/01/2017;484981385224020111;33020;09:10:20;ST02
19/01/2017;484981385224141210;39022;10:50:22;ST02
19/01/2017;484981385224695943;55664;15:27:44;ST02
19/01/2017;484981385225000667;62070;17:14:30;ST02
19/01/2017;484981385225331528;69724;19:22:04;ST02
19/01/2017;484981385223873799;29008;08:03:28;ST02
19/01/2017;484981385224944552;61118;16:58:38;ST02
19/01/2017;484981385224258253;40550;11:15:50;ST02
19/01/2017;484981385224443676;47443;13:10:43;ST02
19/01/2017;484981385224443627;47414;13:10:14;ST02
19/01/2017;484981385224077627;35364;09:49:24;ST02
19/01/2017;484981385225126038;64901;18:01:41;ST02
19/01/2017;484981385224542095;51048;14:10:48;ST03
19/01/2017;484981385224258946;45240;12:34:00;ST03
19/01/2017;484981385223984490;32113;08:55:13;ST03
19/01/2017;484981385224542156;51159;14:12:39;ST03
19/01/2017;484981385224020449;33793;09:23:13;ST03
19/01/2017;484981385224077354;34573;09:36:13;ST03
19/01/2017;484981385224944263;60713;16:51:53;ST03
19/01/2017;484981385224140499;36485;10:08:05;ST03
19/01/2017;484981385225332018;71283;19:48:03;ST03
19/01/2017;484981385224444212;50004;13:53:24;ST03
19/01/2017;484981385225489531;78047;21:40:47;ST03
19/01/2017;484981385224620432;54493;15:08:13;ST03
19/01/2017;484981385224696108;55923;15:32:03;ST03
19/01/2017;484981385224823411;58104;16:08:24;ST03
19/01/2017;484981385224696187;56151;15:35:51;ST03
