depot;vehicle_id;vehicle_short_name;opd_date
CF;1000110;33416;19/01/2017
HN;1000111;33418;19/01/2017
SL;1000113;33420;19/01/2017
SL;1000115;33422;19/01/2017
SL;1000116;33424;19/01/2017
SL;1000117;33426;19/01/2017
SL;1000118;33428;19/01/2017
PO;1000120;33430;19/01/2017
PO;1000122;33432;19/01/2017
PO;1000124;33434;19/01/2017
PO;1000126;33436;19/01/2017
PO;1000128;33438;19/01/2017
PO;1000130;33440;19/01/2017
PO;1000132;33442;19/01/2017
PO;1000134;33444;19/01/2017
PO;1000135;33446;19/01/2017
HN;1000136;33448;19/01/2017
PO;1000138;33450;19/01/2017
HN;1000140;33452;19/01/2017
HN;1000142;33454;19/01/2017
HN;1000144;33456;19/01/2017
HN;1000146;33458;19/01/2017
RD;1000148;33460;19/01/2017
SL;1000150;33462;19/01/2017
D1;1000152;33464;19/01/2017
D1;1000154;33466;19/01/2017
D1;1000156;33468;19/01/2017
RD;1000158;33470;19/01/2017
RD;1000160;33472;19/01/2017
RD;1000162;33474;19/01/2017
RD;1000164;33476;19/01/2017
RD;1000166;33478;19/01/2017
RD;1000168;33480;19/01/2017
PO;1000170;40002;19/01/2017
RD;1000171;33482;19/01/2017
PO;1000173;40004;19/01/2017
RD;1000174;33484;19/01/2017
PO;1000176;40006;19/01/2017
RD;1000177;33486;19/01/2017
PO;1000180;40008;19/01/2017
RD;1000181;33488;19/01/2017
PO;1000183;40010;19/01/2017
RD;1000184;33490;19/01/2017
HN;1000186;40012;19/01/2017
RD;1000187;33492;19/01/2017
HN;1000189;40014;19/01/2017
RD;1000190;33494;19/01/2017
PO;1000193;33496;19/01/2017
HN;1000195;40018;19/01/2017
HN;1000198;40020;19/01/2017
HN;1000201;40022;19/01/2017
HN;1000202;33502;19/01/2017
HN;1000204;40024;19/01/2017
HN;1000205;33504;19/01/2017
HN;1000208;33506;19/01/2017
HN;1000211;33508;19/01/2017
SL;1000213;40030;19/01/2017
HN;1000340;38072;19/01/2017
HN;1000343;38074;19/01/2017
CF;1000345;38076;19/01/2017
CF;1000348;38078;19/01/2017
CF;1000351;38080;19/01/2017
CF;1000354;38082;19/01/2017
CF;1000357;38084;19/01/2017
CF;1000360;38086;19/01/2017
CF;1000363;38088;19/01/2017
D1;1000366;38090;19/01/2017
D1;1000369;38092;19/01/2017
D1;1000372;38094;19/01/2017
D1;1000375;38096;19/01/2017
D1;1000377;38098;19/01/2017
D1;1000379;38100;19/01/2017
PO;1000382;33212;19/01/2017
PO;1000389;33224;19/01/2017
HN;1000415;33274;19/01/2017
HN;1000417;33278;19/01/2017
HN;1000418;33280;19/01/2017
CF;1000420;33284;19/01/2017
CF;1000421;33286;19/01/2017
CD;1000422;33288;19/01/2017
CD;1000424;33292;19/01/2017
CD;1000425;33294;19/01/2017
CD;1000426;33296;19/01/2017
SL;1000428;33300;19/01/2017
SL;1000429;33302;19/01/2017
PO;1000431;33306;19/01/2017
PO;1000432;33308;19/01/2017
PO;1000433;33310;19/01/2017
PO;1000435;33314;19/01/2017
CF;1000436;33316;19/01/2017
RD;1000438;33320;19/01/2017
HN;1000440;33322;19/01/2017
HN;1000442;33324;19/01/2017
HN;1000443;33326;19/01/2017
D1;1000446;33330;19/01/2017
D1;1000447;33332;19/01/2017
SL;1000449;33336;19/01/2017
SL;1000451;33338;19/01/2017
SL;1000453;33340;19/01/2017
HN;1000454;33342;19/01/2017
CF;1000457;33346;19/01/2017
D1;1000458;33348;19/01/2017
CD;1000460;33352;19/01/2017
CD;1000461;33354;19/01/2017
CD;1000464;33358;19/01/2017
CD;1000465;33360;19/01/2017
PO;1000467;33364;19/01/2017
PO;1000468;33366;19/01/2017
PO;1000469;33368;19/01/2017
PO;1000471;33372;19/01/2017
HN;1000472;35002;19/01/2017
HN;1000474;35004;19/01/2017
PO;1000476;33376;19/01/2017
HN;1000478;33378;19/01/2017
HN;1000479;35008;19/01/2017
HN;1000481;35010;19/01/2017
PO;1000482;33382;19/01/2017
RD;1000483;33384;19/01/2017
D1;1000485;33388;19/01/2017
D1;1000489;33392;19/01/2017
D1;1000490;33394;19/01/2017
D1;1000492;33398;19/01/2017
CD;1000494;33400;19/01/2017
CD;1000496;33404;19/01/2017
CD;1000497;33406;19/01/2017
CD;1000499;33410;19/01/2017
CD;1000501;33412;19/01/2017
RD;1000503;33414;19/01/2017
D2;1000556;36001;19/01/2017
D2;1000558;36003;19/01/2017
D2;1000560;36005;19/01/2017
D2;1000562;36007;19/01/2017
D2;1000564;36009;19/01/2017
D2;1000566;36011;19/01/2017
D2;1000568;36013;19/01/2017
D2;1000570;36015;19/01/2017
D2;1000572;36017;19/01/2017
D2;1000574;36019;19/01/2017
D2;1000576;36021;19/01/2017
D2;1000578;36023;19/01/2017
D2;1000580;36025;19/01/2017
D2;1000582;36027;19/01/2017
D2;1000584;36029;19/01/2017
D2;1000586;36031;19/01/2017
D2;1000588;36033;19/01/2017
D2;1000590;36035;19/01/2017
PO;1000592;36037;19/01/2017
PO;1000596;36041;19/01/2017
PO;1000599;36045;19/01/2017
PO;1000603;36049;19/01/2017
PO;1000607;36053;19/01/2017
PO;1000609;36055;19/01/2017
PO;1000611;36057;19/01/2017
PO;1000613;36061;19/01/2017
PO;1000614;36063;19/01/2017
PO;1000615;36065;19/01/2017
PO;1000617;36069;19/01/2017
D2;1000639;28051;19/01/2017
PO;1000665;33051;19/01/2017
PO;1000666;33053;19/01/2017
PO;1000672;33065;19/01/2017
PO;1000686;33093;19/01/2017
RD;1000694;38001;19/01/2017
SL;1000216;40032;19/01/2017
SL;1000218;40034;19/01/2017
PO;1000219;33514;19/01/2017
SL;1000220;40036;19/01/2017
SL;1000222;40038;19/01/2017
RD;1000223;33518;19/01/2017
SL;1000224;40040;19/01/2017
SL;1000226;40042;19/01/2017
D1;1000227;33522;19/01/2017
SL;1000229;40044;19/01/2017
D1;1000230;33524;19/01/2017
D1;1000233;33526;19/01/2017
D1;1000236;33528;19/01/2017
SL;1000238;40050;19/01/2017
CD;1000241;33532;19/01/2017
D1;1000243;33534;19/01/2017
HN;1000245;33536;19/01/2017
D1;1000247;33538;19/01/2017
D1;1000249;33540;19/01/2017
D1;1000251;33542;19/01/2017
HN;1000255;33546;19/01/2017
HN;1000259;33550;19/01/2017
HN;1000261;33552;19/01/2017
D1;1000263;33554;19/01/2017
HN;1000265;33556;19/01/2017
D2;1000266;36002;19/01/2017
D2;1000269;36004;19/01/2017
D2;1000272;36006;19/01/2017
PO;1000274;33562;19/01/2017
PO;1000277;33564;19/01/2017
PO;1000280;33566;19/01/2017
D2;1000281;36012;19/01/2017
PO;1000283;33568;19/01/2017
D2;1000284;36014;19/01/2017
PO;1000286;33570;19/01/2017
D2;1000287;36016;19/01/2017
D2;1000290;36018;19/01/2017
D2;1000293;36020;19/01/2017
PO;1000295;33576;19/01/2017
PO;1000298;33578;19/01/2017
D2;1000299;36024;19/01/2017
PO;1000301;33580;19/01/2017
D2;1000302;36026;19/01/2017
PO;1000304;33582;19/01/2017
D2;1000305;36028;19/01/2017
SL;1000307;38042;19/01/2017
HN;1000309;38044;19/01/2017
SL;1000311;38046;19/01/2017
SL;1000313;38048;19/01/2017
PO;1000315;38050;19/01/2017
CD;1000318;38052;19/01/2017
PO;1000319;33162;19/01/2017
CD;1000321;38054;19/01/2017
CD;1000323;38056;19/01/2017
CD;1000325;38058;19/01/2017
CD;1000327;38060;19/01/2017
PO;1000328;33170;19/01/2017
RD;1000329;38062;19/01/2017
PO;1000330;33172;19/01/2017
CD;1000331;38064;19/01/2017
HN;1000333;38066;19/01/2017
PO;1000334;33176;19/01/2017
HN;1000335;38068;19/01/2017
HN;1000337;38070;19/01/2017
PO;1000823;33267;19/01/2017
HN;1000827;33275;19/01/2017
HN;1000828;33277;19/01/2017
HN;1000830;33281;19/01/2017
HN;1000831;33283;19/01/2017
CF;1000832;33285;19/01/2017
CD;1000834;33289;19/01/2017
CD;1000835;33291;19/01/2017
CD;1000836;33293;19/01/2017
CD;1000838;33297;19/01/2017
SL;1000839;33299;19/01/2017
SL;1000841;33303;19/01/2017
PO;1000842;33305;19/01/2017
PO;1000843;33307;19/01/2017
PO;1000845;33311;19/01/2017
PO;1000846;33313;19/01/2017
RD;1000848;33317;19/01/2017
RD;1000849;33319;19/01/2017
HN;1000850;33321;19/01/2017
HN;1000852;33325;19/01/2017
D1;1000853;33327;19/01/2017
D1;1000854;33329;19/01/2017
D1;1000856;33331;19/01/2017
SL;1000857;33333;19/01/2017
SL;1000860;33337;19/01/2017
SL;1000861;33339;19/01/2017
HN;1000863;33343;19/01/2017
D1;1000864;33345;19/01/2017
D1;1000866;33349;19/01/2017
CD;1000867;33351;19/01/2017
CD;1000868;33353;19/01/2017
CD;1000870;33357;19/01/2017
