measure_id;trip_id;line_code;pattern_long_name;point_first;point_last;point_first_seq_no;point_last_seq_no;event_no;regulation_kilometres
484981385206965215;1920522;185;00841002;4282;4156;24;46;;9.497
484981385206965215;980629;185;00841002;4282;1339084;24;47;;-9.723
484981385206752047;2760108;83;00831001;1065041;1510369;60;66;;6.249
484981385206807703;942540;83;083A1001;1510369;1013720;67;68;;-.134
484981385205676436;2024656;83;00831001;4890;1510369;57;66;;7.434
484981385206807703;2750755;83;083A1001;1510369;1510369;67;67;;0
484981385205402995;2764663;83;00830001;1009891;1136107;37;66;;7.249
484981385206296596;;83;083A1001;1136107;1013720;0;68;;23.997
484981385206898700;2759082;83;083A0001;1013514;1136107;0;70;;23.531
484981385206752047;907290;83;00831001;1065041;1013720;60;67;;-6.383
484981385205676436;986970;83;00831001;4890;1013720;57;67;;-7.568
484981385206657622;2750189;122;01220001;1001398;1001415;0;10;;3.386
484981385207040622;2751291;122;01221001;1001436;1257938;27;29;;1.143
484981385206657895;2762729;122;01220001;1001398;1051660;0;19;;5.982
484981385206657926;2764191;122;01220001;1001398;1001415;0;10;;3.386
484981385206592057;2757520;122;01220001;1001398;1193129;0;4;;1.469
484981385207040622;948884;122;01221001;1001436;1311893;27;30;;-1.591
484981385206494485;2760730;122;01220001;1001398;1193129;0;4;;1.469
484981385206494928;2761650;122;01220001;1001398;1001412;0;5;;1.86
484981385205531994;2752061;123;01231001;1001394;1001471;0;15;;3.84
484981385205531963;2752059;123;01230001;1001410;1001408;30;43;;3.573
484981385205532530;2751535;123;01230001;1001405;1378;0;18;;4.479
484981385205531904;2760491;123;01230001;1001405;1378;0;18;;4.479
484981385206773059;2755343;123;01230001;1001454;1378;16;18;;.642
484981385206657751;2762080;123;01230001;1467;1378;15;18;;.881
484981385205612964;2757862;123;01231001;35004;1001404;17;46;;8.295
484981385205403373;947466;25;025B0002;1229340;1086416;0;40;1736029016;-21.811
484981385205403480;960108;25;025A0002;1229340;1193118;0;40;1736197991;-19.647
484981385205403507;2419097;25;025A0002;1229340;1193118;0;40;;19.647
484981385205127275;952194;25;025A1002;1247115;1247139;13;39;1736197951;-15.386
484981385205464144;961880;25;025A0002;1229340;1193118;0;40;;-19.647
484981385205127980;2284931;25;025A1002;1193060;1247076;0;17;;6.195
484981385205403399;2419716;25;025B0002;1229340;1086416;0;40;;21.811
484981385205127325;901405;25;025A1002;1247115;1247139;13;39;1735901475;-15.386
484981385206378011;933257;25;025B1002;1086440;2281405;0;34;1736178204;-18.86
484981385206378011;933257;25;025B1002;1086440;2281405;0;34;1736178116;-18.86
484981385205204057;2421532;25;025A0002;1229340;7588;0;5;;1.419
484981385206378065;2284127;25;025B1002;1086440;1229350;0;20;;8.253
484981385205127949;2779108;25;025A0002;1229340;1193118;0;40;;19.647
484981385205531687;2412107;25;025A0002;1229340;1193118;0;40;;19.647
484981385205203997;2428651;25;025B0002;1229340;7588;0;5;;1.419
484981385205127381;2428647;25;025A0002;1229340;1193118;0;40;;19.647
484981385205464088;2413472;25;025B0002;1229340;1086416;0;40;;21.811
484981385205127613;941837;25;025A1002;1193062;1247139;12;39;1737010661;-15.764
484981385205127920;964877;25;025A1002;1193060;1247139;0;39;;-19.83
484981385205127920;912786;25;025A0002;1247116;1193118;6;40;1736031366;-17.58
484981385205402937;2298159;25;025B1002;1086440;1229345;0;19;;8.12
484981385205127698;978228;25;025B1002;1086440;1247139;0;39;1736178204;-20.841
484981385205127698;978228;25;025B1002;1086440;1247139;0;39;1736178116;-20.841
484981385205464293;912546;25;025A0002;1229340;1193118;0;40;1735877039;-19.647
484981385205127736;930858;25;025A0002;1229340;1193118;0;40;1736178158;-19.647
484981385205464058;932940;25;025B0002;1229340;1086416;0;40;1736184025;-21.811
484981385205127300;962861;25;025A1002;1247115;1247139;13;39;1736175390;-15.386
484981385205127583;941219;25;025A0002;1229340;1193118;0;40;1737017962;-19.647
484981385205531875;2290968;25;025B1002;1086440;1247139;0;39;;20.841
484981385206898891;2417269;25;025A0002;1229340;7588;0;5;;1.419
484981385206898891;2292838;25;025A1002;2281405;1247139;34;39;;1.981
484981385205203938;2417266;25;025A0002;1229340;7588;0;5;;1.419
484981385205127353;902804;25;025A0002;1229340;1193118;0;40;1739122010;-19.647
484981385205203880;2417463;25;025B0002;1229340;7588;0;5;;1.419
484981385206772825;2415174;25;025A0002;1229340;7588;0;5;;1.419
484981385205464346;2426912;25;025A0002;1229340;1193009;0;17;;10.056
484981385205203820;2424271;25;025A0002;1229340;1193118;0;40;;19.647
484981385206168030;2424269;25;025A1002;2281405;1247139;34;39;;1.981
484981385205464172;2424260;25;025A0002;1229340;1193118;0;40;;19.647
484981385205265131;2294424;26;00661002;1229377;5056;0;27;;14.744
484981385206773623;2291986;26;00261002;1229360;1229374;0;25;;9.93
484981385206898817;1752586;26;00260001;1229340;1229360;0;28;;10.775
484981385206772937;2289524;26;00261002;1229360;1229374;0;25;;9.93
484981385205402794;914318;26;00260001;1229340;1229360;0;28;1735789403;-10.775
484981385205264999;947263;26;00661002;1229377;1229374;0;52;;-26.348
484981385206898758;2292696;26;066A1002;1229355;1229374;4;45;;17.792
484981385205402821;1753815;26;00260001;1229340;1229360;0;28;;10.775
484981385206899109;2757178;27;00270004;1013614;1051531;0;90;;28.617
484981385205532441;2757171;27;00271001;1051594;2370;0;21;;7.476
484981385206591728;2752144;27;077A1001;1051540;1051438;0;67;;23.887
484981385206591728;2752142;27;077A0001;1051601;1051455;0;72;;24.026
484981385205612811;2759172;27;00270004;1030210;1051531;40;90;;16.891
484981385205531593;2759172;27;00270004;1013614;1005740;0;39;;11.142
484981385205464943;2759171;27;00271001;515;1013614;50;87;;11.19
484981385206167951;2765210;27;00270004;1013614;1005740;0;39;;11.142
484981385206167951;2765209;27;00271001;1051594;1013614;0;87;;28.794
484981385206167688;2765209;27;00271001;1051594;311001;0;46;;15.932
484981385206657062;2764346;27;00271001;1051594;1013614;0;87;;28.794
484981385206657062;2764344;27;00270004;1229361;1051531;41;90;;16.729
484981385206168250;2764702;27;077A1001;1051540;1051438;0;67;;23.887
484981385206168250;2764700;27;077A0001;1051601;1051455;0;72;;24.026
484981385205264384;2757839;27;077A1001;7043;1051438;45;67;;6.66
484981385206296627;2759752;27;00270004;1030210;1051531;40;90;;16.891
484981385206494866;2738714;130;01300002;1013664;1003878;0;7;;1.842
484981385206377854;940160;130;01300002;1013664;1013484;0;37;1736169527;-10.308
484981385206377854;998259;130;01301002;1013539;1013759;0;37;1736169483;-10.252
484981385206377763;2739064;130;01301002;1013539;1733;0;21;;5.847
484981385206689748;1756941;27B;027B0001;1003850;1510369;41;42;;2.803
484981385205876443;1756713;27B;027B0001;1510369;1510369;42;42;;0
484981385206494513;957778;27B;027B0001;1013613;1013709;0;36;1735744068;-11.017
484981385205532202;2327736;27B;027B1009;1013505;1051611;0;38;;11.064
484981385205876443;927914;27B;027B0001;1510369;1013720;42;43;;-.134
484981385206369743;948929;27B;027B0001;1003850;1013720;41;43;;-2.937
484981385206689748;912833;27B;027B0001;1003850;1013720;41;43;;-2.937
484981385206494619;1722600;27B;027B0001;1013613;1005700;0;15;;-4.694
484981385206494540;1722600;27B;027B0001;1013613;1005700;0;15;;4.694
484981385206369743;1722596;27B;027B0001;1003850;1510369;41;42;;2.803
484981385206495100;2521389;14;00140002;1003786;1257998;0;75;;21.153
484981385206495100;2521388;14;00141002;496;1003786;47;72;;7.541
484981385205127804;2348091;65B;00651003;1051635;1051640;0;47;;21.534
484981385206464416;2341269;65B;065B1001;311001;311001;55;55;;0
484981385206464416;949801;65B;065B1001;311001;2237085;55;56;;-.862
484981385205127777;999517;65B;00651003;1051635;2237085;0;76;1736073532;-31.64
484981385205127749;976523;65B;00650003;1393035;1051436;1;73;1736073458;-30.387
484981385205402704;2793669;7;007A1001;538005;1311978;46;64;;7.039
484981385205769454;962610;7;007A1001;1051612;1311978;61;64;;-2.688
484981385205531746;998152;7;00070006;1311978;2786719;0;55;1736048795;-21.604
484981385205769454;2800756;7;007A1001;1051612;1045900;61;63;;1.426
484981385206167984;1730586;75;00750001;4636;1257986;59;77;;5.512
484981385206657385;1730408;75;00750001;1051575;5132;0;21;;8.676
484981385206591521;1717804;75;00750002;1051575;1051500;0;13;;6.091
484981385206168099;1717800;75;00750001;1211618;1257986;56;77;;6.548
484981385205612638;;75;00750001;1051575;1257986;0;77;;25.348
484981385205612493;958535;75;00750001;1051575;1257986;0;77;;-25.348
484981385206773655;1744755;75;00750001;1051575;2860;0;38;;13.522
484981385205612464;1726978;75;00750001;1051575;4712;0;30;;11.427
484981385206592289;2414452;140;01400003;1065034;1051497;0;24;;9.923
484981385206591678;;140;01401003;1013533;1065034;0;46;;15.449
484981385205265024;940414;140;01401003;1013533;1065034;0;46;;-15.449
484981385206591615;;140;01400003;1065034;1013467;0;43;;15.279
484981385205264707;977215;140;01400003;1065034;1013467;0;43;;-15.279
484981385205612668;974609;140;01401003;1013533;1065034;0;46;;-15.449
484981385205264680;937581;140;01400003;1065034;1013467;0;43;;-15.279
484981385206592250;2411482;140;01401003;1013533;1013616;0;10;;2.743
484981385206592156;2411479;140;01400003;1065003;1013467;26;43;;4.566
