vehicle_id;vehicle_code;short_name;valid_from;valid_until
1001211;AX581;33581;01/01/1970;01/01/2036
1001214;AX587;33587;01/01/1970;01/01/2036
1001218;AX595;33595;01/01/1970;01/01/2036
1001221;AX601;33601;01/01/1970;01/01/2036
1001225;AX609;33609;01/01/1970;01/01/2036
1001229;AX617;33617;01/01/1970;01/01/2036
1001232;AX623;33623;01/01/1970;01/01/2036
1001236;AX631;33631;01/01/1970;01/01/2036
1001239;AX637;33637;01/01/1970;01/01/2036
1001243;AX645;33645;01/01/1970;01/01/2036
1001268;RA247;24247;01/01/1970;01/01/2036
1001099;AV407;33407;01/01/1970;01/01/2036
1001100;AV409;33409;01/01/1970;01/01/2036
1001101;AV411;33411;01/01/1970;01/01/2036
1001102;AV413;33413;01/01/1970;01/01/2036
1001103;AV415;33415;01/01/1970;01/01/2036
1001104;AV417;33417;01/01/1970;01/01/2036
1001105;AV419;33419;01/01/1970;01/01/2036
1001106;AV421;33421;01/01/1970;01/01/2036
1001107;AV423;33423;01/01/1970;01/01/2036
1001108;AV425;33425;01/01/1970;01/01/2036
1001109;AV427;33427;01/01/1970;01/01/2036
1001110;AV429;33429;01/01/1970;01/01/2036
1001111;AV431;33431;01/01/1970;01/01/2036
1001112;AV433;33433;01/01/1970;01/01/2036
1001113;AV435;33435;01/01/1970;01/01/2036
1001114;AV437;33437;01/01/1970;01/01/2036
1001115;AV439;33439;01/01/1970;01/01/2036
1001116;AV441;33441;01/01/1970;01/01/2036
1001117;AV443;33443;01/01/1970;01/01/2036
1001118;AV445;33445;01/01/1970;01/01/2036
1001119;AV447;33447;01/01/1970;01/01/2036
1001120;AX449;33449;01/01/1970;01/01/2036
1001121;AX451;33451;01/01/1970;01/01/2036
1001122;AX453;33453;01/01/1970;01/01/2036
1001123;AX455;33455;01/01/1970;01/01/2036
1001124;AX457;33457;01/01/1970;01/01/2036
1001125;AX459;33459;01/01/1970;01/01/2036
1001126;AX461;33461;01/01/1970;01/01/2036
1001127;AX463;33463;01/01/1970;01/01/2036
1001128;AX465;33465;01/01/1970;01/01/2036
1001129;AX467;33467;01/01/1970;01/01/2036
1001130;AX469;33469;01/01/1970;01/01/2036
1001131;AX471;33471;01/01/1970;01/01/2036
1001132;AX473;33473;01/01/1970;01/01/2036
1001133;AX475;33475;01/01/1970;01/01/2036
1001134;AX477;33477;01/01/1970;01/01/2036
1001135;VG1;40001;01/01/1970;01/01/2036
1001136;AX479;33479;01/01/1970;01/01/2036
1001137;VG3;40003;01/01/1970;01/01/2036
1001138;AX481;33481;01/01/1970;01/01/2036
1001139;VG5;40005;01/01/1970;01/01/2036
1001140;AX483;33483;01/01/1970;01/01/2036
1001141;VG7;40007;01/01/1970;01/01/2036
1001142;AX485;33485;01/01/1970;01/01/2036
1001143;VG9;40009;01/01/1970;01/01/2036
1001144;AX487;33487;01/01/1970;01/01/2036
1001145;VG11;40011;01/01/1970;01/01/2036
1001146;AX489;33489;01/01/1970;01/01/2036
1001147;VG13;40013;01/01/1970;01/01/2036
1001148;AX491;33491;01/01/1970;01/01/2036
1001149;VG15;40015;01/01/1970;01/01/2036
1001150;AX493;33493;01/01/1970;01/01/2036
1001151;VG17;40017;01/01/1970;01/01/2036
1001152;AX495;33495;01/01/1970;01/01/2036
1001153;VG19;40019;01/01/1970;01/01/2036
1001154;AX497;33497;01/01/1970;01/01/2036
1001155;VG21;40021;01/01/1970;01/01/2036
1001156;AX499;33499;01/01/1970;01/01/2036
1001157;VG23;40023;01/01/1970;01/01/2036
1001158;AX501;33501;01/01/1970;01/01/2036
1001159;VG25;40025;01/01/1970;01/01/2036
1001160;AX503;33503;01/01/1970;01/01/2036
1001161;VG27;40027;01/01/1970;01/01/2036
1001162;AX505;33505;01/01/1970;01/01/2036
1001163;VG29;40029;01/01/1970;01/01/2036
1001164;AX507;33507;01/01/1970;01/01/2036
1001165;VG31;40031;01/01/1970;01/01/2036
1001166;AX509;33509;01/01/1970;01/01/2036
1001167;VG33;40033;01/01/1970;01/01/2036
1001168;AX511;33511;01/01/1970;01/01/2036
1001169;VG35;40035;01/01/1970;01/01/2036
1001170;AX513;33513;01/01/1970;01/01/2036
1001171;VG37;40037;01/01/1970;01/01/2036
1001172;AX515;33515;01/01/1970;01/01/2036
1001173;VG39;40039;01/01/1970;01/01/2036
1001174;AX517;33517;01/01/1970;01/01/2036
1001175;VG41;40041;01/01/1970;01/01/2036
1001176;AX519;33519;01/01/1970;01/01/2036
1001177;VG43;40043;01/01/1970;01/01/2036
1001178;AX521;33521;01/01/1970;01/01/2036
1001179;VG45;40045;01/01/1970;01/01/2036
1001180;AX523;33523;01/01/1970;01/01/2036
1001181;VG47;40047;01/01/1970;01/01/2036
1001182;AX525;33525;01/01/1970;01/01/2036
1001183;VG49;40049;01/01/1970;01/01/2036
1001184;AX527;33527;01/01/1970;01/01/2036
1001186;AX531;33531;01/01/1970;01/01/2036
1001187;AX533;33533;01/01/1970;01/01/2036
1001188;AX535;33535;01/01/1970;01/01/2036
1001190;AX539;33539;01/01/1970;01/01/2036
1001191;AX541;33541;01/01/1970;01/01/2036
1001192;AX543;33543;01/01/1970;01/01/2036
1001194;AX547;33547;01/01/1970;01/01/2036
1001195;AX549;33549;01/01/1970;01/01/2036
1001197;AX553;33553;01/01/1970;01/01/2036
1001198;AX555;33555;01/01/1970;01/01/2036
1001199;AX557;33557;01/01/1970;01/01/2036
1001201;AX561;33561;01/01/1970;01/01/2036
1001202;AX563;33563;01/01/1970;01/01/2036
1001204;AX567;33567;01/01/1970;01/01/2036
1001205;AX569;33569;01/01/1970;01/01/2036
1001206;AX571;33571;01/01/1970;01/01/2036
1001208;AX575;33575;01/01/1970;01/01/2036
1001209;AX577;33577;01/01/1970;01/01/2036
1001210;AX579;33579;01/01/1970;01/01/2036
1001212;AX583;33583;01/01/1970;01/01/2036
1001213;AX585;33585;01/01/1970;01/01/2036
1001215;AX589;33589;01/01/1970;01/01/2036
1001216;AX591;33591;01/01/1970;01/01/2036
1001217;AX593;33593;01/01/1970;01/01/2036
1001219;AX597;33597;01/01/1970;01/01/2036
1001220;AX599;33599;01/01/1970;01/01/2036
1001222;AX603;33603;01/01/1970;01/01/2036
1001223;AX605;33605;01/01/1970;01/01/2036
1001224;AX607;33607;01/01/1970;01/01/2036
1001226;AX611;33611;01/01/1970;01/01/2036
1001227;AX613;33613;01/01/1970;01/01/2036
1001228;AX615;33615;01/01/1970;01/01/2036
1001230;AX619;33619;01/01/1970;01/01/2036
1001231;AX621;33621;01/01/1970;01/01/2036
1001233;AX625;33625;01/01/1970;01/01/2036
1001234;AX627;33627;01/01/1970;01/01/2036
1001235;AX629;33629;01/01/1970;01/01/2036
1001237;AX633;33633;01/01/1970;01/01/2036
1001238;AX635;33635;01/01/1970;01/01/2036
1001240;AX639;33639;01/01/1970;01/01/2036
1001241;AX641;33641;01/01/1970;01/01/2036
1001242;AX643;33643;01/01/1970;01/01/2036
1001244;AX647;33647;01/01/1970;01/01/2036
1001269;RA249;24249;01/01/1970;01/01/2036
1001270;RA251;24251;01/01/1970;01/01/2036
1000192;VG16;40016;01/01/1970;01/01/2036
1000196;AX498;33498;01/01/1970;01/01/2036
1000698;EV5;38005;01/01/1970;01/01/2036
1000700;EV7;38007;01/01/1970;01/01/2036
1000702;EV9;38009;01/01/1970;01/01/2036
1000704;EV11;38011;01/01/1970;01/01/2036
1000706;EV13;38013;01/01/1970;01/01/2036
1000708;EV15;38015;01/01/1970;01/01/2036
1000709;AV123;33123;01/01/1970;01/01/2036
1000710;EV17;38017;01/01/1970;01/01/2036
1000712;EV19;38019;01/01/1970;01/01/2036
1000714;EV21;38021;01/01/1970;01/01/2036
1000716;EV23;38023;01/01/1970;01/01/2036
1000718;EV25;38025;01/01/1970;01/01/2036
1000720;EV27;38027;01/01/1970;01/01/2036
1000722;EV29;38029;01/01/1970;01/01/2036
1000724;EV31;38031;01/01/1970;01/01/2036
1000726;EV33;38033;01/01/1970;01/01/2036
1000728;EV35;38035;01/01/1970;01/01/2036
1000729;AV143;33143;01/01/1970;01/01/2036
1000730;EV37;38037;01/01/1970;01/01/2036
1000731;AV145;33145;01/01/1970;01/01/2036
1000732;EV39;38039;01/01/1970;01/01/2036
1000734;EV41;38041;01/01/1970;01/01/2036
1000736;EV43;38043;01/01/1970;01/01/2036
1000737;AV151;33151;01/01/1970;01/01/2036
1000738;EV45;38045;01/01/1970;01/01/2036
1000739;AV153;33153;01/01/1970;01/01/2036
1000740;EV47;38047;01/01/1970;01/01/2036
1000741;AV155;33155;01/01/1970;01/01/2036
1000742;EV49;38049;01/01/1970;01/01/2036
1000743;AV157;33157;01/01/1970;01/01/2036
1000744;EV51;38051;01/01/1970;01/01/2036
1000745;AV159;33159;01/01/1970;01/01/2036
1000746;EV53;38053;01/01/1970;01/01/2036
1000747;AV161;33161;01/01/1970;01/01/2036
1000748;EV55;38055;01/01/1970;01/01/2036
1000750;EV57;38057;01/01/1970;01/01/2036
1000751;AV165;33165;01/01/1970;01/01/2036
1000752;EV59;38059;01/01/1970;01/01/2036
1000754;EV61;38061;01/01/1970;01/01/2036
1000755;AV169;33169;01/01/1970;01/01/2036
1000756;EV63;38063;01/01/1970;01/01/2036
1000757;AV171;33171;01/01/1970;01/01/2036
1000758;EV65;38065;01/01/1970;01/01/2036
1000759;AV173;33173;01/01/1970;01/01/2036
1000760;EV67;38067;01/01/1970;01/01/2036
1000761;AV175;33175;01/01/1970;01/01/2036
1000762;EV69;38069;01/01/1970;01/01/2036
1000763;AV177;33177;01/01/1970;01/01/2036
1000764;EV71;38071;01/01/1970;01/01/2036
1000765;AV179;33179;01/01/1970;01/01/2036
1000766;EV73;38073;01/01/1970;01/01/2036
1000767;AV181;33181;01/01/1970;01/01/2036
1000768;EV75;38075;01/01/1970;01/01/2036
1000769;AV183;33183;01/01/1970;01/01/2036
1000770;EV77;38077;01/01/1970;01/01/2036
1000772;EV79;38079;01/01/1970;01/01/2036
1000774;EV81;38081;01/01/1970;01/01/2036
1000776;EV83;38083;01/01/1970;01/01/2036
1000778;EV85;38085;01/01/1970;01/01/2036
1000779;AV193;33193;01/01/1970;01/01/2036
1000780;EV87;38087;01/01/1970;01/01/2036
1000782;EV89;38089;01/01/1970;01/01/2036
1000783;AV197;33197;01/01/1970;01/01/2036
1000784;EV91;38091;01/01/1970;01/01/2036
1000788;EV95;38095;01/01/1970;01/01/2036
1000792;EV99;38099;01/01/1970;01/01/2036
1000796;AV213;33213;01/01/1970;01/01/2036
1000798;AV217;33217;01/01/1970;01/01/2036
1000799;AV219;33219;01/01/1970;01/01/2036
1932331;GT74;43074;01/01/1970;01/01/2036
1932332;GT76;43076;01/01/1970;01/01/2036
1932333;GT78;43078;01/01/1970;01/01/2036
1932334;GT80;43080;01/01/1970;01/01/2036
1932335;GT7;43007;01/01/1970;01/01/2036
1932336;GT9;43009;01/01/1970;01/01/2036
1932337;GT11;43011;01/01/1970;01/01/2036
1932338;GT13;43013;01/01/1970;01/01/2036
1932339;GT15;43015;01/01/1970;01/01/2036
1932340;GT17;43017;01/01/1970;01/01/2036
1932341;GT19;43019;01/01/1970;01/01/2036
1932342;GT21;43021;01/01/1970;01/01/2036
1932343;GT23;43023;01/01/1970;01/01/2036
1932344;GT25;43025;01/01/1970;01/01/2036
1932345;GT27;43027;01/01/1970;01/01/2036
1932346;GT29;43029;01/01/1970;01/01/2036
1932347;GT31;43031;01/01/1970;01/01/2036
1932348;GT33;43033;01/01/1970;01/01/2036
1932349;GT35;43035;01/01/1970;01/01/2036
1932350;GT37;43037;01/01/1970;01/01/2036
1932351;GT39;43039;01/01/1970;01/01/2036
1932352;GT41;43041;01/01/1970;01/01/2036
1932353;GT43;43043;01/01/1970;01/01/2036
1932354;GT45;43045;01/01/1970;01/01/2036
1932355;GT47;43047;01/01/1970;01/01/2036
1932356;GT49;43049;01/01/1970;01/01/2036
1932357;GT51;43051;01/01/1970;01/01/2036
1932358;GT53;43053;01/01/1970;01/01/2036
1932359;GT55;43055;01/01/1970;01/01/2036
1932360;GT57;43057;01/01/1970;01/01/2036
1932361;GT59;43059;01/01/1970;01/01/2036
1932362;GT61;43061;01/01/1970;01/01/2036
1932363;GT63;43063;01/01/1970;01/01/2036
1932364;GT65;43065;01/01/1970;01/01/2036
1932365;GT67;43067;01/01/1970;01/01/2036
1932366;GT69;43069;01/01/1970;01/01/2036
1932367;GT71;43071;01/01/1970;01/01/2036
1932368;GT73;43073;01/01/1970;01/01/2036
1932369;GT75;43075;01/01/1970;01/01/2036
1932370;GT77;43077;01/01/1970;01/01/2036
1932371;GT79;43079;01/01/1970;01/01/2036
1932297;GT6;43006;01/01/1970;01/01/2036
1932304;GT20;43020;01/01/1970;01/01/2036
1932306;GT24;43024;01/01/1970;01/01/2036
1932311;GT34;43034;01/01/1970;01/01/2036
1932313;GT38;43038;01/01/1970;01/01/2036
1932320;GT52;43052;01/01/1970;01/01/2036
1932322;GT56;43056;01/01/1970;01/01/2036
1932327;GT66;43066;01/01/1970;01/01/2036
1932329;GT70;43070;01/01/1970;01/01/2036
2097237;RA267;24267;01/01/1970;01/01/2036
2172277;GT81;43081;01/01/1970;01/01/2036
2172282;GT91;43091;01/01/1970;01/01/2036
2172284;GT95;43095;01/01/1970;01/01/2036
2172291;GT109;43109;01/01/1970;01/01/2036
2172237;GT82;43082;01/01/1970;01/01/2036
2172238;GT84;43084;01/01/1970;01/01/2036
2172239;GT86;43086;01/01/1970;01/01/2036
2172240;GT88;43088;01/01/1970;01/01/2036
2172241;GT90;43090;01/01/1970;01/01/2036
2172242;GT92;43092;01/01/1970;01/01/2036
2172243;GT94;43094;01/01/1970;01/01/2036
2172244;GT96;43096;01/01/1970;01/01/2036
2172245;GT98;43098;01/01/1970;01/01/2036
2172246;GT100;43100;01/01/1970;01/01/2036
2172247;GT102;43102;01/01/1970;01/01/2036
2172248;GT104;43104;01/01/1970;01/01/2036
2172249;GT106;43106;01/01/1970;01/01/2036
2172250;GT108;43108;01/01/1970;01/01/2036
2172251;GT110;43110;01/01/1970;01/01/2036
2172252;GT112;43112;01/01/1970;01/01/2036
2172253;GT114;43114;01/01/1970;01/01/2036
2172254;GT116;43116;01/01/1970;01/01/2036
2172255;GT118;43118;01/01/1970;01/01/2036
2172256;GT120;43120;01/01/1970;01/01/2036
2172257;GT122;43122;01/01/1970;01/01/2036
2172258;GT124;43124;01/01/1970;01/01/2036
2172259;GT126;43126;01/01/1970;01/01/2036
2172260;GT128;43128;01/01/1970;01/01/2036
2172261;GT130;43130;01/01/1970;01/01/2036
2172262;GT132;43132;01/01/1970;01/01/2036
2172263;GT134;43134;01/01/1970;01/01/2036
2172264;GT136;43136;01/01/1970;01/01/2036
2172265;GT138;43138;01/01/1970;01/01/2036
2172266;GT140;43140;01/01/1970;01/01/2036
2172267;GT142;43142;01/01/1970;01/01/2036
2172268;GT144;43144;01/01/1970;01/01/2036
2172269;GT146;43146;01/01/1970;01/01/2036
2172270;GT148;43148;01/01/1970;01/01/2036
2172271;GT150;43150;01/01/1970;01/01/2036
2172272;GT152;43152;01/01/1970;01/01/2036
2172273;GT154;43154;01/01/1970;01/01/2036
2172274;GT156;43156;01/01/1970;01/01/2036
2172275;GT158;43158;01/01/1970;01/01/2036
2172276;GT160;43160;01/01/1970;01/01/2036
2172278;GT83;43083;01/01/1970;01/01/2036
2172279;GT85;43085;01/01/1970;01/01/2036
2172280;GT87;43087;01/01/1970;01/01/2036
2172281;GT89;43089;01/01/1970;01/01/2036
2172283;GT93;43093;01/01/1970;01/01/2036
2172285;GT97;43097;01/01/1970;01/01/2036
2172286;GT99;43099;01/01/1970;01/01/2036
2172287;GT101;43101;01/01/1970;01/01/2036
2172288;GT103;43103;01/01/1970;01/01/2036
2172289;GT105;43105;01/01/1970;01/01/2036
2172290;GT107;43107;01/01/1970;01/01/2036
2172292;GT111;43111;01/01/1970;01/01/2036
2172293;GT113;43113;01/01/1970;01/01/2036
2172294;GT115;43115;01/01/1970;01/01/2036
2172295;GT117;43117;01/01/1970;01/01/2036
2172296;GT119;43119;01/01/1970;01/01/2036
2172297;GT121;43121;01/01/1970;01/01/2036
2172298;GT123;43123;01/01/1970;01/01/2036
2172299;GT125;43125;01/01/1970;01/01/2036
2172300;GT127;43127;01/01/1970;01/01/2036
2172301;GT129;43129;01/01/1970;01/01/2036
2172302;GT131;43131;01/01/1970;01/01/2036
2172303;GT133;43133;01/01/1970;01/01/2036
2172304;GT135;43135;01/01/1970;01/01/2036
2172305;GT137;43137;01/01/1970;01/01/2036
2172306;GT139;43139;01/01/1970;01/01/2036
2172307;GT141;43141;01/01/1970;01/01/2036
2172308;GT143;43143;01/01/1970;01/01/2036
2172309;GT145;43145;01/01/1970;01/01/2036
2172310;GT147;43147;01/01/1970;01/01/2036
2172311;GT149;43149;01/01/1970;01/01/2036
2172312;GT151;43151;01/01/1970;01/01/2036
2172313;GT153;43153;01/01/1970;01/01/2036
2172314;GT155;43155;01/01/1970;01/01/2036
2172315;GT157;43157;01/01/1970;01/01/2036
2172316;GT159;43159;01/01/1970;01/01/2036
2406865;SG1;44001;01/01/1970;01/01/2036
2406866;SG3;44003;01/01/1970;01/01/2036
2406867;SG5;44005;01/01/1970;01/01/2036
2406868;SG7;44007;01/01/1970;01/01/2036
2406869;SG9;44009;01/01/1970;01/01/2036
2406870;SG11;44011;01/01/1970;01/01/2036
2406871;SG13;44013;01/01/1970;01/01/2036
2406872;SG15;44015;01/01/1970;01/01/2036
2406873;SG17;44017;01/01/1970;01/01/2036
2406874;SG19;44019;01/01/1970;01/01/2036
2406875;SG21;44021;01/01/1970;01/01/2036
2406876;SG23;44023;01/01/1970;01/01/2036
2406877;SG25;44025;01/01/1970;01/01/2036
2406878;SG27;44027;01/01/1970;01/01/2036
2406879;SG29;44029;01/01/1970;01/01/2036
2406880;SG31;44031;01/01/1970;01/01/2036
2406881;SG33;44033;01/01/1970;01/01/2036
2406882;SG35;44035;01/01/1970;01/01/2036
2406918;SG37;44037;01/01/1970;01/01/2036
2406922;SG45;44045;01/01/1970;01/01/2036
2406925;SG51;44051;01/01/1970;01/01/2036
2406929;SG59;44059;01/01/1970;01/01/2036
2406932;SG65;44065;01/01/1970;01/01/2036
2406883;SG10;44010;01/01/1970;01/01/2036
2406884;SG12;44012;01/01/1970;01/01/2036
2406885;SG14;44014;01/01/1970;01/01/2036
2406886;SG16;44016;01/01/1970;01/01/2036
2406887;SG18;44018;01/01/1970;01/01/2036
2406888;SG20;44020;01/01/1970;01/01/2036
2406889;SG22;44022;01/01/1970;01/01/2036
2406890;SG24;44024;01/01/1970;01/01/2036
2406891;SG26;44026;01/01/1970;01/01/2036
2406892;SG28;44028;01/01/1970;01/01/2036
2406893;SG30;44030;01/01/1970;01/01/2036
2406894;SG32;44032;01/01/1970;01/01/2036
2406895;SG34;44034;01/01/1970;01/01/2036
2406896;SG36;44036;01/01/1970;01/01/2036
2406897;SG38;44038;01/01/1970;01/01/2036
2406898;SG40;44040;01/01/1970;01/01/2036
2406899;SG42;44042;01/01/1970;01/01/2036
2406900;SG44;44044;01/01/1970;01/01/2036
2406901;SG46;44046;01/01/1970;01/01/2036
2406902;SG48;44048;01/01/1970;01/01/2036
2406903;SG50;44050;01/01/1970;01/01/2036
2406904;SG52;44052;01/01/1970;01/01/2036
2406905;SG54;44054;01/01/1970;01/01/2036
2406906;SG56;44056;01/01/1970;01/01/2036
2406907;SG58;44058;01/01/1970;01/01/2036
2406908;SG60;44060;01/01/1970;01/01/2036
2406909;SG62;44062;01/01/1970;01/01/2036
2406910;SG64;44064;01/01/1970;01/01/2036
2406911;SG66;44066;01/01/1970;01/01/2036
2406912;SG68;44068;01/01/1970;01/01/2036
2406913;SG70;44070;01/01/1970;01/01/2036
2406914;SG2;44002;01/01/1970;01/01/2036
2406915;SG4;44004;01/01/1970;01/01/2036
2406916;SG6;44006;01/01/1970;01/01/2036
2406917;SG8;44008;01/01/1970;01/01/2036
2406919;SG39;44039;01/01/1970;01/01/2036
2406920;SG41;44041;01/01/1970;01/01/2036
2406921;SG43;44043;01/01/1970;01/01/2036
2406923;SG47;44047;01/01/1970;01/01/2036
2406924;SG49;44049;01/01/1970;01/01/2036
2406926;SG53;44053;01/01/1970;01/01/2036
2406927;SG55;44055;01/01/1970;01/01/2036
2406928;SG57;44057;01/01/1970;01/01/2036
2406930;SG61;44061;01/01/1970;01/01/2036
2406931;SG63;44063;01/01/1970;01/01/2036
2406933;SG67;44067;01/01/1970;01/01/2036
2406934;SG69;44069;01/01/1970;01/01/2036
2534792;SG86;44086;01/01/1970;01/01/2036
2534793;SG88;44088;01/01/1970;01/01/2036
2534799;SG100;44100;01/01/1970;01/01/2036
2534800;SG102;44102;01/01/1970;01/01/2036
2534805;SG112;44112;01/01/1970;01/01/2036
2534806;SG114;44114;01/01/1970;01/01/2036
2534866;SG143;44143;01/01/1970;01/01/2036
2534870;SG151;44151;01/01/1970;01/01/2036
2534785;SG72;44072;01/01/1970;01/01/2036
2534786;SG74;44074;01/01/1970;01/01/2036
2534787;SG76;44076;01/01/1970;01/01/2036
2534788;SG78;44078;01/01/1970;01/01/2036
2534789;SG80;44080;01/01/1970;01/01/2036
2534790;SG82;44082;01/01/1970;01/01/2036
2534791;SG84;44084;01/01/1970;01/01/2036
2534794;SG90;44090;01/01/1970;01/01/2036
2534795;SG92;44092;01/01/1970;01/01/2036
2534796;SG94;44094;01/01/1970;01/01/2036
2534797;SG96;44096;01/01/1970;01/01/2036
2534798;SG98;44098;01/01/1970;01/01/2036
2534801;SG104;44104;01/01/1970;01/01/2036
2534802;SG106;44106;01/01/1970;01/01/2036
2534803;SG108;44108;01/01/1970;01/01/2036
2534804;SG110;44110;01/01/1970;01/01/2036
2534807;SG116;44116;01/01/1970;01/01/2036
2534808;SG118;44118;01/01/1970;01/01/2036
2534809;SG120;44120;01/01/1970;01/01/2036
2534810;SG122;44122;01/01/1970;01/01/2036
2534811;SG124;44124;01/01/1970;01/01/2036
2534812;SG126;44126;01/01/1970;01/01/2036
2534813;SG128;44128;01/01/1970;01/01/2036
2534814;SG130;44130;01/01/1970;01/01/2036
2534815;SG132;44132;01/01/1970;01/01/2036
2534816;SG134;44134;01/01/1970;01/01/2036
2534817;SG136;44136;01/01/1970;01/01/2036
2534818;SG138;44138;01/01/1970;01/01/2036
2534819;SG140;44140;01/01/1970;01/01/2036
2534820;SG142;44142;01/01/1970;01/01/2036
2534821;SG144;44144;01/01/1970;01/01/2036
2534822;SG146;44146;01/01/1970;01/01/2036
2534823;SG148;44148;01/01/1970;01/01/2036
2534824;SG150;44150;01/01/1970;01/01/2036
2534825;SG152;44152;01/01/1970;01/01/2036
2534826;SG154;44154;01/01/1970;01/01/2036
2534827;SG156;44156;01/01/1970;01/01/2036
2534828;SG158;44158;01/01/1970;01/01/2036
2534829;SG160;44160;01/01/1970;01/01/2036
2534830;SG71;44071;01/01/1970;01/01/2036
2534831;SG73;44073;01/01/1970;01/01/2036
2534832;SG75;44075;01/01/1970;01/01/2036
2534833;SG77;44077;01/01/1970;01/01/2036
2534834;SG79;44079;01/01/1970;01/01/2036
2534835;SG81;44081;01/01/1970;01/01/2036
2534836;SG83;44083;01/01/1970;01/01/2036
2534837;SG85;44085;01/01/1970;01/01/2036
2534838;SG87;44087;01/01/1970;01/01/2036
2534839;SG89;44089;01/01/1970;01/01/2036
2534840;SG91;44091;01/01/1970;01/01/2036
2534841;SG93;44093;01/01/1970;01/01/2036
2534842;SG95;44095;01/01/1970;01/01/2036
2534843;SG97;44097;01/01/1970;01/01/2036
2534844;SG99;44099;01/01/1970;01/01/2036
2534845;SG101;44101;01/01/1970;01/01/2036
2534846;SG103;44103;01/01/1970;01/01/2036
2534847;SG105;44105;01/01/1970;01/01/2036
2534848;SG107;44107;01/01/1970;01/01/2036
2534849;SG109;44109;01/01/1970;01/01/2036
2534850;SG111;44111;01/01/1970;01/01/2036
2534851;SG113;44113;01/01/1970;01/01/2036
2534852;SG115;44115;01/01/1970;01/01/2036
2534853;SG117;44117;01/01/1970;01/01/2036
2534854;SG119;44119;01/01/1970;01/01/2036
2534855;SG121;44121;01/01/1970;01/01/2036
2534856;SG123;44123;01/01/1970;01/01/2036
2534857;SG125;44125;01/01/1970;01/01/2036
2534858;SG127;44127;01/01/1970;01/01/2036
2534859;SG129;44129;01/01/1970;01/01/2036
2534860;SG131;44131;01/01/1970;01/01/2036
2534861;SG133;44133;01/01/1970;01/01/2036
2534862;SG135;44135;01/01/1970;01/01/2036
2534863;SG137;44137;01/01/1970;01/01/2036
2534864;SG139;44139;01/01/1970;01/01/2036
2534865;SG141;44141;01/01/1970;01/01/2036
2534867;SG145;44145;01/01/1970;01/01/2036
2534868;SG147;44147;01/01/1970;01/01/2036
2534869;SG149;44149;01/01/1970;01/01/2036
2534871;SG153;44153;01/01/1970;01/01/2036
2534872;SG155;44155;01/01/1970;01/01/2036
2534873;SG157;44157;01/01/1970;01/01/2036
2534874;SG159;44159;01/01/1970;01/01/2036
1001029;AV68;33068;27/12/2013;01/01/2036
1000673;AV67;33067;27/12/2013;01/01/2036
2693185;SG161;44161;01/01/1970;01/01/2036
2693186;SG163;44163;01/01/1970;01/01/2036
2693187;SG165;44165;01/01/1970;01/01/2036
2693188;SG167;44167;01/01/1970;01/01/2036
2693190;SG171;44171;01/01/1970;01/01/2036
2693192;SG175;44175;01/01/1970;01/01/2036
2693193;SG177;44177;01/01/1970;01/01/2036
2693194;SG179;44179;01/01/1970;01/01/2036
2693195;SG181;44181;01/01/1970;01/01/2036
2693197;SG185;44185;01/01/1970;01/01/2036
2693198;SG187;44187;01/01/1970;01/01/2036
2693199;SG189;44189;01/01/1970;01/01/2036
2693200;SG191;44191;01/01/1970;01/01/2036
2693201;SG193;44193;01/01/1970;01/01/2036
2693202;SG195;44195;01/01/1970;01/01/2036
2693203;SG197;44197;01/01/1970;01/01/2036
2693204;SG199;44199;01/01/1970;01/01/2036
2693205;SG201;44201;01/01/1970;01/01/2036
2693206;SG203;44203;01/01/1970;01/01/2036
2693207;SG205;44205;01/01/1970;01/01/2036
2693208;SG207;44207;01/01/1970;01/01/2036
2693209;SG209;44209;01/01/1970;01/01/2036
2693210;SG211;44211;01/01/1970;01/01/2036
2693211;SG213;44213;01/01/1970;01/01/2036
2693212;SG215;44215;01/01/1970;01/01/2036
2693213;SG217;44217;01/01/1970;01/01/2036
2693214;SG219;44219;01/01/1970;01/01/2036
2693215;SG221;44221;01/01/1970;01/01/2036
2693216;SG223;44223;01/01/1970;01/01/2036
2693217;SG225;44225;01/01/1970;01/01/2036
2693218;SG227;44227;01/01/1970;01/01/2036
2693219;SG229;44229;01/01/1970;01/01/2036
2693220;SG231;44231;01/01/1970;01/01/2036
2693221;SG233;44233;01/01/1970;01/01/2036
2693222;SG235;44235;01/01/1970;01/01/2036
2693223;SG237;44237;01/01/1970;01/01/2036
2693224;SG239;44239;01/01/1970;01/01/2036
2693225;SG241;44241;01/01/1970;01/01/2036
2693226;SG243;44243;01/01/1970;01/01/2036
2693227;SG245;44245;01/01/1970;01/01/2036
2693228;SG247;44247;01/01/1970;01/01/2036
2693229;SG249;44249;01/01/1970;01/01/2036
2693230;SG251;44251;01/01/1970;01/01/2036
2693231;SG253;44253;01/01/1970;01/01/2036
2693232;SG255;44255;01/01/1970;01/01/2036
2693233;SG257;44257;01/01/1970;01/01/2036
2693234;SG259;44259;01/01/1970;01/01/2036
2693235;SG261;44261;01/01/1970;01/01/2036
2693236;SG263;44263;01/01/1970;01/01/2036
2693237;SG265;44265;01/01/1970;01/01/2036
2693238;SG267;44267;01/01/1970;01/01/2036
2693239;SG269;44269;01/01/1970;01/01/2036
