depot;vehicle_id;vehicle_short_name;opd_date
CF;1000110;33416;09/01/2017
HN;1000111;33418;09/01/2017
SL;1000113;33420;09/01/2017
SL;1000115;33422;09/01/2017
SL;1000116;33424;09/01/2017
SL;1000117;33426;09/01/2017
SL;1000118;33428;09/01/2017
PO;1000120;33430;09/01/2017
PO;1000122;33432;09/01/2017
PO;1000124;33434;09/01/2017
PO;1000126;33436;09/01/2017
PO;1000128;33438;09/01/2017
PO;1000130;33440;09/01/2017
PO;1000132;33442;09/01/2017
PO;1000134;33444;09/01/2017
PO;1000135;33446;09/01/2017
HN;1000136;33448;09/01/2017
PO;1000138;33450;09/01/2017
HN;1000140;33452;09/01/2017
HN;1000142;33454;09/01/2017
HN;1000144;33456;09/01/2017
HN;1000146;33458;09/01/2017
RD;1000148;33460;09/01/2017
SL;1000150;33462;09/01/2017
D1;1000152;33464;09/01/2017
D1;1000154;33466;09/01/2017
D1;1000156;33468;09/01/2017
RD;1000158;33470;09/01/2017
RD;1000160;33472;09/01/2017
RD;1000162;33474;09/01/2017
RD;1000164;33476;09/01/2017
RD;1000166;33478;09/01/2017
RD;1000168;33480;09/01/2017
PO;1000170;40002;09/01/2017
RD;1000171;33482;09/01/2017
PO;1000173;40004;09/01/2017
RD;1000174;33484;09/01/2017
PO;1000176;40006;09/01/2017
RD;1000177;33486;09/01/2017
PO;1000180;40008;09/01/2017
RD;1000181;33488;09/01/2017
PO;1000183;40010;09/01/2017
RD;1000184;33490;09/01/2017
HN;1000186;40012;09/01/2017
RD;1000187;33492;09/01/2017
HN;1000189;40014;09/01/2017
RD;1000190;33494;09/01/2017
PO;1000193;33496;09/01/2017
HN;1000195;40018;09/01/2017
HN;1000198;40020;09/01/2017
HN;1000201;40022;09/01/2017
HN;1000202;33502;09/01/2017
HN;1000204;40024;09/01/2017
HN;1000205;33504;09/01/2017
HN;1000208;33506;09/01/2017
HN;1000211;33508;09/01/2017
SL;1000213;40030;09/01/2017
HN;1000340;38072;09/01/2017
HN;1000343;38074;09/01/2017
CF;1000345;38076;09/01/2017
CF;1000348;38078;09/01/2017
CF;1000351;38080;09/01/2017
CF;1000354;38082;09/01/2017
CF;1000357;38084;09/01/2017
CF;1000360;38086;09/01/2017
CF;1000363;38088;09/01/2017
D1;1000366;38090;09/01/2017
D1;1000369;38092;09/01/2017
D1;1000372;38094;09/01/2017
D1;1000375;38096;09/01/2017
D1;1000377;38098;09/01/2017
D1;1000379;38100;09/01/2017
PO;1000381;24246;09/01/2017
PO;1000382;33212;09/01/2017
PO;1000389;33224;09/01/2017
HN;1000415;33274;09/01/2017
HN;1000417;33278;09/01/2017
HN;1000418;33280;09/01/2017
CF;1000420;33284;09/01/2017
CF;1000421;33286;09/01/2017
CD;1000422;33288;09/01/2017
CD;1000424;33292;09/01/2017
CD;1000425;33294;09/01/2017
CD;1000426;33296;09/01/2017
