opd_date;act_time;vehicle_short_name;device_type;defect_type
20/01/2017;23018;33416;Internal EEPROM (COPILOTpc);OK
20/01/2017;23018;33416;External EEPROM (COPILOTpc);OK
20/01/2017;24764;33416;TicketMachine;OK
20/01/2017;76692;33416;Internal EEPROM (COPILOTpc);OK
20/01/2017;76692;33416;External EEPROM (COPILOTpc);OK
20/01/2017;96712;33416;Internal EEPROM (COPILOTpc);OK
20/01/2017;96712;33416;External EEPROM (COPILOTpc);OK
20/01/2017;23734;33418;External EEPROM (COPILOTpc);OK
20/01/2017;23735;33418;Internal EEPROM (COPILOTpc);OK
20/01/2017;26334;33418;TicketMachine;OK
20/01/2017;46191;33418;External EEPROM (COPILOTpc);OK
20/01/2017;46192;33418;Internal EEPROM (COPILOTpc);OK
20/01/2017;47931;33418;TicketMachine;OK
20/01/2017;76734;33418;Internal EEPROM (COPILOTpc);OK
20/01/2017;76734;33418;External EEPROM (COPILOTpc);OK
20/01/2017;19492;33420;External EEPROM (COPILOTpc);OK
20/01/2017;19493;33420;Internal EEPROM (COPILOTpc);OK
20/01/2017;26457;33420;Internal EEPROM (COPILOTpc);OK
20/01/2017;26457;33420;External EEPROM (COPILOTpc);OK
20/01/2017;44694;33420;External EEPROM (COPILOTpc);OK
20/01/2017;44695;33420;Internal EEPROM (COPILOTpc);OK
20/01/2017;45308;33420;TicketMachine;OK
20/01/2017;49641;33420;Internal EEPROM (COPILOTpc);OK
20/01/2017;49641;33420;External EEPROM (COPILOTpc);OK
20/01/2017;57141;33420;External EEPROM (COPILOTpc);OK
20/01/2017;57142;33420;Internal EEPROM (COPILOTpc);OK
20/01/2017;58118;33420;TicketMachine;OK
20/01/2017;97140;33420;Internal EEPROM (COPILOTpc);OK
20/01/2017;97140;33420;External EEPROM (COPILOTpc);OK
20/01/2017;24798;33422;Internal EEPROM (COPILOTpc);OK
20/01/2017;24798;33422;External EEPROM (COPILOTpc);OK
20/01/2017;27240;33422;TicketMachine;OK
20/01/2017;39741;33422;tsp-emitter;OK
20/01/2017;79164;33422;Internal EEPROM (COPILOTpc);OK
20/01/2017;79164;33422;External EEPROM (COPILOTpc);OK
20/01/2017;96895;33422;Internal EEPROM (COPILOTpc);OK
20/01/2017;96895;33422;External EEPROM (COPILOTpc);OK
20/01/2017;20778;33424;Internal EEPROM (COPILOTpc);OK
20/01/2017;20778;33424;External EEPROM (COPILOTpc);OK
20/01/2017;25205;33424;TicketMachine;OK
20/01/2017;35763;33424;tsp-emitter;OK
20/01/2017;78124;33424;External EEPROM (COPILOTpc);OK
20/01/2017;78125;33424;Internal EEPROM (COPILOTpc);OK
20/01/2017;96301;33424;Internal EEPROM (COPILOTpc);OK
20/01/2017;96301;33424;External EEPROM (COPILOTpc);OK
20/01/2017;21037;33426;Internal EEPROM (COPILOTpc);OK
20/01/2017;21037;33426;External EEPROM (COPILOTpc);OK
20/01/2017;23559;33426;TicketMachine;OK
20/01/2017;26907;33426;tsp-emitter;OK
20/01/2017;52172;33426;Internal EEPROM (COPILOTpc);OK
20/01/2017;52172;33426;External EEPROM (COPILOTpc);OK
20/01/2017;52603;33426;TicketMachine;OK
20/01/2017;64827;33426;Internal EEPROM (COPILOTpc);OK
20/01/2017;64827;33426;External EEPROM (COPILOTpc);OK
20/01/2017;64869;33426;TicketMachine;OK
20/01/2017;67669;33426;tsp-emitter;OK
20/01/2017;70503;33426;Internal EEPROM (COPILOTpc);OK
20/01/2017;70503;33426;External EEPROM (COPILOTpc);OK
20/01/2017;70548;33426;TicketMachine;OK
20/01/2017;79862;33426;tsp-emitter;OK
20/01/2017;85391;33426;Internal EEPROM (COPILOTpc);OK
20/01/2017;85391;33426;External EEPROM (COPILOTpc);OK
20/01/2017;85435;33426;TicketMachine;OK
20/01/2017;10953;33428;Internal EEPROM (COPILOTpc);OK
20/01/2017;10953;33428;External EEPROM (COPILOTpc);OK
