depot;vehicle_id;vehicle_short_name;opd_date
CF;1000110;33416;20/01/2017
HN;1000111;33418;20/01/2017
SL;1000113;33420;20/01/2017
SL;1000115;33422;20/01/2017
SL;1000116;33424;20/01/2017
SL;1000117;33426;20/01/2017
SL;1000118;33428;20/01/2017
PO;1000120;33430;20/01/2017
PO;1000122;33432;20/01/2017
PO;1000124;33434;20/01/2017
PO;1000126;33436;20/01/2017
PO;1000128;33438;20/01/2017
PO;1000130;33440;20/01/2017
PO;1000132;33442;20/01/2017
PO;1000134;33444;20/01/2017
PO;1000135;33446;20/01/2017
HN;1000136;33448;20/01/2017
PO;1000138;33450;20/01/2017
HN;1000140;33452;20/01/2017
HN;1000142;33454;20/01/2017
HN;1000144;33456;20/01/2017
HN;1000146;33458;20/01/2017
RD;1000148;33460;20/01/2017
SL;1000150;33462;20/01/2017
D1;1000152;33464;20/01/2017
D1;1000154;33466;20/01/2017
D1;1000156;33468;20/01/2017
RD;1000158;33470;20/01/2017
RD;1000160;33472;20/01/2017
RD;1000162;33474;20/01/2017
RD;1000164;33476;20/01/2017
RD;1000166;33478;20/01/2017
RD;1000168;33480;20/01/2017
PO;1000170;40002;20/01/2017
RD;1000171;33482;20/01/2017
PO;1000173;40004;20/01/2017
RD;1000174;33484;20/01/2017
PO;1000176;40006;20/01/2017
RD;1000177;33486;20/01/2017
PO;1000180;40008;20/01/2017
RD;1000181;33488;20/01/2017
PO;1000183;40010;20/01/2017
RD;1000184;33490;20/01/2017
HN;1000186;40012;20/01/2017
RD;1000187;33492;20/01/2017
HN;1000189;40014;20/01/2017
RD;1000190;33494;20/01/2017
PO;1000193;33496;20/01/2017
HN;1000195;40018;20/01/2017
HN;1000198;40020;20/01/2017
HN;1000201;40022;20/01/2017
HN;1000202;33502;20/01/2017
HN;1000204;40024;20/01/2017
HN;1000205;33504;20/01/2017
HN;1000208;33506;20/01/2017
HN;1000211;33508;20/01/2017
SL;1000213;40030;20/01/2017
HN;1000340;38072;20/01/2017
HN;1000343;38074;20/01/2017
CF;1000345;38076;20/01/2017
CF;1000348;38078;20/01/2017
CF;1000351;38080;20/01/2017
CF;1000354;38082;20/01/2017
CF;1000357;38084;20/01/2017
CF;1000360;38086;20/01/2017
CF;1000363;38088;20/01/2017
D1;1000366;38090;20/01/2017
D1;1000369;38092;20/01/2017
D1;1000372;38094;20/01/2017
D1;1000375;38096;20/01/2017
D1;1000377;38098;20/01/2017
D1;1000379;38100;20/01/2017
PO;1000382;33212;20/01/2017
PO;1000389;33224;20/01/2017
HN;1000415;33274;20/01/2017
HN;1000417;33278;20/01/2017
HN;1000418;33280;20/01/2017
CF;1000420;33284;20/01/2017
CF;1000421;33286;20/01/2017
CD;1000422;33288;20/01/2017
CD;1000424;33292;20/01/2017
CD;1000425;33294;20/01/2017
CD;1000426;33296;20/01/2017
SL;1000428;33300;20/01/2017
SL;1000429;33302;20/01/2017
PO;1000431;33306;20/01/2017
PO;1000432;33308;20/01/2017
PO;1000433;33310;20/01/2017
PO;1000435;33314;20/01/2017
CF;1000436;33316;20/01/2017
RD;1000438;33320;20/01/2017
HN;1000440;33322;20/01/2017
HN;1000442;33324;20/01/2017
HN;1000443;33326;20/01/2017
D1;1000446;33330;20/01/2017
D1;1000447;33332;20/01/2017
SL;1000449;33336;20/01/2017
SL;1000451;33338;20/01/2017
SL;1000453;33340;20/01/2017
HN;1000454;33342;20/01/2017
CF;1000457;33346;20/01/2017
D1;1000458;33348;20/01/2017
CD;1000460;33352;20/01/2017
CD;1000461;33354;20/01/2017
CD;1000464;33358;20/01/2017
CD;1000465;33360;20/01/2017
PO;1000467;33364;20/01/2017
PO;1000468;33366;20/01/2017
PO;1000469;33368;20/01/2017
PO;1000471;33372;20/01/2017
HN;1000472;35002;20/01/2017
HN;1000474;35004;20/01/2017
PO;1000476;33376;20/01/2017
HN;1000478;33378;20/01/2017
HN;1000479;35008;20/01/2017
HN;1000481;35010;20/01/2017
PO;1000482;33382;20/01/2017
RD;1000483;33384;20/01/2017
D1;1000485;33388;20/01/2017
D1;1000489;33392;20/01/2017
D1;1000490;33394;20/01/2017
D1;1000492;33398;20/01/2017
CD;1000494;33400;20/01/2017
CD;1000496;33404;20/01/2017
CD;1000497;33406;20/01/2017
CD;1000499;33410;20/01/2017
CD;1000501;33412;20/01/2017
RD;1000503;33414;20/01/2017
D2;1000556;36001;20/01/2017
D2;1000558;36003;20/01/2017
D2;1000560;36005;20/01/2017
D2;1000562;36007;20/01/2017
D2;1000564;36009;20/01/2017
D2;1000566;36011;20/01/2017
D2;1000568;36013;20/01/2017
D2;1000570;36015;20/01/2017
D2;1000572;36017;20/01/2017
D2;1000574;36019;20/01/2017
D2;1000576;36021;20/01/2017
D2;1000578;36023;20/01/2017
D2;1000580;36025;20/01/2017
D2;1000582;36027;20/01/2017
D2;1000584;36029;20/01/2017
D2;1000586;36031;20/01/2017
D2;1000588;36033;20/01/2017
D2;1000590;36035;20/01/2017
PO;1000592;36037;20/01/2017
PO;1000596;36041;20/01/2017
PO;1000599;36045;20/01/2017
PO;1000603;36049;20/01/2017
PO;1000607;36053;20/01/2017
PO;1000609;36055;20/01/2017
PO;1000611;36057;20/01/2017
PO;1000613;36061;20/01/2017
PO;1000614;36063;20/01/2017
PO;1000615;36065;20/01/2017
PO;1000617;36069;20/01/2017
D2;1000639;28051;20/01/2017
PO;1000665;33051;20/01/2017
PO;1000666;33053;20/01/2017
PO;1000672;33065;20/01/2017
PO;1000686;33093;20/01/2017
RD;1000694;38001;20/01/2017
SL;1000216;40032;20/01/2017
SL;1000218;40034;20/01/2017
PO;1000219;33514;20/01/2017
SL;1000220;40036;20/01/2017
SL;1000222;40038;20/01/2017
RD;1000223;33518;20/01/2017
SL;1000224;40040;20/01/2017
SL;1000226;40042;20/01/2017
D1;1000227;33522;20/01/2017
SL;1000229;40044;20/01/2017
D1;1000230;33524;20/01/2017
D1;1000233;33526;20/01/2017
D1;1000236;33528;20/01/2017
SL;1000238;40050;20/01/2017
CD;1000241;33532;20/01/2017
D1;1000243;33534;20/01/2017
HN;1000245;33536;20/01/2017
D1;1000247;33538;20/01/2017
D1;1000249;33540;20/01/2017
D1;1000251;33542;20/01/2017
HN;1000255;33546;20/01/2017
HN;1000259;33550;20/01/2017
HN;1000261;33552;20/01/2017
D1;1000263;33554;20/01/2017
HN;1000265;33556;20/01/2017
D2;1000266;36002;20/01/2017
D2;1000269;36004;20/01/2017
D2;1000272;36006;20/01/2017
PO;1000274;33562;20/01/2017
PO;1000277;33564;20/01/2017
PO;1000280;33566;20/01/2017
D2;1000281;36012;20/01/2017
PO;1000283;33568;20/01/2017
D2;1000284;36014;20/01/2017
PO;1000286;33570;20/01/2017
D2;1000287;36016;20/01/2017
D2;1000290;36018;20/01/2017
D2;1000293;36020;20/01/2017
PO;1000295;33576;20/01/2017
PO;1000298;33578;20/01/2017
D2;1000299;36024;20/01/2017
PO;1000301;33580;20/01/2017
D2;1000302;36026;20/01/2017
PO;1000304;33582;20/01/2017
D2;1000305;36028;20/01/2017
SL;1000307;38042;20/01/2017
HN;1000309;38044;20/01/2017
SL;1000311;38046;20/01/2017
SL;1000313;38048;20/01/2017
PO;1000315;38050;20/01/2017
CD;1000318;38052;20/01/2017
PO;1000319;33162;20/01/2017
CD;1000321;38054;20/01/2017
CD;1000323;38056;20/01/2017
CD;1000325;38058;20/01/2017
CD;1000327;38060;20/01/2017
PO;1000328;33170;20/01/2017
RD;1000329;38062;20/01/2017
PO;1000330;33172;20/01/2017
CD;1000331;38064;20/01/2017
HN;1000333;38066;20/01/2017
PO;1000334;33176;20/01/2017
HN;1000335;38068;20/01/2017
HN;1000337;38070;20/01/2017
PO;1000823;33267;20/01/2017
HN;1000827;33275;20/01/2017
HN;1000828;33277;20/01/2017
HN;1000830;33281;20/01/2017
HN;1000831;33283;20/01/2017
CF;1000832;33285;20/01/2017
CD;1000834;33289;20/01/2017
CD;1000835;33291;20/01/2017
CD;1000836;33293;20/01/2017
CD;1000838;33297;20/01/2017
SL;1000839;33299;20/01/2017
SL;1000841;33303;20/01/2017
PO;1000842;33305;20/01/2017
PO;1000843;33307;20/01/2017
PO;1000845;33311;20/01/2017
PO;1000846;33313;20/01/2017
RD;1000848;33317;20/01/2017
RD;1000849;33319;20/01/2017
HN;1000850;33321;20/01/2017
HN;1000852;33325;20/01/2017
D1;1000853;33327;20/01/2017
D1;1000854;33329;20/01/2017
D1;1000856;33331;20/01/2017
SL;1000857;33333;20/01/2017
SL;1000860;33337;20/01/2017
SL;1000861;33339;20/01/2017
HN;1000863;33343;20/01/2017
D1;1000864;33345;20/01/2017
D1;1000866;33349;20/01/2017
CD;1000867;33351;20/01/2017
CD;1000868;33353;20/01/2017
CD;1000870;33357;20/01/2017
CD;1000871;33359;20/01/2017
CD;1000872;33361;20/01/2017
PO;1000874;33365;20/01/2017
PO;1000875;33367;20/01/2017
HN;1000877;35001;20/01/2017
HN;1000879;35003;20/01/2017
HN;1000881;35005;20/01/2017
PO;1000882;33375;20/01/2017
HN;1000884;33377;20/01/2017
HN;1000885;35009;20/01/2017
HN;1000886;33379;20/01/2017
RD;1000888;33383;20/01/2017
RD;1000889;33385;20/01/2017
D1;1000891;33389;20/01/2017
D1;1000892;33391;20/01/2017
D1;1000893;33393;20/01/2017
SL;1000895;33397;20/01/2017
CD;1000896;33399;20/01/2017
CD;1000897;33401;20/01/2017
CD;1000899;33405;20/01/2017
PO;1000900;33584;20/01/2017
D2;1000901;36030;20/01/2017
PO;1000903;33586;20/01/2017
D2;1000904;36032;20/01/2017
PO;1000906;33588;20/01/2017
D2;1000907;36034;20/01/2017
PO;1000909;33590;20/01/2017
PO;1000910;36036;20/01/2017
PO;1000912;33592;20/01/2017
PO;1000913;36038;20/01/2017
PO;1000915;33594;20/01/2017
PO;1000916;36040;20/01/2017
PO;1000918;33596;20/01/2017
PO;1000919;36042;20/01/2017
PO;1000921;33598;20/01/2017
PO;1000922;36044;20/01/2017
PO;1000924;33600;20/01/2017
PO;1000925;36046;20/01/2017
HN;1000199;33500;20/01/2017
PO;1001059;33116;20/01/2017
D1;1001061;33118;20/01/2017
PO;1000703;33117;20/01/2017
D2;1930279;43004;20/01/2017
D2;1930281;43003;20/01/2017
D2;1930282;43005;20/01/2017
D2;1930278;43002;20/01/2017
D2;1930280;43001;20/01/2017
D2;1932298;43008;20/01/2017
D2;1932299;43010;20/01/2017
D2;1932300;43012;20/01/2017
D2;1932301;43014;20/01/2017
D2;1932302;43016;20/01/2017
D2;1932303;43018;20/01/2017
CD;1932305;43022;20/01/2017
CD;1932307;43026;20/01/2017
CD;1932308;43028;20/01/2017
CD;1932309;43030;20/01/2017
HN;1932310;43032;20/01/2017
HN;1932312;43036;20/01/2017
HN;1932314;43040;20/01/2017
HN;1932315;43042;20/01/2017
HN;1932316;43044;20/01/2017
HN;1932317;43046;20/01/2017
HN;1932318;43048;20/01/2017
SL;1932319;43050;20/01/2017
SL;1932321;43054;20/01/2017
SL;1932323;43058;20/01/2017
CF;1932324;43060;20/01/2017
CF;1932325;43062;20/01/2017
CF;1932326;43064;20/01/2017
CF;1932328;43068;20/01/2017
RD;1932330;43072;20/01/2017
CD;1000927;33602;20/01/2017
PO;1000928;36048;20/01/2017
CD;1000930;33604;20/01/2017
PO;1000931;36050;20/01/2017
CD;1000933;33606;20/01/2017
PO;1000934;36052;20/01/2017
CD;1000935;33608;20/01/2017
PO;1000936;36054;20/01/2017
CD;1000937;33610;20/01/2017
PO;1000938;36056;20/01/2017
D1;1000939;33612;20/01/2017
PO;1000940;36058;20/01/2017
D1;1000941;33614;20/01/2017
PO;1000942;36060;20/01/2017
D1;1000943;33616;20/01/2017
PO;1000944;36062;20/01/2017
D1;1000945;33618;20/01/2017
PO;1000946;36064;20/01/2017
HN;1000947;33620;20/01/2017
PO;1000948;36066;20/01/2017
HN;1000949;33622;20/01/2017
PO;1000950;36068;20/01/2017
HN;1000951;33624;20/01/2017
PO;1000952;36070;20/01/2017
SL;1000953;33626;20/01/2017
