opd_date;vehicle_id;event_no;meters;act_dep_time;nom_dep_time;nom_end_time;act_end_time;line_id;trip_id;pattern_id;pattern_direction;trip_type;pattern_quality;block_id;passenger_data;time_grp_id;is_additional_trip
12/01/2017;1000110;1737650823;5287;24161;23400;24600;24161;31;2790264;575;;2;50;1711086;;2367504;0
12/01/2017;1000110;1737650825;5287;24312;24300;26096;26020;31;2668766;2042535;Outbound;0;100;1711086;;2313556;0
12/01/2017;1000110;1737650875;19471;27023;27000;30312;30223;31;2668767;2313186;Inbound;0;100;1711086;;2313630;0
12/01/2017;1000110;1737650960;41824;30295;31200;32400;30295;31;2790265;571;;4;50;1711086;;2346242;0
12/01/2017;1000110;1737650979;52892;36909;36900;39975;43063;31;2668772;1030754;Outbound;0;100;1711086;;2313605;0
12/01/2017;1000110;1737651065;75781;43202;43200;46418;46509;31;2668773;1030755;Inbound;0;100;1711086;;2313607;0
12/01/2017;1000110;1737651148;98315;47699;46440;47340;47708;31;2790268;569;;3;100;1711086;;2345796;0
12/01/2017;1000110;1737651151;98407;47708;47700;51015;50666;31;2668775;1030754;Outbound;0;100;1711086;;2313595;0
12/01/2017;1000110;1737651236;121217;50686;52200;53400;50686;31;2790269;578;;4;50;1711086;;2327662;0
12/01/2017;1000110;1737651248;134998;58822;58800;63177;63087;42;2323595;2313191;Outbound;0;100;1710900;;2313771;0
12/01/2017;1000110;1737651315;152707;63087;62520;63720;63132;42;2787148;551;;3;100;1710900;;2238515;0
12/01/2017;1000110;1737651318;153044;63289;63300;66591;66344;42;2640068;2631030;Inbound;0;100;1710900;;2631071;0
12/01/2017;1000110;1737651382;170346;66395;66900;66900;66395;42;2787149;549;;4;50;1710900;;2250675;0
12/01/2017;1000113;1736545455;5448;22773;21300;22200;22773;16;2802973;205;;2;50;1885212;;2802972;0
12/01/2017;1000113;1736545457;5448;22804;22800;26540;26199;16;1899524;1885240;Outbound;0;100;1885212;;1886380;0
12/01/2017;1000113;1736545538;23326;26828;26460;26760;28102;16;2802974;202;;3;100;1885212;;1;0
12/01/2017;1000113;1736545545;25422;28473;28800;34951;34588;16;1899527;1885243;Inbound;0;95;1885212;;1886391;0
12/01/2017;1000113;1736545659;46671;36730;36720;42016;41363;16;1899528;1005952;Outbound;0;100;1885212;;1886363;0
12/01/2017;1000113;1736545763;69979;43672;42180;42180;43764;16;2802975;202;;3;100;1885212;;2788508;0
12/01/2017;1000113;1736545766;70715;43923;43920;49465;49176;16;1899530;1885243;Inbound;0;100;1885212;;1886404;0
12/01/2017;1000113;1736545869;93302;50402;50400;55870;55684;16;1899531;1005952;Outbound;0;100;1885212;;1886365;0
12/01/2017;1000113;1736545981;116603;57375;56640;56640;57375;16;2802976;202;;3;50;1885212;;2788037;0
12/01/2017;1000113;1736545987;118950;57814;57600;63952;63065;16;2750237;1885243;Inbound;0;94;1885212;;1886402;0
12/01/2017;1000113;1736546084;139735;63152;66000;66900;63152;16;2802978;204;;4;50;1885212;;2802977;0
12/01/2017;1000115;1736844595;1605;23599;23400;23700;23599;41;1784452;4;;2;50;1711112;;1784451;0
12/01/2017;1000115;1736844599;1605;23983;24000;27290;26651;41;1725933;1009919;Outbound;0;100;1711112;;1;0
12/01/2017;1000115;1736844666;21319;26652;27180;27180;26677;41;1784453;5;;3;100;1711112;;1782913;0
