depot;vehicle_id;vehicle_short_name;opd_date
CF;1000110;33416;12/01/2017
HN;1000111;33418;12/01/2017
SL;1000113;33420;12/01/2017
SL;1000115;33422;12/01/2017
SL;1000116;33424;12/01/2017
SL;1000117;33426;12/01/2017
SL;1000118;33428;12/01/2017
PO;1000120;33430;12/01/2017
PO;1000122;33432;12/01/2017
PO;1000124;33434;12/01/2017
PO;1000126;33436;12/01/2017
PO;1000128;33438;12/01/2017
PO;1000130;33440;12/01/2017
PO;1000132;33442;12/01/2017
PO;1000134;33444;12/01/2017
PO;1000135;33446;12/01/2017
HN;1000136;33448;12/01/2017
PO;1000138;33450;12/01/2017
HN;1000140;33452;12/01/2017
HN;1000142;33454;12/01/2017
HN;1000144;33456;12/01/2017
HN;1000146;33458;12/01/2017
RD;1000148;33460;12/01/2017
SL;1000150;33462;12/01/2017
D1;1000152;33464;12/01/2017
D1;1000154;33466;12/01/2017
D1;1000156;33468;12/01/2017
RD;1000158;33470;12/01/2017
RD;1000160;33472;12/01/2017
RD;1000162;33474;12/01/2017
RD;1000164;33476;12/01/2017
RD;1000166;33478;12/01/2017
RD;1000168;33480;12/01/2017
PO;1000170;40002;12/01/2017
RD;1000171;33482;12/01/2017
PO;1000173;40004;12/01/2017
RD;1000174;33484;12/01/2017
PO;1000176;40006;12/01/2017
RD;1000177;33486;12/01/2017
PO;1000180;40008;12/01/2017
RD;1000181;33488;12/01/2017
PO;1000183;40010;12/01/2017
RD;1000184;33490;12/01/2017
HN;1000186;40012;12/01/2017
RD;1000187;33492;12/01/2017
HN;1000189;40014;12/01/2017
RD;1000190;33494;12/01/2017
PO;1000193;33496;12/01/2017
HN;1000195;40018;12/01/2017
HN;1000198;40020;12/01/2017
HN;1000201;40022;12/01/2017
HN;1000202;33502;12/01/2017
HN;1000204;40024;12/01/2017
HN;1000205;33504;12/01/2017
HN;1000208;33506;12/01/2017
HN;1000211;33508;12/01/2017
SL;1000213;40030;12/01/2017
HN;1000340;38072;12/01/2017
HN;1000343;38074;12/01/2017
CF;1000345;38076;12/01/2017
CF;1000348;38078;12/01/2017
CF;1000351;38080;12/01/2017
CF;1000354;38082;12/01/2017
CF;1000357;38084;12/01/2017
CF;1000360;38086;12/01/2017
CF;1000363;38088;12/01/2017
D1;1000366;38090;12/01/2017
D1;1000369;38092;12/01/2017
D1;1000372;38094;12/01/2017
D1;1000375;38096;12/01/2017
D1;1000377;38098;12/01/2017
D1;1000379;38100;12/01/2017
PO;1000381;24246;12/01/2017
PO;1000382;33212;12/01/2017
PO;1000389;33224;12/01/2017
HN;1000415;33274;12/01/2017
HN;1000417;33278;12/01/2017
HN;1000418;33280;12/01/2017
CF;1000420;33284;12/01/2017
CF;1000421;33286;12/01/2017
CD;1000422;33288;12/01/2017
CD;1000424;33292;12/01/2017
CD;1000425;33294;12/01/2017
CD;1000426;33296;12/01/2017
SL;1000428;33300;12/01/2017
SL;1000429;33302;12/01/2017
PO;1000431;33306;12/01/2017
PO;1000432;33308;12/01/2017
PO;1000433;33310;12/01/2017
PO;1000435;33314;12/01/2017
CF;1000436;33316;12/01/2017
RD;1000438;33320;12/01/2017
HN;1000440;33322;12/01/2017
HN;1000442;33324;12/01/2017
HN;1000443;33326;12/01/2017
D1;1000446;33330;12/01/2017
D1;1000447;33332;12/01/2017
SL;1000449;33336;12/01/2017
SL;1000451;33338;12/01/2017
SL;1000453;33340;12/01/2017
HN;1000454;33342;12/01/2017
CF;1000457;33346;12/01/2017
D1;1000458;33348;12/01/2017
CD;1000460;33352;12/01/2017
CD;1000461;33354;12/01/2017
CD;1000464;33358;12/01/2017
CD;1000465;33360;12/01/2017
PO;1000467;33364;12/01/2017
PO;1000468;33366;12/01/2017
