depot;vehicle_id;vehicle_short_name;opd_date
CF;1000110;33416;03/01/2017
HN;1000111;33418;03/01/2017
SL;1000113;33420;03/01/2017
SL;1000115;33422;03/01/2017
SL;1000116;33424;03/01/2017
SL;1000117;33426;03/01/2017
SL;1000118;33428;03/01/2017
PO;1000120;33430;03/01/2017
PO;1000122;33432;03/01/2017
PO;1000124;33434;03/01/2017
PO;1000126;33436;03/01/2017
PO;1000128;33438;03/01/2017
PO;1000130;33440;03/01/2017
PO;1000132;33442;03/01/2017
PO;1000134;33444;03/01/2017
PO;1000135;33446;03/01/2017
HN;1000136;33448;03/01/2017
PO;1000138;33450;03/01/2017
HN;1000140;33452;03/01/2017
HN;1000142;33454;03/01/2017
HN;1000144;33456;03/01/2017
HN;1000146;33458;03/01/2017
RD;1000148;33460;03/01/2017
SL;1000150;33462;03/01/2017
D1;1000152;33464;03/01/2017
D1;1000154;33466;03/01/2017
D1;1000156;33468;03/01/2017
RD;1000158;33470;03/01/2017
RD;1000160;33472;03/01/2017
RD;1000162;33474;03/01/2017
RD;1000164;33476;03/01/2017
RD;1000166;33478;03/01/2017
RD;1000168;33480;03/01/2017
PO;1000170;40002;03/01/2017
RD;1000171;33482;03/01/2017
PO;1000173;40004;03/01/2017
RD;1000174;33484;03/01/2017
PO;1000176;40006;03/01/2017
RD;1000177;33486;03/01/2017
PO;1000180;40008;03/01/2017
RD;1000181;33488;03/01/2017
PO;1000183;40010;03/01/2017
RD;1000184;33490;03/01/2017
HN;1000186;40012;03/01/2017
RD;1000187;33492;03/01/2017
HN;1000189;40014;03/01/2017
RD;1000190;33494;03/01/2017
PO;1000193;33496;03/01/2017
HN;1000195;40018;03/01/2017
HN;1000198;40020;03/01/2017
HN;1000201;40022;03/01/2017
HN;1000202;33502;03/01/2017
HN;1000204;40024;03/01/2017
HN;1000205;33504;03/01/2017
HN;1000208;33506;03/01/2017
HN;1000211;33508;03/01/2017
SL;1000213;40030;03/01/2017
HN;1000340;38072;03/01/2017
HN;1000343;38074;03/01/2017
CF;1000345;38076;03/01/2017
CF;1000348;38078;03/01/2017
CF;1000351;38080;03/01/2017
CF;1000354;38082;03/01/2017
CF;1000357;38084;03/01/2017
CF;1000360;38086;03/01/2017
CF;1000363;38088;03/01/2017
D1;1000366;38090;03/01/2017
D1;1000369;38092;03/01/2017
D1;1000372;38094;03/01/2017
D1;1000375;38096;03/01/2017
D1;1000377;38098;03/01/2017
D1;1000379;38100;03/01/2017
PO;1000381;24246;03/01/2017
PO;1000382;33212;03/01/2017
PO;1000389;33224;03/01/2017
HN;1000415;33274;03/01/2017
HN;1000417;33278;03/01/2017
HN;1000418;33280;03/01/2017
CF;1000420;33284;03/01/2017
CF;1000421;33286;03/01/2017
CD;1000422;33288;03/01/2017
CD;1000424;33292;03/01/2017
CD;1000425;33294;03/01/2017
CD;1000426;33296;03/01/2017
SL;1000428;33300;03/01/2017
SL;1000429;33302;03/01/2017
PO;1000431;33306;03/01/2017
PO;1000432;33308;03/01/2017
PO;1000433;33310;03/01/2017
PO;1000435;33314;03/01/2017
CF;1000436;33316;03/01/2017
RD;1000438;33320;03/01/2017
HN;1000440;33322;03/01/2017
HN;1000442;33324;03/01/2017
HN;1000443;33326;03/01/2017
D1;1000446;33330;03/01/2017
D1;1000447;33332;03/01/2017
SL;1000449;33336;03/01/2017
SL;1000451;33338;03/01/2017
SL;1000453;33340;03/01/2017
HN;1000454;33342;03/01/2017
CF;1000457;33346;03/01/2017
D1;1000458;33348;03/01/2017
CD;1000460;33352;03/01/2017
CD;1000461;33354;03/01/2017
CD;1000464;33358;03/01/2017
CD;1000465;33360;03/01/2017
PO;1000467;33364;03/01/2017
PO;1000468;33366;03/01/2017
PO;1000469;33368;03/01/2017
PO;1000471;33372;03/01/2017
HN;1000472;35002;03/01/2017
HN;1000474;35004;03/01/2017
PO;1000476;33376;03/01/2017
HN;1000478;33378;03/01/2017
HN;1000479;35008;03/01/2017
HN;1000481;35010;03/01/2017
PO;1000482;33382;03/01/2017
RD;1000483;33384;03/01/2017
D1;1000485;33388;03/01/2017
D1;1000489;33392;03/01/2017
D1;1000490;33394;03/01/2017
D1;1000492;33398;03/01/2017
CD;1000494;33400;03/01/2017
CD;1000496;33404;03/01/2017
CD;1000497;33406;03/01/2017
CD;1000499;33410;03/01/2017
CD;1000501;33412;03/01/2017
RD;1000503;33414;03/01/2017
D2;1000556;36001;03/01/2017
D2;1000558;36003;03/01/2017
D2;1000560;36005;03/01/2017
D2;1000562;36007;03/01/2017
D2;1000564;36009;03/01/2017
D2;1000566;36011;03/01/2017
D2;1000568;36013;03/01/2017
D2;1000570;36015;03/01/2017
D2;1000572;36017;03/01/2017
D2;1000574;36019;03/01/2017
D2;1000576;36021;03/01/2017
D2;1000578;36023;03/01/2017
D2;1000580;36025;03/01/2017
D2;1000582;36027;03/01/2017
D2;1000584;36029;03/01/2017
D2;1000586;36031;03/01/2017
D2;1000588;36033;03/01/2017
D2;1000590;36035;03/01/2017
PO;1000592;36037;03/01/2017
PO;1000596;36041;03/01/2017
PO;1000599;36045;03/01/2017
PO;1000603;36049;03/01/2017
PO;1000607;36053;03/01/2017
PO;1000609;36055;03/01/2017
PO;1000611;36057;03/01/2017
PO;1000613;36061;03/01/2017
PO;1000614;36063;03/01/2017
PO;1000615;36065;03/01/2017
PO;1000617;36069;03/01/2017
D2;1000639;28051;03/01/2017
PO;1000651;33023;03/01/2017
PO;1000665;33051;03/01/2017
PO;1000666;33053;03/01/2017
PO;1000672;33065;03/01/2017
PO;1000686;33093;03/01/2017
RD;1000694;38001;03/01/2017
SL;1000216;40032;03/01/2017
SL;1000218;40034;03/01/2017
PO;1000219;33514;03/01/2017
SL;1000220;40036;03/01/2017
SL;1000222;40038;03/01/2017
RD;1000223;33518;03/01/2017
SL;1000224;40040;03/01/2017
SL;1000226;40042;03/01/2017
D1;1000227;33522;03/01/2017
SL;1000229;40044;03/01/2017
D1;1000230;33524;03/01/2017
D1;1000233;33526;03/01/2017
D1;1000236;33528;03/01/2017
SL;1000238;40050;03/01/2017
CD;1000241;33532;03/01/2017
D1;1000243;33534;03/01/2017
HN;1000245;33536;03/01/2017
D1;1000247;33538;03/01/2017
D1;1000249;33540;03/01/2017
D1;1000251;33542;03/01/2017
HN;1000255;33546;03/01/2017
HN;1000259;33550;03/01/2017
HN;1000261;33552;03/01/2017
D1;1000263;33554;03/01/2017
HN;1000265;33556;03/01/2017
D2;1000266;36002;03/01/2017
D2;1000269;36004;03/01/2017
D2;1000272;36006;03/01/2017
PO;1000274;33562;03/01/2017
PO;1000277;33564;03/01/2017
PO;1000280;33566;03/01/2017
D2;1000281;36012;03/01/2017
PO;1000283;33568;03/01/2017
D2;1000284;36014;03/01/2017
PO;1000286;33570;03/01/2017
D2;1000287;36016;03/01/2017
D2;1000290;36018;03/01/2017
D2;1000293;36020;03/01/2017
PO;1000295;33576;03/01/2017
PO;1000298;33578;03/01/2017
D2;1000299;36024;03/01/2017
PO;1000301;33580;03/01/2017
D2;1000302;36026;03/01/2017
PO;1000304;33582;03/01/2017
D2;1000305;36028;03/01/2017
SL;1000307;38042;03/01/2017
HN;1000309;38044;03/01/2017
SL;1000311;38046;03/01/2017
SL;1000313;38048;03/01/2017
PO;1000315;38050;03/01/2017
CD;1000318;38052;03/01/2017
PO;1000319;33162;03/01/2017
CD;1000321;38054;03/01/2017
CD;1000323;38056;03/01/2017
CD;1000325;38058;03/01/2017
CD;1000327;38060;03/01/2017
PO;1000328;33170;03/01/2017
RD;1000329;38062;03/01/2017
PO;1000330;33172;03/01/2017
CD;1000331;38064;03/01/2017
HN;1000333;38066;03/01/2017
PO;1000334;33176;03/01/2017
HN;1000335;38068;03/01/2017
HN;1000337;38070;03/01/2017
PO;1000823;33267;03/01/2017
HN;1000828;33277;03/01/2017
HN;1000830;33281;03/01/2017
HN;1000831;33283;03/01/2017
CF;1000832;33285;03/01/2017
CD;1000834;33289;03/01/2017
CD;1000835;33291;03/01/2017
CD;1000836;33293;03/01/2017
CD;1000838;33297;03/01/2017
SL;1000839;33299;03/01/2017
SL;1000841;33303;03/01/2017
PO;1000842;33305;03/01/2017
PO;1000843;33307;03/01/2017
PO;1000845;33311;03/01/2017
PO;1000846;33313;03/01/2017
RD;1000848;33317;03/01/2017
RD;1000849;33319;03/01/2017
HN;1000850;33321;03/01/2017
HN;1000852;33325;03/01/2017
D1;1000853;33327;03/01/2017
D1;1000854;33329;03/01/2017
D1;1000856;33331;03/01/2017
SL;1000857;33333;03/01/2017
SL;1000860;33337;03/01/2017
SL;1000861;33339;03/01/2017
HN;1000863;33343;03/01/2017
D1;1000864;33345;03/01/2017
D1;1000866;33349;03/01/2017
CD;1000867;33351;03/01/2017
CD;1000868;33353;03/01/2017
CD;1000870;33357;03/01/2017
CD;1000871;33359;03/01/2017
CD;1000872;33361;03/01/2017
PO;1000874;33365;03/01/2017
PO;1000875;33367;03/01/2017
HN;1000877;35001;03/01/2017
HN;1000879;35003;03/01/2017
HN;1000881;35005;03/01/2017
PO;1000882;33375;03/01/2017
HN;1000884;33377;03/01/2017
HN;1000885;35009;03/01/2017
HN;1000886;33379;03/01/2017
RD;1000888;33383;03/01/2017
RD;1000889;33385;03/01/2017
D1;1000891;33389;03/01/2017
D1;1000892;33391;03/01/2017
D1;1000893;33393;03/01/2017
SL;1000895;33397;03/01/2017
CD;1000896;33399;03/01/2017
CD;1000897;33401;03/01/2017
CD;1000899;33405;03/01/2017
PO;1000900;33584;03/01/2017
D2;1000901;36030;03/01/2017
PO;1000903;33586;03/01/2017
D2;1000904;36032;03/01/2017
PO;1000906;33588;03/01/2017
D2;1000907;36034;03/01/2017
PO;1000909;33590;03/01/2017
PO;1000910;36036;03/01/2017
PO;1000912;33592;03/01/2017
