depot;vehicle_id;vehicle_short_name;opd_date
CF;1000110;33416;07/01/2017
HN;1000111;33418;07/01/2017
SL;1000113;33420;07/01/2017
SL;1000115;33422;07/01/2017
SL;1000116;33424;07/01/2017
SL;1000117;33426;07/01/2017
SL;1000118;33428;07/01/2017
PO;1000120;33430;07/01/2017
PO;1000122;33432;07/01/2017
PO;1000124;33434;07/01/2017
PO;1000126;33436;07/01/2017
PO;1000128;33438;07/01/2017
PO;1000130;33440;07/01/2017
PO;1000132;33442;07/01/2017
PO;1000134;33444;07/01/2017
PO;1000135;33446;07/01/2017
HN;1000136;33448;07/01/2017
PO;1000138;33450;07/01/2017
HN;1000140;33452;07/01/2017
HN;1000142;33454;07/01/2017
HN;1000144;33456;07/01/2017
HN;1000146;33458;07/01/2017
RD;1000148;33460;07/01/2017
SL;1000150;33462;07/01/2017
D1;1000152;33464;07/01/2017
D1;1000154;33466;07/01/2017
D1;1000156;33468;07/01/2017
RD;1000158;33470;07/01/2017
RD;1000160;33472;07/01/2017
RD;1000162;33474;07/01/2017
RD;1000164;33476;07/01/2017
RD;1000166;33478;07/01/2017
RD;1000168;33480;07/01/2017
PO;1000170;40002;07/01/2017
RD;1000171;33482;07/01/2017
PO;1000173;40004;07/01/2017
RD;1000174;33484;07/01/2017
PO;1000176;40006;07/01/2017
RD;1000177;33486;07/01/2017
PO;1000180;40008;07/01/2017
RD;1000181;33488;07/01/2017
PO;1000183;40010;07/01/2017
RD;1000184;33490;07/01/2017
HN;1000186;40012;07/01/2017
RD;1000187;33492;07/01/2017
HN;1000189;40014;07/01/2017
RD;1000190;33494;07/01/2017
PO;1000193;33496;07/01/2017
HN;1000195;40018;07/01/2017
HN;1000198;40020;07/01/2017
HN;1000201;40022;07/01/2017
HN;1000202;33502;07/01/2017
HN;1000204;40024;07/01/2017
HN;1000205;33504;07/01/2017
HN;1000208;33506;07/01/2017
HN;1000211;33508;07/01/2017
SL;1000213;40030;07/01/2017
HN;1000340;38072;07/01/2017
HN;1000343;38074;07/01/2017
CF;1000345;38076;07/01/2017
CF;1000348;38078;07/01/2017
CF;1000351;38080;07/01/2017
CF;1000354;38082;07/01/2017
CF;1000357;38084;07/01/2017
CF;1000360;38086;07/01/2017
CF;1000363;38088;07/01/2017
D1;1000366;38090;07/01/2017
D1;1000369;38092;07/01/2017
D1;1000372;38094;07/01/2017
D1;1000375;38096;07/01/2017
D1;1000377;38098;07/01/2017
D1;1000379;38100;07/01/2017
PO;1000381;24246;07/01/2017
PO;1000382;33212;07/01/2017
PO;1000389;33224;07/01/2017
HN;1000415;33274;07/01/2017
HN;1000417;33278;07/01/2017
HN;1000418;33280;07/01/2017
CF;1000420;33284;07/01/2017
CF;1000421;33286;07/01/2017
CD;1000422;33288;07/01/2017
CD;1000424;33292;07/01/2017
CD;1000425;33294;07/01/2017
CD;1000426;33296;07/01/2017
SL;1000428;33300;07/01/2017
SL;1000429;33302;07/01/2017
PO;1000431;33306;07/01/2017
PO;1000432;33308;07/01/2017
PO;1000433;33310;07/01/2017
PO;1000435;33314;07/01/2017
CF;1000436;33316;07/01/2017
RD;1000438;33320;07/01/2017
HN;1000440;33322;07/01/2017
HN;1000442;33324;07/01/2017
HN;1000443;33326;07/01/2017
D1;1000446;33330;07/01/2017
D1;1000447;33332;07/01/2017
SL;1000449;33336;07/01/2017
SL;1000451;33338;07/01/2017
SL;1000453;33340;07/01/2017
HN;1000454;33342;07/01/2017
CF;1000457;33346;07/01/2017
D1;1000458;33348;07/01/2017
CD;1000460;33352;07/01/2017
CD;1000461;33354;07/01/2017
CD;1000464;33358;07/01/2017
CD;1000465;33360;07/01/2017
PO;1000467;33364;07/01/2017
PO;1000468;33366;07/01/2017
PO;1000469;33368;07/01/2017
PO;1000471;33372;07/01/2017
HN;1000472;35002;07/01/2017
HN;1000474;35004;07/01/2017
PO;1000476;33376;07/01/2017
HN;1000478;33378;07/01/2017
HN;1000479;35008;07/01/2017
HN;1000481;35010;07/01/2017
PO;1000482;33382;07/01/2017
RD;1000483;33384;07/01/2017
D1;1000485;33388;07/01/2017
D1;1000489;33392;07/01/2017
D1;1000490;33394;07/01/2017
D1;1000492;33398;07/01/2017
CD;1000494;33400;07/01/2017
CD;1000496;33404;07/01/2017
CD;1000497;33406;07/01/2017
CD;1000499;33410;07/01/2017
CD;1000501;33412;07/01/2017
RD;1000503;33414;07/01/2017
D2;1000556;36001;07/01/2017
D2;1000558;36003;07/01/2017
D2;1000560;36005;07/01/2017
D2;1000562;36007;07/01/2017
D2;1000564;36009;07/01/2017
D2;1000566;36011;07/01/2017
D2;1000568;36013;07/01/2017
D2;1000570;36015;07/01/2017
D2;1000572;36017;07/01/2017
D2;1000574;36019;07/01/2017
D2;1000576;36021;07/01/2017
