depot;vehicle_id;vehicle_short_name;opd_date
CF;1000110;33416;04/01/2017
HN;1000111;33418;04/01/2017
SL;1000113;33420;04/01/2017
SL;1000115;33422;04/01/2017
SL;1000116;33424;04/01/2017
SL;1000117;33426;04/01/2017
SL;1000118;33428;04/01/2017
PO;1000120;33430;04/01/2017
PO;1000122;33432;04/01/2017
PO;1000124;33434;04/01/2017
PO;1000126;33436;04/01/2017
PO;1000128;33438;04/01/2017
PO;1000130;33440;04/01/2017
PO;1000132;33442;04/01/2017
PO;1000134;33444;04/01/2017
PO;1000135;33446;04/01/2017
HN;1000136;33448;04/01/2017
PO;1000138;33450;04/01/2017
HN;1000140;33452;04/01/2017
HN;1000142;33454;04/01/2017
HN;1000144;33456;04/01/2017
HN;1000146;33458;04/01/2017
RD;1000148;33460;04/01/2017
SL;1000150;33462;04/01/2017
D1;1000152;33464;04/01/2017
D1;1000154;33466;04/01/2017
D1;1000156;33468;04/01/2017
RD;1000158;33470;04/01/2017
RD;1000160;33472;04/01/2017
RD;1000162;33474;04/01/2017
RD;1000164;33476;04/01/2017
RD;1000166;33478;04/01/2017
RD;1000168;33480;04/01/2017
PO;1000170;40002;04/01/2017
RD;1000171;33482;04/01/2017
PO;1000173;40004;04/01/2017
RD;1000174;33484;04/01/2017
PO;1000176;40006;04/01/2017
RD;1000177;33486;04/01/2017
PO;1000180;40008;04/01/2017
RD;1000181;33488;04/01/2017
PO;1000183;40010;04/01/2017
RD;1000184;33490;04/01/2017
HN;1000186;40012;04/01/2017
RD;1000187;33492;04/01/2017
HN;1000189;40014;04/01/2017
RD;1000190;33494;04/01/2017
PO;1000193;33496;04/01/2017
HN;1000195;40018;04/01/2017
HN;1000198;40020;04/01/2017
HN;1000201;40022;04/01/2017
HN;1000202;33502;04/01/2017
HN;1000204;40024;04/01/2017
HN;1000205;33504;04/01/2017
HN;1000208;33506;04/01/2017
HN;1000211;33508;04/01/2017
SL;1000213;40030;04/01/2017
HN;1000340;38072;04/01/2017
HN;1000343;38074;04/01/2017
CF;1000345;38076;04/01/2017
CF;1000348;38078;04/01/2017
CF;1000351;38080;04/01/2017
