trip_id;schedule_id;block_id;line_id;pattern_id;sched_start_time;trip_type;daytype_id;short_name
2426695;12900;1712414;39;2408099;32400;0;36;15481
2787787;12900;1712414;39;373;36180;3;36;12928
2426698;12900;1712414;39;2408099;43200;0;36;15483
2787794;12900;1712416;26;309;50700;3;36;12630
2790780;12900;1710978;63;2786755;73800;0;36;17140
2790785;12900;1710978;63;626;84600;4;36;14151
1728618;12900;1711697;75;1312671;40200;0;36;13766
2688490;12900;1711697;75;61;50100;4;36;11403
1891808;12900;1711615;11;1312506;50400;0;36;14421
2021749;12900;2020763;83;2020797;82800;0;36;14951
2803232;12900;1712334;1014394;252;76200;2;36;11313
2788390;12900;1711130;76;179;55800;2;36;11941
2458919;12900;1711461;1260309;2080154;45000;0;36;16189
2089350;12900;1711461;1260309;2080154;64800;0;36;16193
2801110;12900;1711162;37;263;51240;3;36;12999
1906238;12900;1711226;11;1312506;37800;0;36;14411
1906240;12900;1711226;11;1312506;46800;0;36;14413
1906243;12900;1711226;11;1312508;55200;0;36;14452
2414860;12900;1711256;39;1691011;78300;0;36;15479
2800296;12900;1711256;39;374;87000;4;36;12926
2792262;12900;1712533;14;506;54360;3;36;13614
2525818;12900;1712533;14;2513043;60300;0;36;16387
2746180;12900;1710875;15;1030726;81000;0;36;17118
1722440;12900;1710808;220;1510453;62100;0;36;14033
2249039;12900;1710815;1712588;2237087;30600;0;36;15038
2792358;12900;1710815;1712588;283;53580;3;36;12518
1906868;12900;1711242;16;1885243;32400;0;36;14592
2453507;12900;1712187;1260309;2080147;81000;0;36;16219
2801613;12900;1711242;16;204;62700;4;36;12114
2801546;12900;1711292;1014394;257;70800;4;36;11256
2801548;12900;1711292;1014394;254;78480;3;36;11317
1746638;12900;1712282;79;1691017;51840;0;36;14170
2802185;12900;1712189;76;181;56700;4;36;11937
2798625;12900;1712137;15;361;48780;3;36;14075
2798632;12900;1712137;15;358;73980;3;36;14082
1725953;12900;1711113;41;1009919;44400;0;36;13487
1872462;12900;1871804;53;1871810;46800;0;36;15193
2803665;12900;1871804;53;318;63840;3;36;12665
2780192;12900;1871804;53;666;66300;4;36;12666
2791160;12900;1710951;11;410;56700;4;36;11973
2790769;12900;1710978;63;2786753;44100;0;36;17129
1716809;12900;1711058;79;1691020;61200;0;36;14127
2787795;12900;1712416;26;309;57900;3;36;12631
1754247;12900;1712482;120;1414859;39600;0;36;13924
2410827;12900;1711598;145;2408086;40800;0;36;15908
2410828;12900;1711598;145;2408083;46800;0;36;15909
2154259;12900;1711602;38;1211801;41400;0;36;15791
2410855;12900;1711602;38;1353067;45600;0;36;15792
2791617;12900;1711602;38;375;64080;3;36;13212
2793545;12900;1712499;26;310;50400;4;36;12613
1754255;12900;1712482;120;1414859;47700;0;36;13928
2792650;12900;1712482;120;80;53100;4;36;11550
1754276;12900;1712482;120;1414857;75600;0;36;13950
2472804;12900;1711351;102;25;56700;2;36;11213
1750243;12900;1711351;102;1118460;65400;0;36;13582
2800485;12900;1711207;39;260;28200;2;36;12874
2800490;12900;1711207;39;374;84600;4;36;12879
2779515;12900;2020759;83;663;60780;4;36;12391
1947810;12900;1885230;1;1933917;45000;0;36;14680
2788765;12900;1711107;1014396;563;44760;3;36;13516
2461241;12900;1711107;1014396;2460387;60600;0;36;16281
2800650;12900;1885230;1;194;62400;3;36;12176
1947819;12900;1885230;1;1933917;66600;0;36;14686
2800776;12900;1711269;7;2786759;42000;0;36;17212
2417303;12900;1711987;39;1691010;63000;0;36;15499
2417305;12900;1711987;39;1691011;69300;0;36;15500
2799989;12900;1711987;39;376;85800;4;36;12945
2797110;12900;2513027;14;502;49200;4;36;13586
2797119;12900;1711511;25;398;31320;2;36;13051
2797130;12900;1711511;25;384;74100;3;36;13062
2797326;12900;1711407;15;358;75240;3;36;14066
2746284;12900;1711407;15;2408093;75600;0;36;17037
2434410;12900;1711468;27;1468610;65400;0;36;16033
2410268;12900;1711511;25;2408098;78420;0;36;15636
2797133;12900;1711511;25;384;81120;3;36;13064
2797735;12900;1711419;25;384;56160;3;36;13090
2797739;12900;1711419;25;389;71820;3;36;13094
2467751;12900;1712042;102;26;87600;4;36;11216
1749390;12900;1711396;122;1414862;82800;0;36;13849
2021798;12900;2020763;83;2020792;42600;0;36;14885
2805899;12900;2805847;67;296;29100;2;36;14255
2805904;12900;2805847;67;2281417;42300;0;36;17302
2798422;12900;1711942;1330001;449;65820;3;36;13245
2419508;12900;1711942;1330001;2408104;71400;0;36;15829
1952823;12900;1712013;40;1949077;30000;0;36;14767
1737850;12900;1711913;220;1510451;39600;0;36;14026
2799378;12900;1711913;220;105;46800;2;36;11640
1842736;12900;1711944;9;1839468;54600;0;36;14345
2798531;12900;1711944;9;169;63960;3;36;11906
2419546;12900;1711947;39;2408099;78300;0;36;15562
2798556;12900;1711947;39;373;81960;3;36;12994
1952933;12900;1712013;40;1949077;62100;0;36;14785
1737856;12900;1711913;220;1510453;53100;0;36;14028
2799468;12900;1711913;220;108;64800;2;36;11654
2798473;12900;2786740;7;2786760;66000;0;36;17229
2798477;12900;2786740;7;636;78780;3;36;14201
2788125;12900;1712387;1014394;254;64920;3;36;11299
1922703;12900;1712399;123;1909312;51600;0;36;14472
2788271;12900;1712399;123;187;65460;3;36;11994
2789528;12900;1711026;25;389;77220;3;36;13042
2802831;12900;2042521;42;317;48300;2;36;13764
2802833;12900;2042521;42;548;61200;3;36;13766
1860129;12900;1852099;76;1852103;52200;0;36;14369
1745008;12900;1712155;13;1712601;79200;0;36;14237
2317906;12900;1711681;1468594;2313171;52200;0;36;15249
2795934;12900;1711681;1468594;326;53760;3;36;12722
2317911;12900;1711681;1468594;2313171;57600;0;36;15251
2796038;12900;1711681;1468594;326;64560;3;36;12726
2794467;12900;1711821;76;180;58260;3;36;11939
1893072;12900;1711885;16;1005952;31200;0;36;14583
1893080;12900;1711885;16;1005952;55200;0;36;14587
1893084;12900;1711885;16;1005952;67200;0;36;14589
2795553;12900;1711779;31;571;54600;4;36;13819
2434865;12900;2431198;27;1874146;55200;0;36;15974
1893087;12900;1711885;16;1885243;73200;0;36;14590
2795565;12900;1711785;27;100;31200;2;36;13347
2796913;12900;1711555;25;391;36900;2;36;13081
2283305;12900;1711555;25;2281410;38400;0;36;15650
2411653;12900;1711555;25;2408096;63600;0;36;15657
2775528;12900;2020768;83;662;55800;2;36;12399
2023974;12900;2020768;83;2020791;64800;0;36;14919
2796720;12900;2431183;27;283;71160;3;36;13321
1748863;12900;1711391;17;1312559;57900;0;36;13704
2798198;12900;1711436;13;161;44820;3;36;11793
2798199;12900;1711436;13;161;57120;3;36;11794
1752376;12900;1711436;13;1712596;63600;0;36;14211
1752379;12900;1711436;13;1712594;70200;0;36;14212
1752380;12900;1711436;13;1712601;75600;0;36;14213
2798203;12900;1711436;13;162;86400;4;36;11797
2796737;12900;1711548;76;178;54000;4;36;11928
1843124;12900;1712040;9;1839468;51000;0;36;14292
2799464;12900;1712106;79;146;86700;4;36;11758
2799578;12900;1712110;185;211;45600;3;36;12208
2799581;12900;1712110;185;211;64740;3;36;12210
2791207;12900;1710959;26;122;24300;2;36;12595
2801718;12900;1711362;40;119;42300;2;36;11656
1751161;12900;1711365;41;1003963;63000;0;36;13515
1751169;12900;1711365;41;1065176;79200;0;36;13559
2790572;12900;1711064;40;225;53520;3;36;12288
2789872;12900;2786745;59;448;42420;3;36;14158
2789875;12900;2786745;59;2786751;45000;0;36;17169
2789881;12900;2786745;59;2786751;48600;0;36;17171
2789883;12900;2786745;59;2786750;50400;0;36;17172
2691323;12900;1711424;18;50;55860;3;36;11363
2797167;12900;1711563;31;572;32700;2;36;13812
1754280;12900;1712482;120;1414857;79200;0;36;13952
2800868;12900;1711153;1005939;320;69180;3;36;13896
2792385;12900;1710868;13;153;51000;3;36;11830
2789927;12900;2786745;59;2786750;82800;0;36;17188
1914685;12900;1711610;185;1909324;31800;0;36;14716
1922977;12900;1712461;123;1909310;82800;0;36;14536
1752525;12900;1711320;49;1675458;52200;0;36;14754
2686755;12900;1711320;49;62;69600;3;36;12225
2800854;12900;1711153;1005939;155;31800;2;36;13883
2314154;12900;1711153;1005939;2313174;48900;0;36;16814
1721853;12900;1711153;1005939;1118481;57900;0;36;16817
2800872;12900;1711153;1005939;153;78300;3;36;13899
2800732;12900;1711214;1005939;320;58440;3;36;12690
2792696;12900;1712543;16;209;59100;2;36;12147
1901343;12900;1712543;16;1005952;61200;0;36;14642
2247783;12900;1711125;69;2237097;72000;0;36;15083
2792881;12900;1710767;15;349;69900;4;36;12828
2469160;12900;1712244;33;21;53040;3;36;13487
1725961;12900;1711113;41;1003967;64200;0;36;13492
1725964;12900;1711113;41;1065176;72000;0;36;13494
2802435;12900;1712200;4;536;41280;3;36;12190
2802441;12900;1712200;4;536;61800;3;36;12194
2791212;12900;1710959;26;123;36780;3;36;12598
2787835;12900;1712420;26;309;56340;3;36;12636
2787839;12900;1712420;26;122;73800;2;36;12652
2787843;12900;1712420;26;310;86100;4;36;12654
1751115;12900;1711362;40;1551447;50100;0;36;14042
2801721;12900;1711362;40;79;52380;3;36;11659
2801825;12900;1711362;40;87;55740;3;36;11660
1751124;12900;1711362;40;1551447;65100;0;36;14071
1751155;12900;1711365;41;1003963;47400;0;36;13511
1751167;12900;1711365;41;1003963;75600;0;36;13558
1716928;12900;1711064;40;1551449;48600;0;36;14812
1957904;12900;1711064;40;1949077;54000;0;36;14813
1755736;12900;1712499;26;1489386;68100;0;36;15177
2793551;12900;1712499;26;123;71700;3;36;12644
2792806;12900;1712483;122;71;42420;3;36;11432
1754517;12900;1712483;122;1414860;43800;0;36;13821
2792811;12900;1712483;122;70;63720;3;36;11437
2790072;12900;1712458;15;359;49080;3;36;14097
2425074;12900;1712458;15;2408093;63000;0;36;17070
2790079;12900;1712458;15;358;68040;3;36;14104
2320848;12900;1711862;1005939;2313174;52500;0;36;15206
1750564;12900;1711356;17;1312564;68700;0;36;13707
2500058;12900;1711356;17;42;78540;3;36;11333
1750571;12900;1711356;17;1312559;79500;0;36;13710
1750577;12900;1711357;13;1712590;46800;0;36;14258
1914689;12900;1711610;185;1909324;41400;0;36;14718
1914694;12900;1711610;185;1909320;55800;0;36;14721
2425084;12900;1712458;15;2408095;76500;0;36;17075
2790089;12900;1712459;145;406;49800;4;36;13271
1922955;12900;1712461;123;1909312;43200;0;36;14525
2800783;12900;1711269;7;1405433;64800;0;36;17216
2800786;12900;1711269;7;2786762;69600;0;36;17217
2800796;12900;1711269;7;2786762;84600;0;36;17221
1800768;12900;1711161;41;5;81960;3;36;11190
2668988;12900;1711161;41;6;86100;4;36;11191
2165777;12900;1711223;37;2151596;70200;0;36;15126
2801021;12900;1711223;37;263;80280;3;36;12593
2801022;12900;1711223;37;259;88200;4;36;12594
2801032;12900;1711224;1014394;256;48900;2;36;11286
1723504;12900;1711224;1014394;1193362;55800;0;36;13673
2423700;12900;1711200;140;2408079;52200;0;36;15324
2423701;12900;1711200;140;2408077;55800;0;36;15325
2423710;12900;1711200;140;2408077;77400;0;36;15331
1895857;12900;1712116;11;1312508;67800;0;36;14432
2331439;12900;2042495;42;2313189;33000;0;36;16520
2797771;12900;2042495;42;548;35580;3;36;13733
2799973;12900;1711931;7;1405426;52800;0;36;17208
2635136;12900;1711525;42;2631029;64800;0;36;16546
2331337;12900;1711525;42;2313189;69000;0;36;16547
2797927;12900;1711528;130;594;56160;3;36;14009
2315977;12900;1711528;130;2313170;56400;0;36;16979
2315985;12900;1711528;130;2313169;63600;0;36;16982
2422340;12900;1711173;39;1691011;46200;0;36;15512
1746836;12900;1712180;79;1691017;39180;0;36;14148
1746839;12900;1712180;79;1691017;44280;0;36;14150
1746841;12900;1712180;79;1691018;46980;0;36;14151
1746850;12900;1712180;79;1691018;78300;0;36;14143
2746152;12900;1710981;15;2408088;40500;0;36;17057
2632434;12900;2102546;42;2631030;41700;0;36;16526
2324196;12900;2102546;42;2313191;61200;0;36;16578
2426122;12900;1712359;15;1030726;61200;0;36;15369
2802523;12900;1712362;37;263;66960;3;36;13288
2162733;12900;1712362;37;2151597;82800;0;36;15946
1846398;12900;1712363;9;1839470;34800;0;36;14299
2802532;12900;1712363;9;170;51000;4;36;11871
2802534;12900;1712363;9;169;62760;3;36;11909
1753513;12900;1712371;40;1551458;54900;0;36;14074
2802673;12900;1712371;40;79;64380;3;36;11702
1753520;12900;1712371;40;1551456;64800;0;36;14077
2666435;12900;1711017;1136253;33;87000;4;36;11234
1755217;12900;1712334;1014394;1193362;68400;0;36;13654
2787191;12900;1710906;122;71;65280;3;36;11501
2421261;12900;1712170;145;2408086;79200;0;36;15869
2028543;12900;2020770;83;2020798;35400;0;36;14880
2805969;12900;2805849;67;297;65880;3;36;14280
2805971;12900;2805849;67;298;71340;3;36;14281
2805972;12900;2805849;67;2281417;72900;0;36;17322
2442680;12900;1712269;27;1468610;52800;0;36;16021
2803198;12900;1712269;27;97;72180;3;36;13364
2028559;12900;2020770;83;2020792;72900;0;36;14944
2803411;12900;2020770;83;169;80760;3;36;12424
2803412;12900;2020770;83;238;86700;4;36;12425
2413324;12900;1711756;140;2408077;39600;0;36;15315
2413333;12900;1711756;140;2408077;57600;0;36;15353
2794421;12900;1711756;140;341;61140;3;36;12812
2413340;12900;1711756;140;2408079;68400;0;36;15356
2794153;12900;1711815;120;78;59100;3;36;11529
1951146;12900;1711764;40;1949077;33600;0;36;14820
1730073;12900;1711764;40;1551449;54000;0;36;14853
1729826;12900;1711815;120;1414857;68400;0;36;13913
1729828;12900;1711815;120;1414859;71100;0;36;13914
2794469;12900;1711821;76;179;71100;2;36;11952
2416739;12900;1711858;140;2408079;54000;0;36;15322
2798108;12900;1711488;13;160;45300;2;36;11816
1751323;12900;1711488;13;1712596;46800;0;36;14239
1751326;12900;1711488;13;1712596;58800;0;36;14241
1872458;12900;1871804;53;1871810;39600;0;36;15189
2802188;12900;1712190;151;529;38580;3;36;13677
1908628;12900;1712200;4;1885248;57600;0;36;14710
2800042;12900;1712053;122;70;57900;3;36;11447
2799902;12900;1712119;1468594;325;30720;3;36;12712
2455729;12900;2450485;1260309;2080138;37800;0;36;16138
2797703;12900;1711574;120;79;52440;3;36;11554
2799328;12900;1712101;13;162;45300;4;36;11790
1737846;12900;1712080;26;1489386;46500;0;36;15138
2799261;12900;1711968;123;187;45900;3;36;12018
2799262;12900;1711968;123;186;50220;3;36;12019
1917650;12900;1711968;123;1909310;50400;0;36;14499
2799265;12900;1711968;123;187;60960;3;36;12022
2799268;12900;1711968;123;186;71340;3;36;12025
2799439;12900;1712104;1260309;455;28200;2;36;13410
2793741;12900;1712569;1005939;153;44700;3;36;13907
2793745;12900;1712569;1005939;156;51900;4;36;13909
1722094;12900;1710793;1014394;1193362;64800;0;36;13652
2428287;12900;1710792;1330001;2408104;38700;0;36;15814
2428289;12900;1710792;1330001;2408108;42900;0;36;15815
2428291;12900;1710792;1330001;2408104;48300;0;36;15816
2793419;12900;1712563;39;373;45480;3;36;12966
2805953;12900;2805848;67;297;74280;3;36;14252
2805955;12900;2805848;67;298;80160;3;36;14253
2805957;12900;2805848;67;299;86400;4;36;14254
2789893;12900;2786745;59;448;56820;3;36;14166
2789915;12900;2786745;59;2786751;73800;0;36;17183
2789925;12900;2786745;59;2786751;81000;0;36;17187
2802063;12900;1711369;15;352;51000;2;36;14130
1942273;12900;1885214;1;1933917;41400;0;36;14693
1942279;12900;1885214;1;1933917;55800;0;36;14697
2787934;12900;1885214;1;194;66180;3;36;12185
1942285;12900;1885214;1;1933917;70200;0;36;14701
2787937;12900;1885214;1;194;79860;3;36;12187
1956397;12900;1710929;40;1949077;56700;0;36;14846
2787476;12900;1710929;40;224;72420;3;36;12332
2792700;12900;1712543;16;204;86100;4;36;12150
2794556;12900;2042506;31;572;36300;2;36;13820
2796801;12900;1711502;1260308;133;45960;3;36;11711
2787599;12900;1710879;123;186;43560;3;36;12061
2793473;12900;1710780;7;2786760;80400;0;36;17201
1899699;12900;1712327;16;1005952;54000;0;36;14572
2795587;12900;1711850;14;506;43440;3;36;13625
2796559;12900;1711493;40;224;41580;3;36;12315
2796579;12900;1711541;27;436;67980;3;36;13295
1802128;12900;1712587;41;5;81000;3;36;11155
2684116;12900;1712210;75;62;54540;3;36;11396
1856080;12900;1711821;76;1852103;48600;0;36;14359
2415654;12900;1711387;25;2408098;56820;0;36;15696
2800875;12900;1711214;1005939;320;70320;3;36;12694
2318033;12900;1711214;1005939;2313174;79200;0;36;15228
2800879;12900;1711214;1005939;320;81180;3;36;12698
1727001;12900;1711104;13;1712602;73800;0;36;14272
2788713;12900;1711104;13;153;78120;3;36;11850
2521399;12900;1711137;14;2408073;46800;0;36;16364
2792151;12900;1712586;14;508;60000;2;36;13645
2802040;12900;1711311;123;186;67200;3;36;12039
1718226;12900;1712587;41;1003963;55800;0;36;13503
2787557;12900;1710877;145;400;73500;4;36;13273
1924221;12900;1710879;123;1909312;40800;0;36;14537
2787606;12900;1710879;123;186;58680;3;36;12065
1843134;12900;1712040;9;1839468;81000;0;36;14298
2799791;12900;1712040;9;170;85200;4;36;11867
1842860;12900;1711985;9;1839468;34200;0;36;14303
2799577;12900;1712110;185;214;33600;2;36;12207
2789877;12900;2786745;59;448;46020;3;36;14160
2789882;12900;2786745;59;448;49620;3;36;14162
2805943;12900;2805848;67;298;48240;3;36;14247
2805945;12900;2805848;67;297;52740;3;36;14248
2805950;12900;2805848;67;1229519;65700;0;36;17296
2789899;12900;2786745;59;448;60480;3;36;14168
2789909;12900;2786745;59;2786751;66600;0;36;17181
2789923;12900;2786745;59;2786750;79200;0;36;17186
2790103;12900;1712461;123;187;78060;3;36;12057
2688487;12900;1711697;75;63;33600;2;36;11401
2464215;12900;1711748;1011746;21;48600;3;36;13473
2791362;12900;1711629;1260309;468;87000;4;36;13453
1744079;12900;1712140;1136253;1136259;50400;0;36;13605
2791469;12900;1711643;25;389;53280;3;36;13101
1728628;12900;1711697;75;1330039;81600;0;36;13771
2800791;12900;1711269;7;2786762;78000;0;36;17219
2800905;12900;1711269;7;633;87900;4;36;14197
2473190;12900;1711318;1014396;2460387;35700;0;36;16268
2788598;12900;1711152;120;83;52200;2;36;11556
2788606;12900;1711152;120;79;70260;3;36;11563
1721829;12900;1711152;120;1414859;74700;0;36;13942
1866246;12900;1711130;76;1852103;50400;0;36;14364
2788392;12900;1711130;76;180;60060;3;36;11942
1866257;12900;1711130;76;1852104;76500;0;36;14405
2797935;12900;1711528;130;594;75300;3;36;14017
2797950;12900;1711579;13;155;43200;2;36;11827
1742859;12900;1711579;13;1712590;43200;0;36;14251
2797953;12900;1711579;13;157;59700;2;36;11841
1790340;12900;1711582;41;4;63720;2;36;11200
1883543;12900;1711423;27;1874146;60000;0;36;16064
2434499;12900;1711423;27;2431204;66000;0;36;16065
1740145;12900;1711990;1014394;1193360;41400;0;36;13666
2800136;12900;1711990;1014394;252;74400;2;36;11310
2800138;12900;1711990;1014394;257;84900;4;36;11312
2801750;12900;1711244;7;634;55800;2;36;14233
2802192;12900;1712190;151;529;53400;3;36;13681
1744080;12900;1712140;1136253;1136261;52200;0;36;13606
2667161;12900;1712140;1136253;32;57900;4;36;11224
1908638;12900;1712200;4;1885248;79200;0;36;14714
1755222;12900;1712334;1014394;1193361;82800;0;36;13691
2666470;12900;2664318;31;1030755;59400;0;36;16748
2789441;12900;2664318;31;569;69540;3;36;13857
2422906;12900;1711021;145;1988431;43500;0;36;15849
2422924;12900;1711021;145;1988430;75600;0;36;15858
2422925;12900;1711021;145;1988431;79500;0;36;15859
2478761;12900;1711017;1136253;31;30600;2;36;11221
1736805;12900;1711017;1136253;1136261;39600;0;36;13597
1737067;12900;1711017;1136253;1136261;63900;0;36;13618
2790576;12900;1711064;40;225;75960;3;36;12292
1957910;12900;1711064;40;1949077;76200;0;36;14817
2790594;12900;1711066;1260309;244;44340;3;36;13423
2790597;12900;1711066;1260309;244;51780;3;36;13425
2096338;12900;1711066;1260309;2080141;66600;0;36;16131
2096344;12900;1711066;1260309;2080138;77400;0;36;16134
2790658;12900;1711068;76;181;67200;4;36;11935
2793330;12900;1885216;1;198;85800;4;36;12163
2464216;12900;1711748;33;1006017;50400;0;36;16232
2794284;12900;2591527;151;527;41700;2;36;13695
2794285;12900;2591527;151;528;46200;3;36;13696
2597232;12900;2591527;151;1871807;51600;0;36;16466
2791373;12900;1711631;15;348;38580;3;36;14136
2791375;12900;1711631;15;348;61500;3;36;14138
2791377;12900;1711631;15;355;75300;4;36;14139
2789538;12900;1712462;150;244;49620;3;36;12484
2057902;12900;1712462;150;1376327;55800;0;36;15003
2057906;12900;1712462;150;1376327;61200;0;36;15005
2789548;12900;1712462;150;245;63540;3;36;12489
2057914;12900;1712462;150;1376327;72000;0;36;15009
2789555;12900;1712462;150;245;74040;3;36;12493
2057922;12900;1712462;150;1376327;82800;0;36;15013
2597236;12900;2591527;151;1871807;60600;0;36;16468
2795536;12900;1711728;1260309;462;31800;2;36;13725
1731644;12900;1711774;1468596;1468629;44100;0;36;14016
2794600;12900;2020765;83;238;71700;4;36;12406
2412116;12900;2408031;38;1353060;61200;0;36;15758
2412123;12900;2408031;38;2151601;79800;0;36;15763
2794882;12900;1711652;25;381;33180;3;36;13016
2794886;12900;1711652;25;389;44160;3;36;13019
2795569;12900;1711785;27;283;43560;3;36;13350
2688626;12900;1711703;18;52;30000;2;36;11341
2688634;12900;1711703;18;51;58500;4;36;11361
2688639;12900;1711703;18;50;78000;3;36;11389
2412159;12900;1711652;25;2408097;77520;0;36;15722
2455744;12900;2450485;1260309;2080141;63000;0;36;16145
2455819;12900;2450485;1260309;2080138;81000;0;36;16150
1789836;12900;1711465;41;5;61440;3;36;11113
1789837;12900;1711465;41;15;69600;3;36;11114
2797599;12900;1711417;40;231;86400;4;36;12356
2799584;12900;1712110;185;211;83760;3;36;12212
2453694;12900;1712067;1260309;2080154;67800;0;36;16119
2453696;12900;1712067;1260309;2080154;76500;0;36;16121
2798490;12900;1712069;15;348;37380;3;36;14044
2746197;12900;1712069;15;1653773;84600;0;36;17020
2799366;12900;2408056;39;373;48060;3;36;12908
2798415;12900;1711942;1330001;451;44700;2;36;13240
2419493;12900;1711942;1330001;2408108;50400;0;36;15824
2429038;12900;1712563;39;2408102;81900;0;36;15532
2787325;12900;1710917;15;360;31500;2;36;12855
2409299;12900;1710917;15;2408091;40500;0;36;15409
2787334;12900;1710917;15;358;57840;3;36;12862
2787343;12900;1710917;15;358;79260;3;36;12868
2787346;12900;1710917;15;354;86700;4;36;12870
2793684;12900;1710847;7;629;30600;2;36;14215
2793686;12900;1710847;7;632;35220;3;36;14216
2793687;12900;1710847;7;1405432;36000;0;36;17252
2793689;12900;1710847;7;2786759;44400;0;36;17254
2800207;12900;1711373;38;378;31800;2;36;13180
2414958;12900;1711373;38;2151601;43500;0;36;15753
2414966;12900;1711373;38;2151601;57900;0;36;15757
2800214;12900;1711373;38;376;62400;4;36;13184
2789961;12900;1712447;270;85;63300;2;36;11580
2789963;12900;1712447;270;87;67740;3;36;11582
2787478;12900;1710929;40;224;82380;3;36;12334
1734776;12900;1710929;40;1551450;84000;0;36;14851
1881911;12900;1710934;27;1874146;39600;0;36;16324
2793462;12900;1710780;7;2786761;36600;0;36;17192
1847049;12900;1710833;9;1839470;73800;0;36;14286
1890608;12900;1711706;4;1885248;50400;0;36;14550
2794150;12900;1711815;120;77;51300;2;36;11526
2796045;12900;1711681;1468594;325;78720;3;36;12731
2421494;12900;1712030;145;2408086;81600;0;36;15899
2409137;12900;1710891;25;2408098;46020;0;36;15641
1887482;12900;1711445;11;1312506;55800;0;36;14437
2432405;12900;2431183;27;1468610;25800;0;36;15977
2023436;12900;2020765;83;2020791;58800;0;36;14923
1752881;12900;1711380;26;1489390;44700;0;36;15143
1752886;12900;1711380;26;1489386;78900;0;36;15186
1840004;12900;1711382;9;1839468;39600;0;36;14315
1840008;12900;1711382;9;1839468;48000;0;36;14317
1840019;12900;1711382;9;1839468;77400;0;36;14323
2796129;12900;1711800;79;143;43200;3;36;11742
2798206;12900;1711438;1260309;455;29100;2;36;13412
2459459;12900;1711438;1260309;2080154;51000;0;36;16089
2035967;12900;2020762;83;2020791;43800;0;36;14899
2792584;12900;1710759;39;373;40080;3;36;12901
2428566;12900;1710759;39;2408102;42000;0;36;15455
1924233;12900;1710879;123;1909312;62400;0;36;14543
2787591;12900;1710881;38;375;68640;3;36;13169
1922699;12900;1712399;123;1909312;44400;0;36;14470
