opd_date;act_time;vehicle_short_name;device_type;defect_type
18/01/2017;25155;33416;Internal EEPROM (COPILOTpc);OK
18/01/2017;25155;33416;External EEPROM (COPILOTpc);OK
18/01/2017;25297;33416;TicketMachine;OK
18/01/2017;96736;33416;Internal EEPROM (COPILOTpc);OK
18/01/2017;96736;33416;External EEPROM (COPILOTpc);OK
18/01/2017;10811;33418;Internal EEPROM (COPILOTpc);OK
18/01/2017;10811;33418;External EEPROM (COPILOTpc);OK
18/01/2017;24416;33418;Internal EEPROM (COPILOTpc);OK
18/01/2017;24416;33418;External EEPROM (COPILOTpc);OK
18/01/2017;30605;33418;TicketMachine;OK
18/01/2017;41503;33418;Internal EEPROM (COPILOTpc);OK
18/01/2017;41503;33418;External EEPROM (COPILOTpc);OK
18/01/2017;54839;33418;Internal EEPROM (COPILOTpc);OK
18/01/2017;54839;33418;External EEPROM (COPILOTpc);OK
18/01/2017;54907;33418;TicketMachine;OK
18/01/2017;83038;33418;External EEPROM (COPILOTpc);OK
18/01/2017;83039;33418;Internal EEPROM (COPILOTpc);OK
18/01/2017;21971;33420;Internal EEPROM (COPILOTpc);OK
18/01/2017;21971;33420;External EEPROM (COPILOTpc);OK
18/01/2017;23908;33420;TicketMachine;OK
18/01/2017;27193;33420;tsp-emitter;OK
18/01/2017;97172;33420;External EEPROM (COPILOTpc);OK
18/01/2017;97173;33420;Internal EEPROM (COPILOTpc);OK
18/01/2017;25598;33422;Internal EEPROM (COPILOTpc);OK
18/01/2017;25598;33422;External EEPROM (COPILOTpc);OK
18/01/2017;26479;33422;TicketMachine;OK
18/01/2017;30975;33422;tsp-emitter;OK
18/01/2017;96894;33422;Internal EEPROM (COPILOTpc);OK
18/01/2017;96894;33422;External EEPROM (COPILOTpc);OK
18/01/2017;25985;33424;Internal EEPROM (COPILOTpc);OK
18/01/2017;25985;33424;External EEPROM (COPILOTpc);OK
18/01/2017;26053;33424;TicketMachine;OK
18/01/2017;40139;33424;tsp-emitter;OK
18/01/2017;69624;33424;Internal EEPROM (COPILOTpc);OK
18/01/2017;69624;33424;External EEPROM (COPILOTpc);OK
18/01/2017;74877;33424;TicketMachine;OK
18/01/2017;80933;33424;tsp-emitter;OK
18/01/2017;96334;33424;Internal EEPROM (COPILOTpc);OK
18/01/2017;96334;33424;External EEPROM (COPILOTpc);OK
18/01/2017;25658;33426;Internal EEPROM (COPILOTpc);OK
18/01/2017;25658;33426;External EEPROM (COPILOTpc);OK
18/01/2017;27354;33426;TicketMachine;OK
18/01/2017;31234;33426;tsp-emitter;OK
18/01/2017;38543;33426;Internal EEPROM (COPILOTpc);OK
18/01/2017;38543;33426;External EEPROM (COPILOTpc);OK
18/01/2017;38720;33426;TicketMachine;OK
18/01/2017;46300;33426;tsp-emitter;OK
18/01/2017;48261;33426;Internal EEPROM (COPILOTpc);OK
18/01/2017;48261;33426;External EEPROM (COPILOTpc);OK
18/01/2017;48305;33426;TicketMachine;OK
18/01/2017;73624;33426;Internal EEPROM (COPILOTpc);OK
18/01/2017;73624;33426;External EEPROM (COPILOTpc);OK
18/01/2017;73663;33426;TicketMachine;OK
18/01/2017;74646;33426;tsp-emitter;OK
18/01/2017;82969;33426;Internal EEPROM (COPILOTpc);OK
18/01/2017;82969;33426;External EEPROM (COPILOTpc);OK
18/01/2017;83017;33426;TicketMachine;OK
18/01/2017;84826;33426;Internal EEPROM (COPILOTpc);OK
18/01/2017;84826;33426;External EEPROM (COPILOTpc);OK
18/01/2017;84873;33426;TicketMachine;OK
18/01/2017;85500;33426;WLANrouter;No connection
18/01/2017;85963;33426;tsp-emitter;OK
18/01/2017;95716;33426;Internal EEPROM (COPILOTpc);OK
18/01/2017;95716;33426;External EEPROM (COPILOTpc);OK
18/01/2017;20884;33428;Internal EEPROM (COPILOTpc);OK
18/01/2017;20884;33428;External EEPROM (COPILOTpc);OK
18/01/2017;20961;33428;TicketMachine;OK
18/01/2017;40283;33428;Internal EEPROM (COPILOTpc);OK
18/01/2017;40283;33428;External EEPROM (COPILOTpc);OK
18/01/2017;41994;33428;TicketMachine;OK
18/01/2017;22972;33430;External EEPROM (COPILOTpc);OK
18/01/2017;22973;33430;Internal EEPROM (COPILOTpc);OK
18/01/2017;23106;33430;TicketMachine;OK
18/01/2017;56960;33430;Internal EEPROM (COPILOTpc);OK
18/01/2017;56960;33430;External EEPROM (COPILOTpc);OK
18/01/2017;58164;33430;TicketMachine;OK
18/01/2017;81691;33430;Internal EEPROM (COPILOTpc);OK
18/01/2017;81691;33430;External EEPROM (COPILOTpc);OK
18/01/2017;96957;33430;Internal EEPROM (COPILOTpc);OK
18/01/2017;96957;33430;External EEPROM (COPILOTpc);OK
18/01/2017;22247;33432;Internal EEPROM (COPILOTpc);OK
18/01/2017;22247;33432;External EEPROM (COPILOTpc);OK
18/01/2017;25814;33432;TicketMachine;OK
18/01/2017;51708;33432;Internal EEPROM (COPILOTpc);OK
18/01/2017;51708;33432;External EEPROM (COPILOTpc);OK
18/01/2017;84447;33432;Internal EEPROM (COPILOTpc);OK
18/01/2017;84447;33432;External EEPROM (COPILOTpc);OK
18/01/2017;96659;33432;External EEPROM (COPILOTpc);OK
18/01/2017;96660;33432;Internal EEPROM (COPILOTpc);OK
18/01/2017;22684;33434;Internal EEPROM (COPILOTpc);OK
18/01/2017;22684;33434;External EEPROM (COPILOTpc);OK
18/01/2017;25009;33434;TicketMachine;OK
18/01/2017;53752;33434;External EEPROM (COPILOTpc);OK
18/01/2017;53753;33434;Internal EEPROM (COPILOTpc);OK
18/01/2017;61980;33434;TicketMachine;OK
18/01/2017;86874;33434;Internal EEPROM (COPILOTpc);OK
18/01/2017;86874;33434;External EEPROM (COPILOTpc);OK
18/01/2017;96907;33434;External EEPROM (COPILOTpc);OK
18/01/2017;96908;33434;Internal EEPROM (COPILOTpc);OK
18/01/2017;24754;33436;Internal EEPROM (COPILOTpc);OK
18/01/2017;24754;33436;External EEPROM (COPILOTpc);OK
18/01/2017;28169;33436;TicketMachine;OK
18/01/2017;55152;33436;Internal EEPROM (COPILOTpc);OK
18/01/2017;55152;33436;External EEPROM (COPILOTpc);OK
18/01/2017;56780;33436;TicketMachine;OK
18/01/2017;80080;33436;Internal EEPROM (COPILOTpc);OK
18/01/2017;80080;33436;External EEPROM (COPILOTpc);OK
18/01/2017;96048;33436;Internal EEPROM (COPILOTpc);OK
