opd_date;act_time;vehicle_short_name;device_type;defect_type
29/12/2016;15907;33416;Internal EEPROM (COPILOTpc);OK
29/12/2016;15907;33416;External EEPROM (COPILOTpc);OK
29/12/2016;24136;33416;External EEPROM (COPILOTpc);OK
29/12/2016;24137;33416;Internal EEPROM (COPILOTpc);OK
29/12/2016;24706;33416;TicketMachine;OK
29/12/2016;96741;33416;External EEPROM (COPILOTpc);OK
29/12/2016;96742;33416;Internal EEPROM (COPILOTpc);OK
29/12/2016;10834;33418;Internal EEPROM (COPILOTpc);OK
29/12/2016;10834;33418;External EEPROM (COPILOTpc);OK
29/12/2016;28646;33418;Internal EEPROM (COPILOTpc);OK
29/12/2016;28646;33418;External EEPROM (COPILOTpc);OK
29/12/2016;21892;33420;Internal EEPROM (COPILOTpc);OK
29/12/2016;21892;33420;External EEPROM (COPILOTpc);OK
29/12/2016;24323;33420;TicketMachine;OK
29/12/2016;32836;33420;tsp-emitter;OK
29/12/2016;76643;33420;Internal EEPROM (COPILOTpc);OK
29/12/2016;76643;33420;External EEPROM (COPILOTpc);OK
29/12/2016;76952;33420;TicketMachine;OK
29/12/2016;97141;33420;Internal EEPROM (COPILOTpc);OK
29/12/2016;97141;33420;External EEPROM (COPILOTpc);OK
29/12/2016;24005;33422;Internal EEPROM (COPILOTpc);OK
29/12/2016;24005;33422;External EEPROM (COPILOTpc);OK
29/12/2016;27035;33422;TicketMachine;OK
29/12/2016;36105;33422;tsp-emitter;OK
29/12/2016;62728;33422;External EEPROM (COPILOTpc);OK
29/12/2016;62729;33422;Internal EEPROM (COPILOTpc);OK
29/12/2016;76028;33422;Internal EEPROM (COPILOTpc);OK
29/12/2016;76028;33422;External EEPROM (COPILOTpc);OK
29/12/2016;96905;33422;Internal EEPROM (COPILOTpc);OK
29/12/2016;96905;33422;External EEPROM (COPILOTpc);OK
29/12/2016;24221;33424;External EEPROM (COPILOTpc);OK
29/12/2016;24222;33424;Internal EEPROM (COPILOTpc);OK
29/12/2016;27374;33424;TicketMachine;OK
29/12/2016;36900;33424;tsp-emitter;OK
29/12/2016;95681;33424;Internal EEPROM (COPILOTpc);OK
29/12/2016;95681;33424;External EEPROM (COPILOTpc);OK
29/12/2016;23828;33426;Internal EEPROM (COPILOTpc);OK
29/12/2016;23828;33426;External EEPROM (COPILOTpc);OK
29/12/2016;25971;33426;TicketMachine;OK
29/12/2016;29245;33426;tsp-emitter;OK
29/12/2016;58261;33426;Internal EEPROM (COPILOTpc);OK
29/12/2016;58261;33426;External EEPROM (COPILOTpc);OK
29/12/2016;59380;33426;TicketMachine;OK
29/12/2016;79595;33426;Internal EEPROM (COPILOTpc);OK
29/12/2016;79595;33426;External EEPROM (COPILOTpc);OK
29/12/2016;95743;33426;Internal EEPROM (COPILOTpc);OK
29/12/2016;95743;33426;External EEPROM (COPILOTpc);OK
29/12/2016;22638;33428;Internal EEPROM (COPILOTpc);OK
29/12/2016;22638;33428;External EEPROM (COPILOTpc);OK
29/12/2016;22957;33428;TicketMachine;OK
29/12/2016;28198;33428;tsp-emitter;OK
29/12/2016;52215;33430;Internal EEPROM (COPILOTpc);OK
29/12/2016;52215;33430;External EEPROM (COPILOTpc);OK
29/12/2016;96937;33430;Internal EEPROM (COPILOTpc);OK
29/12/2016;96937;33430;External EEPROM (COPILOTpc);OK
29/12/2016;27919;33432;Internal EEPROM (COPILOTpc);OK
29/12/2016;27919;33432;External EEPROM (COPILOTpc);OK
29/12/2016;32769;33432;Internal EEPROM (COPILOTpc);OK
29/12/2016;32769;33432;External EEPROM (COPILOTpc);OK
29/12/2016;33315;33432;TicketMachine;OK
29/12/2016;96707;33432;Internal EEPROM (COPILOTpc);OK
29/12/2016;96707;33432;External EEPROM (COPILOTpc);OK
29/12/2016;96887;33434;Internal EEPROM (COPILOTpc);OK
29/12/2016;96887;33434;External EEPROM (COPILOTpc);OK
29/12/2016;96028;33436;Internal EEPROM (COPILOTpc);OK
29/12/2016;96028;33436;External EEPROM (COPILOTpc);OK
29/12/2016;10866;33438;Internal EEPROM (COPILOTpc);OK
29/12/2016;10866;33438;External EEPROM (COPILOTpc);OK
29/12/2016;95553;33440;Internal EEPROM (COPILOTpc);OK
29/12/2016;95553;33440;External EEPROM (COPILOTpc);OK
29/12/2016;23313;33446;Internal EEPROM (COPILOTpc);OK
29/12/2016;23313;33446;External EEPROM (COPILOTpc);OK
29/12/2016;24072;33446;TicketMachine;OK
29/12/2016;56246;33446;Internal EEPROM (COPILOTpc);OK
29/12/2016;56246;33446;External EEPROM (COPILOTpc);OK
29/12/2016;64717;33446;TicketMachine;OK
29/12/2016;94195;33446;Internal EEPROM (COPILOTpc);OK
29/12/2016;94195;33446;External EEPROM (COPILOTpc);OK
29/12/2016;27589;33448;Internal EEPROM (COPILOTpc);OK
29/12/2016;27589;33448;External EEPROM (COPILOTpc);OK
29/12/2016;28425;33448;TicketMachine;OK
29/12/2016;38000;33448;External EEPROM (COPILOTpc);OK
29/12/2016;38001;33448;Internal EEPROM (COPILOTpc);OK
29/12/2016;38423;33448;TicketMachine;OK
29/12/2016;82276;33448;Internal EEPROM (COPILOTpc);OK
29/12/2016;82276;33448;External EEPROM (COPILOTpc);OK
29/12/2016;97014;33448;Internal EEPROM (COPILOTpc);OK
29/12/2016;97014;33448;External EEPROM (COPILOTpc);OK
29/12/2016;10958;33450;Internal EEPROM (COPILOTpc);OK
29/12/2016;10958;33450;External EEPROM (COPILOTpc);OK
29/12/2016;26652;33454;Internal EEPROM (COPILOTpc);OK
29/12/2016;26652;33454;External EEPROM (COPILOTpc);OK
29/12/2016;35404;33454;TicketMachine;OK
29/12/2016;59397;33454;Internal EEPROM (COPILOTpc);OK
29/12/2016;59397;33454;External EEPROM (COPILOTpc);OK
29/12/2016;81782;33454;Internal EEPROM (COPILOTpc);OK
29/12/2016;81782;33454;External EEPROM (COPILOTpc);OK
29/12/2016;95934;33454;Internal EEPROM (COPILOTpc);OK
29/12/2016;95934;33454;External EEPROM (COPILOTpc);OK
29/12/2016;30997;33456;Internal EEPROM (COPILOTpc);OK
29/12/2016;30997;33456;External EEPROM (COPILOTpc);OK
29/12/2016;97134;33456;Internal EEPROM (COPILOTpc);OK
29/12/2016;97134;33456;External EEPROM (COPILOTpc);OK
29/12/2016;23377;33458;Internal EEPROM (COPILOTpc);OK
29/12/2016;23377;33458;External EEPROM (COPILOTpc);OK
29/12/2016;25776;33458;TicketMachine;OK
29/12/2016;60260;33458;Internal EEPROM (COPILOTpc);OK
29/12/2016;60260;33458;External EEPROM (COPILOTpc);OK
29/12/2016;64480;33458;Internal EEPROM (COPILOTpc);OK
29/12/2016;64480;33458;External EEPROM (COPILOTpc);OK
29/12/2016;64660;33458;TicketMachine;OK
29/12/2016;82475;33458;Internal EEPROM (COPILOTpc);OK
29/12/2016;82475;33458;External EEPROM (COPILOTpc);OK
29/12/2016;96831;33458;Internal EEPROM (COPILOTpc);OK
29/12/2016;96831;33458;External EEPROM (COPILOTpc);OK
29/12/2016;22369;33460;Internal EEPROM (COPILOTpc);OK
29/12/2016;22369;33460;External EEPROM (COPILOTpc);OK
29/12/2016;25210;33460;TicketMachine;OK
29/12/2016;29975;33460;tsp-emitter;OK
29/12/2016;71025;33460;Internal EEPROM (COPILOTpc);OK
29/12/2016;71025;33460;External EEPROM (COPILOTpc);OK
29/12/2016;79457;33460;Internal EEPROM (COPILOTpc);OK
29/12/2016;79457;33460;External EEPROM (COPILOTpc);OK
29/12/2016;96877;33460;Internal EEPROM (COPILOTpc);OK
29/12/2016;96877;33460;External EEPROM (COPILOTpc);OK
29/12/2016;21681;33464;Internal EEPROM (COPILOTpc);OK
29/12/2016;21681;33464;External EEPROM (COPILOTpc);OK
29/12/2016;25160;33464;TicketMachine;OK
29/12/2016;53797;33464;tsp-emitter;OK
29/12/2016;68231;33464;External EEPROM (COPILOTpc);OK
29/12/2016;68232;33464;Internal EEPROM (COPILOTpc);OK
29/12/2016;68330;33464;TicketMachine;OK
29/12/2016;73337;33464;tsp-emitter;OK
29/12/2016;96753;33464;Internal EEPROM (COPILOTpc);OK
29/12/2016;96753;33464;External EEPROM (COPILOTpc);OK
29/12/2016;25364;33466;Internal EEPROM (COPILOTpc);OK
29/12/2016;25364;33466;External EEPROM (COPILOTpc);OK
29/12/2016;25946;33466;TicketMachine;OK
29/12/2016;56903;33466;tsp-emitter;OK
29/12/2016;84520;33466;External EEPROM (COPILOTpc);OK
29/12/2016;84521;33466;Internal EEPROM (COPILOTpc);OK
29/12/2016;95761;33466;Internal EEPROM (COPILOTpc);OK
29/12/2016;95761;33466;External EEPROM (COPILOTpc);OK
29/12/2016;22509;33468;Internal EEPROM (COPILOTpc);OK
29/12/2016;22509;33468;External EEPROM (COPILOTpc);OK
29/12/2016;26242;33468;TicketMachine;OK
29/12/2016;96147;33468;Internal EEPROM (COPILOTpc);OK
29/12/2016;96147;33468;External EEPROM (COPILOTpc);OK
29/12/2016;28251;33470;Internal EEPROM (COPILOTpc);OK
29/12/2016;28251;33470;External EEPROM (COPILOTpc);OK
29/12/2016;35785;33470;Internal EEPROM (COPILOTpc);OK
29/12/2016;35785;33470;External EEPROM (COPILOTpc);OK
29/12/2016;38669;33470;TicketMachine;OK
29/12/2016;76184;33470;Internal EEPROM (COPILOTpc);OK
29/12/2016;76184;33470;External EEPROM (COPILOTpc);OK
29/12/2016;76602;33470;TicketMachine;OK
29/12/2016;95706;33470;External EEPROM (COPILOTpc);OK
29/12/2016;95707;33470;Internal EEPROM (COPILOTpc);OK
29/12/2016;24402;33472;External EEPROM (COPILOTpc);OK
29/12/2016;24403;33472;Internal EEPROM (COPILOTpc);OK
29/12/2016;29836;33472;Internal EEPROM (COPILOTpc);OK
29/12/2016;29836;33472;External EEPROM (COPILOTpc);OK
29/12/2016;36283;33472;Internal EEPROM (COPILOTpc);OK
29/12/2016;36283;33472;External EEPROM (COPILOTpc);OK
29/12/2016;39041;33472;TicketMachine;OK
29/12/2016;40277;33472;tsp-emitter;OK
29/12/2016;95784;33472;Internal EEPROM (COPILOTpc);OK
29/12/2016;95784;33472;External EEPROM (COPILOTpc);OK
29/12/2016;25448;33474;External EEPROM (COPILOTpc);OK
29/12/2016;25449;33474;Internal EEPROM (COPILOTpc);OK
29/12/2016;25925;33474;TicketMachine;OK
29/12/2016;26202;33474;tsp-emitter;OK
29/12/2016;95625;33474;Internal EEPROM (COPILOTpc);OK
29/12/2016;95625;33474;External EEPROM (COPILOTpc);OK
29/12/2016;10802;33476;Internal EEPROM (COPILOTpc);OK
29/12/2016;10802;33476;External EEPROM (COPILOTpc);OK
29/12/2016;22999;33476;Internal EEPROM (COPILOTpc);OK
29/12/2016;22999;33476;External EEPROM (COPILOTpc);OK
29/12/2016;25041;33476;TicketMachine;OK
29/12/2016;28154;33476;tsp-emitter;OK
29/12/2016;77475;33476;External EEPROM (COPILOTpc);OK
29/12/2016;77476;33476;Internal EEPROM (COPILOTpc);OK
29/12/2016;29870;33478;Internal EEPROM (COPILOTpc);OK
29/12/2016;29870;33478;External EEPROM (COPILOTpc);OK
29/12/2016;30506;33478;TicketMachine;OK
29/12/2016;96621;33478;Internal EEPROM (COPILOTpc);OK
29/12/2016;96621;33478;External EEPROM (COPILOTpc);OK
29/12/2016;38603;33480;Internal EEPROM (COPILOTpc);OK
29/12/2016;38603;33480;External EEPROM (COPILOTpc);OK
29/12/2016;26170;40002;Internal EEPROM (COPILOTpc);OK
29/12/2016;26170;40002;External EEPROM (COPILOTpc);OK
29/12/2016;27881;40002;Lower Deck Display;No connection
29/12/2016;28008;40002;TicketMachine;OK
29/12/2016;28056;40002;Lower Deck Display;OK
29/12/2016;31304;40002;Lower Deck Display;No connection
29/12/2016;47450;40002;Internal EEPROM (COPILOTpc);OK
29/12/2016;47450;40002;External EEPROM (COPILOTpc);OK
29/12/2016;59355;40002;External EEPROM (COPILOTpc);OK
29/12/2016;59356;40002;Internal EEPROM (COPILOTpc);OK
29/12/2016;67232;40002;TicketMachine;OK
29/12/2016;79020;40002;Internal EEPROM (COPILOTpc);OK
29/12/2016;79020;40002;External EEPROM (COPILOTpc);OK
29/12/2016;92564;40002;Internal EEPROM (COPILOTpc);OK
29/12/2016;92564;40002;External EEPROM (COPILOTpc);OK
29/12/2016;21408;33482;Internal EEPROM (COPILOTpc);OK
29/12/2016;21408;33482;External EEPROM (COPILOTpc);OK
29/12/2016;22021;33482;TicketMachine;OK
29/12/2016;22599;33482;tsp-emitter;OK
29/12/2016;69186;33482;Internal EEPROM (COPILOTpc);OK
29/12/2016;69186;33482;External EEPROM (COPILOTpc);OK
29/12/2016;78156;33482;Internal EEPROM (COPILOTpc);OK
29/12/2016;78156;33482;External EEPROM (COPILOTpc);OK
29/12/2016;96189;33482;Internal EEPROM (COPILOTpc);OK
29/12/2016;96189;33482;External EEPROM (COPILOTpc);OK
