trip_id;schedule_id;block_id;line_id;pattern_id;sched_start_time;trip_type;daytype_id;short_name
2803385;12900;2786742;7;634;34200;2;35;11087
1745943;12900;1712220;1014394;1193360;30000;0;35;7844
2803264;12900;1712220;1014394;255;38700;4;35;6710
1718774;12900;1712555;67;1229519;35580;0;35;10072
2793010;12900;1712555;67;299;88560;4;35;8668
2802781;12900;1712145;37;262;38400;2;35;9623
1745170;12900;1712267;13;1712597;45900;0;35;8732
1745175;12900;1712267;13;1712590;64800;0;35;8735
2426418;12900;1712319;15;2408093;35400;0;35;10936
2426422;12900;1712319;15;2408093;41400;0;35;10938
1745954;12900;1712220;1014394;1193362;55200;0;35;7850
2803272;12900;1712220;1014394;256;72300;2;35;6809
1745966;12900;1712220;1014394;1193361;82800;0;35;7914
2428843;12900;1712557;25;2408097;61320;0;35;11384
2295599;12900;1712557;25;2281411;65700;0;35;11385
2163093;12900;1712145;37;2151597;81000;0;35;11223
1792634;12900;1712146;41;4;60600;2;35;6575
1744398;12900;1712146;41;1065176;72900;0;35;7649
2802855;12900;1712319;15;358;58980;3;35;9404
2802863;12900;1712319;15;358;82200;3;35;9412
2802866;12900;1712321;38;586;25800;2;35;9882
1894585;12900;1711848;11;1312506;59400;0;35;9058
1894590;12900;1711848;11;1312508;81000;0;35;9063
2795044;12900;1711717;1330001;449;53340;3;35;10136
2506720;12900;1711770;17;42;40560;3;35;6835
2506726;12900;1711770;17;42;69300;3;35;8560
2795074;12900;1711772;59;645;22800;2;35;10991
2795077;12900;1711772;59;448;25800;3;35;10992
2795212;12900;1711772;59;2786750;40800;0;35;13245
2795219;12900;1711772;59;2786751;46200;0;35;13248
2795221;12900;1711772;59;448;47400;3;35;11004
2796859;12900;1711450;220;105;54600;2;35;7295
2796861;12900;1711450;220;107;66000;4;35;7297
2797913;12900;1711484;39;373;37800;3;35;9566
2414296;12900;1711484;39;1691010;45000;0;35;11144
2414300;12900;1711484;39;1691010;57600;0;35;11146
2797987;12900;1711484;39;373;74760;3;35;9572
2796667;12900;1711546;15;348;30240;3;35;9432
2411506;12900;1711546;15;1030726;64800;0;35;10975
2412552;12900;1711685;140;2408079;72600;0;35;10658
2795964;12900;1711737;123;191;70500;4;35;7862
2340339;12900;1711738;69;2237102;57600;0;35;10493
2242676;12900;1711738;69;2237099;63000;0;35;10494
2242684;12900;1711738;69;2237098;84600;0;35;10498
2796672;12900;1711444;14;500;63900;3;35;10445
2796905;12900;1711552;49;139;68400;4;35;7439
1743556;12900;1711553;102;1118460;30300;0;35;7775
2476761;12900;1711553;102;30;41700;2;35;6674
1743567;12900;1711553;102;1118459;64200;0;35;7754
2796086;12900;1711740;150;245;40740;3;35;8464
2798349;12900;1712064;16;204;87300;4;35;8027
1859508;12900;1711957;76;1852103;48600;0;35;8960
2798835;12900;1712005;130;594;67800;3;35;10976
2798836;12900;1712005;130;593;69960;3;35;10977
2684175;12900;1712088;114;57;59100;4;35;6962
1738453;12900;1712088;114;1312537;66600;0;35;8041
2451554;12900;1711888;1260309;2080154;62400;0;35;11955
1740597;12900;1711887;18;1312578;37800;0;35;7970
2677923;12900;1711887;18;54;42300;4;35;6877
1740601;12900;1711887;18;1312578;45300;0;35;7994
1843339;12900;1712096;9;1839468;36900;0;35;8890
1793921;12900;1712077;41;5;59160;3;35;6564
2794137;12900;1712519;27;434;18600;2;35;9936
2444953;12900;1712519;27;1874146;25800;0;35;11678
2444960;12900;1712519;27;2431204;57000;0;35;11683
2429690;12900;1712581;145;2408086;25200;0;35;11577
1718128;12900;1712583;79;1691018;32100;0;35;8694
2456877;12900;1710806;1260309;2080154;69600;0;35;11977
1719232;12900;1712570;40;1551449;41400;0;35;9565
1719238;12900;1712570;40;1551449;53400;0;35;9567
1719243;12900;1712570;40;1551449;65400;0;35;9569
2793969;12900;1885219;16;204;44700;4;35;8020
1900810;12900;1885219;16;1885243;59760;0;35;9354
1900812;12900;1885219;16;1005952;66000;0;35;9355
2794089;12900;1885219;16;202;71160;3;35;8071
2794091;12900;1885219;16;207;87600;4;35;8073
2794100;12900;2042473;1014396;564;38400;3;35;10246
2794010;12900;2102544;42;551;57060;3;35;10645
2639285;12900;2102544;42;2631030;72000;0;35;12575
2794025;12900;1712579;31;572;46200;2;35;10756
2664904;12900;1712579;31;2313188;47700;0;35;12870
2794038;12900;1712579;31;573;82320;3;35;10766
2412818;12900;1710975;39;2408102;39000;0;35;10983
1849715;12900;1710948;9;1839470;43200;0;35;8893
2791152;12900;1710948;9;168;52200;2;35;7715
1849721;12900;1710948;9;1839468;59400;0;35;8929
1849722;12900;1710948;9;1839470;64800;0;35;8930
2791172;12900;1710953;14;508;25800;2;35;10422
2791174;12900;1710953;14;500;36540;3;35;10423
2790498;12900;1711055;9;169;67020;3;35;7658
2422118;12900;1711056;39;2408099;65700;0;35;11165
2454549;12900;1712415;1260309;2080154;57600;0;35;12013
2604948;12900;2591533;151;1871807;27000;0;35;12347
2787804;12900;2591533;151;528;29820;3;35;10526
2604952;12900;2591533;151;1871807;34200;0;35;12349
2478570;12900;1710918;1014396;2460387;63600;0;35;12100
2032398;12900;1710919;83;2020788;25200;0;35;9765
2794372;12900;1711696;1014394;253;63540;3;35;6797
2516150;12900;1711616;14;2513043;68400;0;35;12234
2801625;12900;1711241;40;227;87000;4;35;8225
2789635;12900;1712470;79;143;59100;3;35;7487
1900050;12900;1712337;11;1312506;55800;0;35;9071
2803592;12900;1712343;122;70;69120;3;35;7099
2803488;12900;1712172;69;331;21900;2;35;9046
2800967;12900;1711344;120;78;31380;3;35;7118
2801079;12900;1711344;120;78;79500;3;35;7138
1726357;12900;1711080;17;1312558;60000;0;35;7949
2635891;12900;1711933;42;2631029;66000;0;35;12511
2801129;12900;1711163;67;297;74880;3;35;8648
2801131;12900;1711163;67;299;86760;4;35;8650
2637724;12900;2042484;42;2631029;51600;0;35;12569
2802084;12900;1711189;11;407;37200;2;35;7811
2802097;12900;1711195;1468594;324;20100;2;35;8963
2790256;12900;1711085;40;91;67200;4;35;7380
2800926;12900;2042487;42;548;41400;3;35;10608
2637034;12900;2042487;42;2631029;42000;0;35;12516
2637036;12900;2042487;42;2631029;50400;0;35;12518
2637038;12900;2042487;42;2631029;58800;0;35;12520
2801033;12900;2042487;42;548;73920;3;35;10612
2801135;12900;1711164;13;156;78600;4;35;7582
1957615;12900;1711165;40;1949077;41400;0;35;9667
2801137;12900;1711165;40;224;46440;3;35;8319
2801239;12900;1711165;40;225;52800;3;35;8320
2298808;12900;1711225;67;2281417;64560;0;35;10100
2801150;12900;1711225;67;297;67680;3;35;8689
2800230;12900;1711195;1468594;325;42840;3;35;8972
1726780;12900;1711096;1014394;1193362;54000;0;35;7899
2790345;12900;1711096;1014394;252;74400;2;35;6813
2790375;12900;1885226;1;194;51060;3;35;8110
1946508;12900;1885226;1;1933917;55200;0;35;9418
2790378;12900;1885226;1;194;73020;3;35;8113
1723642;12900;1711230;75;1312671;37500;0;35;8048
1755084;12900;1712443;1468596;1468630;62100;0;35;8366
2792316;12900;2408037;25;381;25140;3;35;9671
2792317;12900;2408037;25;384;28860;3;35;9672
1733490;12900;1710916;120;1414859;52800;0;35;8243
2792449;12900;2408037;25;384;61800;3;35;9680
2428277;12900;2408037;25;2408098;83820;0;35;11288
2676963;12900;1710788;75;62;78420;3;35;7000
2792064;12900;1710861;83;155;21600;2;35;8369
1734248;12900;1710816;1260308;1675462;55800;0;35;8503
2792479;12900;1710816;1260308;133;63480;3;35;7416
1719954;12900;1711239;13;1712596;43200;0;35;8816
2801512;12900;1711239;13;161;61560;3;35;7635
1920591;12900;1712231;123;1909312;46200;0;35;9133
1920603;12900;1712231;123;1909312;70200;0;35;9139
2803733;12900;1712231;123;186;81180;3;35;7877
2803743;12900;1712232;69;287;82380;3;35;8630
2454733;12900;1712300;1260309;2080147;65400;0;35;11985
