opd_date;act_time;vehicle_short_name;device_type;defect_type
01/01/2017;44115;33416;Internal EEPROM (COPILOTpc);OK
01/01/2017;44115;33416;External EEPROM (COPILOTpc);OK
01/01/2017;96709;33416;External EEPROM (COPILOTpc);OK
01/01/2017;96710;33416;Internal EEPROM (COPILOTpc);OK
01/01/2017;10813;33418;Internal EEPROM (COPILOTpc);OK
01/01/2017;10813;33418;External EEPROM (COPILOTpc);OK
01/01/2017;27867;33420;External EEPROM (COPILOTpc);OK
01/01/2017;27868;33420;Internal EEPROM (COPILOTpc);OK
01/01/2017;97167;33420;Internal EEPROM (COPILOTpc);OK
01/01/2017;97167;33420;External EEPROM (COPILOTpc);OK
01/01/2017;78308;33422;External EEPROM (COPILOTpc);OK
01/01/2017;78309;33422;Internal EEPROM (COPILOTpc);OK
01/01/2017;96875;33422;External EEPROM (COPILOTpc);OK
01/01/2017;96876;33422;Internal EEPROM (COPILOTpc);OK
01/01/2017;26292;33424;Internal EEPROM (COPILOTpc);OK
01/01/2017;26292;33424;External EEPROM (COPILOTpc);OK
01/01/2017;32042;33424;Internal EEPROM (COPILOTpc);OK
01/01/2017;32042;33424;External EEPROM (COPILOTpc);OK
01/01/2017;32109;33424;TicketMachine;OK
01/01/2017;36684;33424;tsp-emitter;OK
01/01/2017;96332;33424;Internal EEPROM (COPILOTpc);OK
01/01/2017;96332;33424;External EEPROM (COPILOTpc);OK
01/01/2017;28002;33426;External EEPROM (COPILOTpc);OK
01/01/2017;28003;33426;Internal EEPROM (COPILOTpc);OK
01/01/2017;95724;33426;Internal EEPROM (COPILOTpc);OK
01/01/2017;95724;33426;External EEPROM (COPILOTpc);OK
01/01/2017;15057;33428;Internal EEPROM (COPILOTpc);OK
01/01/2017;15057;33428;External EEPROM (COPILOTpc);OK
01/01/2017;27173;33428;Internal EEPROM (COPILOTpc);OK
01/01/2017;27173;33428;External EEPROM (COPILOTpc);OK
01/01/2017;29835;33428;TicketMachine;OK
01/01/2017;32694;33428;tsp-emitter;OK
01/01/2017;92094;33428;External EEPROM (COPILOTpc);OK
01/01/2017;92095;33428;Internal EEPROM (COPILOTpc);OK
01/01/2017;96874;33434;Internal EEPROM (COPILOTpc);OK
01/01/2017;96874;33434;External EEPROM (COPILOTpc);OK
01/01/2017;96047;33436;Internal EEPROM (COPILOTpc);OK
01/01/2017;96047;33436;External EEPROM (COPILOTpc);OK
01/01/2017;10858;33438;Internal EEPROM (COPILOTpc);OK
